Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,34.109307,[ 61 250] ; [22 12],[ 74.82028986 236.17971014] ; [ 8.17971014 25.82028986],1
p12,1,2e-06,23.104929,[ 11 305] ; [ 8 27],[ 17.10541311 298.89458689] ; [ 1.89458689 33.10541311],1
p3,1,0.000251,13.401258,[136 181] ; [27  9],[146.37677054 170.62322946] ; [16.62322946 19.37677054],1
p8,1,0.002745,8.969355,[148 163] ; [26  9],[156.39884393 154.60115607] ; [17.60115607 17.39884393],0
p10,1,0.003868,8.344957,[238  76] ; [34  1],[244.72206304  69.27793696] ; [27.27793696  7.72206304],0
v3,1,0.003896,8.3318,[105 206] ; [20 14],[112.68115942 198.31884058] ; [12.31884058 21.68115942],0
p1,1,0.004953,7.896504,[ 20 297] ; [ 7 29],[ 24.24645892 292.75354108] ; [ 2.75354108 33.24645892],0
p4,1,0.005488,7.711056,[166 150] ; [27  8],[173.75498575 142.24501425] ; [19.24501425 15.75498575],0
r2,1,0.005862,7.592126,[287  25] ; [28  8],[282.4137931  29.5862069] ; [32.5862069  3.4137931],0
p9,1,0.007626,7.119341,[243  68] ; [34  1],[248.97976879  62.02023121] ; [28.02023121  6.97976879],0
p7,1,0.011773,6.3447,[175 138] ; [28  8],[182.06017192 130.93982808] ; [20.93982808 15.06017192],0
s6,1,0.016427,5.756578,[136 177] ; [21 11],[142.43768116 170.56231884] ; [14.56231884 17.43768116],0
s7,1,0.035025,4.44397,[ 82 220] ; [14 17],[ 87.06306306 214.93693694] ; [ 8.93693694 22.06306306],0
u2,1,0.041887,4.139754,[52 60] ; [8 2],[55.08196721 56.91803279] ; [4.91803279 5.08196721],0
p11,1,0.042074,4.132242,[244  73] ; [33  3],[248.75070822  68.24929178] ; [28.24929178  7.75070822],0
a5,1,0.042458,4.116845,[222  95] ; [31  5],[227.19830028  89.80169972] ; [25.80169972 10.19830028],0
a1,1,0.045248,4.009365,[ 12 305] ; [ 4 32],[ 14.36827195 302.63172805] ; [ 1.63172805 34.36827195],0
d5,1,0.062899,3.45925,[253  63] ; [24 12],[248.67045455  67.32954545] ; [28.32954545  7.67045455],0
b3,1,0.066653,3.363575,[ 65 121] ; [13 11],[ 69.08571429 116.91428571] ; [ 8.91428571 15.08571429],0
b2,1,0.066653,3.363575,[ 65 121] ; [13 11],[ 69.08571429 116.91428571] ; [ 8.91428571 15.08571429],0
n4,1,0.106128,2.610957,[234  83] ; [31  5],[237.97450425  79.02549575] ; [27.02549575  8.97450425],0
b5,1,0.125607,2.345978,[200 117] ; [18 18],[195.76770538 121.23229462] ; [22.23229462 13.76770538],0
p6,1,0.146543,2.107869,[101 211] ; [16 20],[104.89655172 207.10344828] ; [12.10344828 23.89655172],0
v1,1,0.148638,2.086175,[153 161] ; [21 13],[157. 157.] ; [17. 17.],0
d3,1,0.154442,2.027823,[213 103] ; [20 16],[209.17045455 106.82954545] ; [23.82954545 12.17045455],0
b4,1,0.200936,1.635557,[176 141] ; [24 12],[179.60339943 137.39660057] ; [20.39660057 15.60339943],0
d1,1,0.206081,1.598748,[176 141] ; [16 20],[172.41926346 144.58073654] ; [19.58073654 16.41926346],0
p2,1,0.224409,1.475951,[245  72] ; [31  5],[247.85269122  69.14730878] ; [28.14730878  7.85269122],0
n5,1,0.233631,1.418618,[234  81] ; [30  6],[236.92307692  78.07692308] ; [27.07692308  8.92307692],0
s4,1,0.259112,1.273494,[ 39 274] ; [ 2 32],[ 36.98270893 276.01729107] ; [ 4.01729107 29.98270893],0
r4,1,0.289686,1.12108,[270  47] ; [33  3],[272.09915014  44.90084986] ; [30.90084986  5.09915014],0
b1,1,0.324291,0.971563,[106 211] ; [15 21],[108.66005666 208.33994334] ; [12.33994334 23.66005666],0
v2,1,0.333357,0.935813,[165 146] ; [21 13],[167.66956522 143.33043478] ; [18.33043478 15.66956522],0
a3,1,0.341258,0.9057,[203 113] ; [26 10],[205.57954545 110.42045455] ; [23.42045455 12.57954545],0
n3,1,0.358453,0.843308,[58 27] ; [3 3],[56.97802198 28.02197802] ; [4.02197802 1.97802198],0
a2,1,0.366345,0.816025,[ 64 253] ; [ 5 31],[ 61.9631728 255.0368272] ; [ 7.0368272 28.9631728],0
a4,1,0.416626,0.659814,[136 179] ; [13 23],[133.71794872 181.28205128] ; [15.28205128 20.71794872],0
