Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.534133,[336  68] ; [30 31],[317.98709677  86.01290323] ; [48.01290323 12.98709677],1
n4,1,0.0,31.439198,[343  61] ; [34 28],[326.84120172  77.15879828] ; [50.15879828 11.84120172],1
r2,1,1.2e-05,19.08749,[392   8] ; [54  8],[386.14718615  13.85281385] ; [59.85281385  2.14718615],1
p9,1,0.0001,15.13641,[361  40] ; [45 17],[351.63282937  49.36717063] ; [54.36717063  7.63282937],1
p10,1,0.000353,12.767423,[358  44] ; [45 17],[349.15086207  52.84913793] ; [53.84913793  8.15086207],1
r4,1,0.000405,12.51058,[397   7] ; [56  6],[392.72961373  11.27038627] ; [60.27038627  1.72961373],1
b1,1,0.000991,10.843728,[152 252] ; [37 25],[163.85407725 240.14592275] ; [25.14592275 36.85407725],1
s5,1,0.002908,8.864201,[167 226] ; [14 48],[156.33626374 236.66373626] ; [24.66373626 37.33626374],0
s1,1,0.006463,7.416403,[  8 392] ; [ 5 56],[ 11.27982646 388.72017354] ; [ 1.72017354 59.27982646],0
p6,1,0.008234,6.981786,[208 195] ; [20 40],[198.45356371 204.54643629] ; [29.54643629 30.45356371],0
s2,1,0.009564,6.714372,[223 179] ; [23 38],[213.58963283 188.41036717] ; [32.41036717 28.58963283],0
s7,1,0.010512,6.546029,[223 165] ; [22 34],[214.0990991 173.9009009] ; [30.9009009 25.0990991],0
v1,1,0.013668,6.080489,[242 155] ; [27 34],[233.17248908 163.82751092] ; [35.82751092 25.17248908],0
p5,1,0.02085,5.339275,[ 64 338] ; [ 3 59],[ 58.04741379 343.95258621] ; [ 8.95258621 53.04741379],0
u2,1,0.020953,5.330682,[46 46] ; [15  4],[50.55855856 41.44144144] ; [10.44144144  8.55855856],0
p11,1,0.021629,5.275375,[346  58] ; [46 16],[339.84549356  64.15450644] ; [52.15450644  9.84549356],0
a5,1,0.029827,4.719257,[323  81] ; [42 20],[316.43776824  87.56223176] ; [48.56223176 13.43776824],0
n3,1,0.034491,4.470201,[54 10] ; [9 6],[51.03797468 12.96202532] ; [11.96202532  3.03797468],0
b2,1,0.035678,4.412453,[105 149] ; [ 8 27],[ 99.31487889 154.68512111] ; [13.68512111 21.31487889],0
b3,1,0.035678,4.412453,[105 149] ; [ 8 27],[ 99.31487889 154.68512111] ; [13.68512111 21.31487889],0
v3,1,0.037512,4.327002,[179 214] ; [18 40],[171.66518847 221.33481153] ; [25.33481153 32.66518847],0
s6,1,0.041977,4.13614,[285 109] ; [37 25],[278.21929825 115.78070175] ; [43.78070175 18.21929825],0
p12,1,0.042462,4.116701,[ 37 365] ; [ 1 61],[ 32.92241379 369.07758621] ; [ 5.07758621 56.92241379],0
d4,1,0.049355,3.863253,[348  55] ; [46 14],[342.94168467  60.05831533] ; [51.05831533  8.94168467],0
p4,1,0.052405,3.762779,[290 114] ; [37 25],[283.49356223 120.50643777] ; [43.50643777 18.49356223],0
s8,1,0.0609,3.512698,[206 194] ; [24 38],[199.13419913 200.86580087] ; [30.86580087 31.13419913],0
r3,1,0.075365,3.162121,[396   6] ; [59  3],[394.20258621   7.79741379] ; [60.79741379  1.20258621],0
d1,1,0.083867,2.988318,[261 143] ; [33 29],[254.88412017 149.11587983] ; [39.11587983 22.88412017],0
p2,1,0.089137,2.889892,[371  32] ; [53  9],[367.46666667  35.53333333] ; [56.53333333  5.46666667],0
n1,1,0.103521,2.650441,[22 41] ; [ 2 13],[19.38461538 43.61538462] ; [ 4.61538462 10.38461538],0
p3,1,0.12354,2.371853,[250 154] ; [32 30],[244.4806867 159.5193133] ; [37.5193133 24.4806867],0
d2,1,0.151319,2.058905,[212 192] ; [26 35],[206.77849462 197.22150538] ; [31.22150538 29.77849462],0
d5,1,0.152211,2.049952,[340  63] ; [47 14],[336.12284483  66.87715517] ; [50.87715517 10.12284483],0
u1,1,0.15266,2.045472,[ 91 313] ; [ 9 53],[ 86.69527897 317.30472103] ; [13.30472103 48.69527897],0
a8,1,0.176266,1.828829,[ 68 297] ; [ 6 48],[ 64.46300716 300.53699284] ; [ 9.53699284 44.46300716],0
p8,1,0.181669,1.783914,[279 121] ; [38 24],[274.45887446 125.54112554] ; [42.54112554 19.45887446],0
a3,1,0.182504,1.777115,[310  92] ; [43 19],[305.83189655  96.16810345] ; [47.16810345 14.83189655],0
v2,1,0.194226,1.685268,[246 147] ; [30 26],[241.57683742 151.42316258] ; [34.42316258 21.57683742],0
a4,1,0.202711,1.622731,[197 205] ; [25 37],[192.3362069 209.6637931] ; [29.6637931 32.3362069],0
p1,1,0.214184,1.542921,[ 39 363] ; [ 3 59],[ 36.38793103 365.61206897] ; [ 5.61206897 56.38793103],0
a1,1,0.215231,1.535889,[ 21 383] ; [ 1 61],[ 19.07296137 384.92703863] ; [ 2.92703863 59.07296137],0
b5,1,0.217072,1.523622,[227 177] ; [40 22],[231.47639485 172.52360515] ; [35.52360515 26.47639485],0
v4,1,0.219765,1.505907,[393   9] ; [58  3],[391.58099352  10.41900648] ; [59.41900648  1.58099352],0
n2,1,0.391392,0.734613,[49 15] ; [13  2],[50.2278481 13.7721519] ; [11.7721519  3.2278481],0
a2,1,0.396001,0.720436,[112 292] ; [14 48],[109.2360515 294.7639485] ; [16.7639485 45.2360515],0
s3,1,0.462169,0.540636,[240 160] ; [33 27],[237.39130435 162.60869565] ; [35.60869565 24.39130435],0
u3,1,0.496248,0.462952,[54 39] ; [12  6],[55.2972973 37.7027027] ; [10.7027027  7.2972973],0
a6,1,0.516286,0.421307,[274 129] ; [44 17],[276.19396552 126.80603448] ; [41.80603448 19.19396552],0
s4,1,0.614216,0.254081,[ 68 330] ; [ 9 53],[ 66.62173913 331.37826087] ; [10.37826087 51.62173913],0
b4,1,0.699034,0.149479,[224 180] ; [36 26],[225.40772532 178.59227468] ; [34.59227468 27.40772532],0
a7,1,0.820107,0.051714,[298 105] ; [45 17],[297.26666667 105.73333333] ; [45.73333333 16.26666667],0
d3,1,0.916572,0.010973,[294 110] ; [44 17],[293.66021505 110.33978495] ; [44.33978495 16.66021505],0
