Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,5.4e-05,16.318708,[34 17] ; [20 48],[23.14285714 27.85714286] ; [30.85714286 37.14285714],1
a6,1,7e-05,15.806723,[36 16] ; [23 47],[25.14754098 26.85245902] ; [33.85245902 36.14754098],1
a4,1,0.000366,12.698649,[19 32] ; [ 7 62],[11.05 39.95] ; [14.95 54.05],1
r1,1,0.002336,9.264698,[36 16] ; [29 41],[27.70491803 24.29508197] ; [37.29508197 32.70491803],0
p4,1,0.020346,5.382003,[27 24] ; [22 47],[20.825 30.175] ; [28.175 40.825],0
s8,1,0.039387,4.244114,[17 34] ; [12 58],[12.2231405 38.7768595] ; [16.7768595 53.2231405],0
s7,1,0.046203,3.974185,[21 27] ; [18 51],[16. 32.] ; [23. 46.],0
b3,1,0.056528,3.636424,[15 14] ; [13 31],[11.12328767 17.87671233] ; [16.87671233 27.12328767],0
b2,1,0.056528,3.636424,[15 14] ; [13 31],[11.12328767 17.87671233] ; [16.87671233 27.12328767],0
r4,1,0.058933,3.567151,[39 13] ; [41 29],[34.09836066 17.90163934] ; [45.90163934 24.09836066],0
s6,1,0.060435,3.525415,[29 21] ; [28 41],[23.94957983 26.05042017] ; [33.05042017 35.94957983],0
p5,1,0.074248,3.186511,[ 8 43] ; [ 4 65],[ 5.1 45.9] ; [ 6.9 62.1],0
p12,1,0.08002,3.064504,[ 4 47] ; [ 1 69],[ 2.10743802 48.89256198] ; [ 2.89256198 67.10743802],0
s2,1,0.080296,3.058908,[24 27] ; [22 48],[19.38842975 31.61157025] ; [26.61157025 43.38842975],0
d1,1,0.084386,2.978326,[ 4 48] ; [ 1 69],[ 2.13114754 49.86885246] ; [ 2.86885246 67.13114754],0
b1,1,0.093579,2.81171,[28 24] ; [27 43],[23.44262295 28.55737705] ; [31.55737705 38.44262295],0
a7,1,0.105043,2.62726,[30 22] ; [30 40],[25.57377049 26.42622951] ; [34.42622951 35.57377049],0
p11,1,0.112702,2.515913,[37 15] ; [40 30],[32.81967213 19.18032787] ; [44.18032787 25.81967213],0
d3,1,0.114296,2.493786,[22 30] ; [20 50],[17.90163934 34.09836066] ; [24.09836066 45.90163934],0
s5,1,0.114448,2.491704,[15 35] ; [12 56],[11.44067797 38.55932203] ; [15.55932203 52.44067797],0
p2,1,0.132743,2.260128,[38 14] ; [42 28],[34.09836066 17.90163934] ; [45.90163934 24.09836066],0
s4,1,0.134581,2.238848,[13 39] ; [10 60],[ 9.80327869 42.19672131] ; [13.19672131 56.80327869],0
