Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,34.448296,[214  43] ; [11 19],[201.48083624  55.51916376] ; [23.51916376  6.48083624],1
n4,1,2e-06,22.685962,[209  47] ; [13 17],[198.71328671  57.28671329] ; [23.28671329  6.71328671],1
v4,1,7e-06,20.100114,[252   4] ; [25  5],[247.94405594   8.05594406] ; [29.05594406  0.94405594],1
r4,1,0.000122,14.761877,[248   9] ; [24  6],[243.56794425  13.43205575] ; [28.43205575  1.56794425],1
p11,1,0.000895,11.032203,[206  51] ; [16 14],[198.79442509  58.20557491] ; [23.20557491  6.79442509],1
p10,1,0.002459,9.170919,[226  28] ; [20  9],[220.79151943  33.20848057] ; [25.20848057  3.79151943],0
v3,1,0.012018,6.308169,[117 136] ; [ 6 22],[110.74377224 142.25622776] ; [12.25622776 15.74377224],0
p9,1,0.017365,5.659116,[228  24] ; [22  7],[224.19928826  27.80071174] ; [25.80071174  3.19928826],0
p7,1,0.023388,5.139424,[184  65] ; [15 13],[178.88447653  70.11552347] ; [20.11552347  7.88447653],0
p4,1,0.031312,4.63579,[174  81] ; [14 15],[168.8028169  86.1971831] ; [19.1971831  9.8028169],0
a4,1,0.042305,4.122963,[136 121] ; [10 20],[130.73867596 126.26132404] ; [15.26132404 14.73867596],0
a5,1,0.050624,3.820681,[210  47] ; [20 10],[205.95818815  51.04181185] ; [24.04181185  5.95818815],0
a2,1,0.071666,3.244435,[ 74 183] ; [ 4 26],[ 69.8466899 187.1533101] ; [ 8.1533101 21.8466899],0
p8,1,0.072395,3.227862,[153 100] ; [12 16],[148.55871886 104.44128114] ; [16.44128114 11.55871886],0
u1,1,0.087214,2.925059,[ 61 196] ; [ 3 27],[ 57.31010453 199.68989547] ; [ 6.68989547 23.31010453],0
u2,1,0.088349,2.904202,[24 32] ; [6 2],[26.25 29.75] ; [3.75 4.25],0
s6,1,0.10842,2.577104,[221  32] ; [23  7],[218.13427562  34.86572438] ; [25.86572438  4.13427562],0
p6,1,0.109629,2.559564,[122 132] ; [ 9 19],[117.9929078 136.0070922] ; [13.0070922 14.9929078],0
n3,1,0.140194,2.175824,[40 12] ; [8 6],[37.81818182 14.18181818] ; [10.18181818  3.81818182],0
p5,1,0.170214,1.881061,[ 54 202] ; [ 3 26],[ 51.2 204.8] ; [ 5.8 23.2],0
p2,1,0.171301,1.871522,[219  37] ; [22  7],[216.47719298  39.52280702] ; [24.52280702  4.47719298],0
s7,1,0.187621,1.736202,[162  83] ; [15 13],[158.84615385  86.15384615] ; [18.15384615  9.84615385],0
s2,1,0.194879,1.680341,[188  68] ; [18 11],[185.03859649  70.96140351] ; [20.96140351  8.03859649],0
b1,1,0.22404,1.478302,[ 99 158] ; [15 15],[102.08362369 154.91637631] ; [11.91637631 18.08362369],0
a6,1,0.231917,1.429067,[165  91] ; [16 14],[162.01398601  93.98601399] ; [18.98601399 11.01398601],0
a7,1,0.266772,1.233271,[179  77] ; [18 12],[176.33566434  79.66433566] ; [20.66433566  9.33566434],0
a8,1,0.323281,0.975628,[ 31 201] ; [ 2 27],[ 29.33333333 202.66666667] ; [ 3.66666667 25.33333333],0
v2,1,0.325522,0.966629,[149 102] ; [15 15],[146.4911032 104.5088968] ; [17.5088968 12.4911032],0
r1,1,0.339981,0.910503,[220  36] ; [23  6],[218.27368421  37.72631579] ; [24.72631579  4.27368421],0
a1,1,0.373448,0.79216,[ 15 242] ; [ 3 27],[ 16.1184669 240.8815331] ; [ 1.8815331 28.1184669],0
p12,1,0.405697,0.691376,[ 31 225] ; [ 2 27],[ 29.64210526 226.35789474] ; [ 3.35789474 25.64210526],0
p3,1,0.467052,0.528942,[151 106] ; [15 14],[149.16783217 107.83216783] ; [16.83216783 12.16783217],0
r3,1,0.478838,0.501508,[245  10] ; [28  2],[244.26315789  10.73684211] ; [28.73684211  1.26315789],0
a3,1,0.52444,0.405153,[200  55] ; [22  8],[198.63157895  56.36842105] ; [23.36842105  6.63157895],0
d3,1,0.529473,0.395403,[183  74] ; [23  7],[184.46689895  72.53310105] ; [21.53310105  8.46689895],0
d4,1,0.534778,0.385305,[219  36] ; [27  3],[220.10526316  34.89473684] ; [25.89473684  4.10526316],0
b4,1,0.552134,0.353507,[157 100] ; [20 10],[158.49825784  98.50174216] ; [18.50174216 11.49825784],0
b2,1,0.58139,0.303993,[64 91] ; [10 11],[65.17045455 89.82954545] ; [ 8.82954545 12.17045455],0
b3,1,0.58139,0.303993,[64 91] ; [10 11],[65.17045455 89.82954545] ; [ 8.82954545 12.17045455],0
s4,1,0.62057,0.245068,[ 65 187] ; [ 9 21],[ 66.12765957 185.87234043] ; [ 7.87234043 22.12765957],0
b5,1,0.66745,0.1846,[135 122] ; [17 13],[136.11149826 120.88850174] ; [15.88850174 14.11149826],0
s8,1,0.681654,0.16827,[146 109] ; [16 14],[144.94736842 110.05263158] ; [17.05263158 12.94736842],0
s3,1,0.784368,0.074874,[177  76] ; [21  8],[177.63829787  75.36170213] ; [20.36170213  8.63829787],0
d1,1,0.791426,0.069939,[169  88] ; [19 11],[168.34843206  88.65156794] ; [19.65156794 10.34843206],0
v1,1,0.797794,0.06564,[152 103] ; [18 11],[152.64084507 102.35915493] ; [17.35915493 11.64084507],0
d5,1,0.88215,0.021976,[216  40] ; [25  5],[215.72027972  40.27972028] ; [25.27972028  4.72027972],0
p1,1,0.902647,0.014962,[ 32 223] ; [ 4 26],[ 32.21052632 222.78947368] ; [ 3.78947368 26.21052632],0
d2,1,0.935016,0.006648,[138 117] ; [16 14],[137.78947368 117.21052632] ; [16.21052632 13.78947368],0
n2,1,0.939803,0.005703,[45  8] ; [12  2],[45.08955224  7.91044776] ; [11.91044776  2.08955224],0
u3,1,0.952398,0.003564,[35 22] ; [5 3],[35.07692308 21.92307692] ; [4.92307692 3.07692308],0
n1,1,1.0,0.0,[26 26] ; [7 7],[26. 26.] ; [7. 7.],0
