Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,73.804225,[30 41] ; [280  39],[56.43589744 14.56410256] ; [253.56410256  65.43589744],1
n6,1,0.0,46.914941,[44 26] ; [297  23],[61.20512821  8.79487179] ; [279.79487179  40.20512821],1
v3,1,0.000578,11.844665,[19 47] ; [161 148],[31.68 34.32] ; [148.32 160.68],1
a5,1,0.003996,8.285844,[47 24] ; [262  59],[55.96683673 15.03316327] ; [253.03316327  67.96683673],0
d5,1,0.004459,8.08686,[53 18] ; [281  39],[60.64961637 10.35038363] ; [273.35038363  46.64961637],0
a3,1,0.005209,7.80554,[47 24] ; [260  60],[55.74680307 15.25319693] ; [251.25319693  68.74680307],0
d1,1,0.007161,7.232213,[38 33] ; [225  96],[47.63520408 23.36479592] ; [215.36479592 105.63520408],0
p6,1,0.008309,6.96566,[23 48] ; [157 159],[33.02325581 37.97674419] ; [146.97674419 169.02325581],0
a4,1,0.008326,6.961889,[24 47] ; [164 157],[34.05102041 36.94897959] ; [153.94897959 167.05102041],0
r1,1,0.010057,6.624736,[53 18] ; [277  42],[60.07692308 10.92307692] ; [269.92307692  49.07692308],0
p11,1,0.012174,6.285395,[51 20] ; [271  50],[58.32142857 12.67857143] ; [263.67857143  57.32142857],0
d4,1,0.013436,6.11074,[54 17] ; [280  40],[60.64961637 10.35038363] ; [273.35038363  46.64961637],0
d2,1,0.014807,5.939299,[31 40] ; [191 130],[40.20918367 30.79081633] ; [181.79081633 139.20918367],0
s4,1,0.017627,5.63281,[21 50] ; [ 55 264],[13.83589744 57.16410256] ; [ 62.16410256 256.83589744],0
v1,1,0.026329,4.934259,[35 34] ; [201 108],[43.07936508 25.92063492] ; [192.92063492 116.07936508],0
p4,1,0.030115,4.702703,[40 31] ; [223  97],[47.75703325 23.24296675] ; [215.24296675 104.75703325],0
p5,1,0.037182,4.34207,[ 5 65] ; [ 54 263],[10.67183463 59.32816537] ; [ 48.32816537 268.67183463],0
s7,1,0.039931,4.220825,[44 22] ; [241  66],[50.42895442 15.57104558] ; [234.57104558  72.42895442],0
a8,1,0.054669,3.692154,[ 6 60] ; [ 55 235],[11.30898876 54.69101124] ; [ 49.69101124 240.30898876],0
u1,1,0.055376,3.670714,[10 61] ; [ 79 242],[16.11989796 54.88010204] ; [ 72.88010204 248.11989796],0
v2,1,0.109654,2.559202,[34 30] ; [199 113],[39.65957447 24.34042553] ; [193.34042553 118.65957447],0
p12,1,0.114015,2.497664,[ 4 66] ; [ 39 279],[ 7.75773196 62.24226804] ; [ 35.24226804 282.75773196],0
p9,1,0.122102,2.390149,[59 10] ; [292  27],[62.42010309  6.57989691] ; [288.57989691  30.42010309],0
a2,1,0.137269,2.208311,[14 57] ; [ 91 230],[19.01785714 51.98214286] ; [ 85.98214286 235.01785714],0
p10,1,0.141058,2.166378,[57 12] ; [283  35],[60.62015504  8.37984496] ; [279.37984496  38.62015504],0
p2,1,0.156085,2.011756,[56 15] ; [274  46],[59.92327366 11.07672634] ; [270.07672634  49.92327366],0
p1,1,0.157154,2.001399,[10 60] ; [ 28 292],[ 6.82051282 63.17948718] ; [ 31.17948718 288.82051282],0
