Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,39.850489,[100  75] ; [11 66],[77.08333333 97.91666667] ; [33.91666667 43.08333333],1
d2,1,0.0,30.777803,[97 78] ; [14 64],[76.77865613 98.22134387] ; [34.22134387 43.77865613],1
a3,1,1e-06,24.755099,[136  40] ; [35 42],[118.95652174  57.04347826] ; [52.04347826 24.95652174],1
d1,1,1e-06,24.453569,[111  65] ; [23 55],[92.8503937 83.1496063] ; [41.1496063 36.8503937],1
d5,1,0.000743,11.379633,[145  29] ; [50 28],[134.64285714  39.35714286] ; [60.35714286 17.64285714],1
p10,1,0.001009,10.810626,[146  26] ; [52 26],[136.224  35.776] ; [61.776 16.224],0
u1,1,0.001979,9.568506,[ 36 140] ; [ 4 74],[ 27.71653543 148.28346457] ; [12.28346457 65.71653543],0
a6,1,0.002574,9.087348,[118  57] ; [37 41],[107.21343874  67.78656126] ; [47.78656126 30.21343874],0
s8,1,0.009429,6.739706,[101  75] ; [31 47],[91.46456693 84.53543307] ; [40.53543307 37.46456693],0
p9,1,0.010299,6.582441,[153  23] ; [56 20],[145.96825397  30.03174603] ; [63.03174603 12.96825397],0
n4,1,0.01192,6.322779,[142  33] ; [52 26],[134.18972332  40.81027668] ; [59.81027668 18.18972332],0
p11,1,0.015278,5.884148,[142  34] ; [52 26],[134.42519685  41.57480315] ; [59.57480315 18.42519685],0
n6,1,0.015768,5.828559,[156  20] ; [60 18],[149.66929134  26.33070866] ; [66.33070866 11.66929134],0
b2,1,0.046315,3.970114,[46 69] ; [ 9 31],[40.80645161 74.19354839] ; [14.19354839 25.80645161],0
b3,1,0.046315,3.970114,[46 69] ; [ 9 31],[40.80645161 74.19354839] ; [14.19354839 25.80645161],0
p4,1,0.047955,3.911549,[117  58] ; [42 36],[109.98023715  65.01976285] ; [49.01976285 28.98023715],0
d4,1,0.061369,3.499983,[143  31] ; [56 22],[137.4047619  36.5952381] ; [61.5952381 16.4047619],0
d3,1,0.076614,3.135296,[121  54] ; [45 33],[114.82213439  60.17786561] ; [51.17786561 26.82213439],0
v1,1,0.103085,2.657156,[78 93] ; [27 51],[72.10843373 98.89156627] ; [32.89156627 45.10843373],0
