Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,46.924944,[228  58] ; [17 34],[207.92284866  78.07715134] ; [37.07715134 13.92284866],1
s3,1,0.0,36.783766,[226  57] ; [20 31],[208.43712575  74.56287425] ; [37.56287425 13.43712575],1
r4,1,1e-06,23.403844,[272  15] ; [38 13],[263.22485207  23.77514793] ; [46.77514793  4.22485207],1
s5,1,3e-06,21.689238,[145 132] ; [ 8 41],[130.00306748 146.99693252] ; [22.99693252 26.00306748],1
p9,1,5.4e-05,16.315858,[267  18] ; [38 12],[259.47761194  25.52238806] ; [45.52238806  4.47761194],1
s8,1,5.4e-05,16.309787,[213  71] ; [24 27],[200.91940299  83.08059701] ; [36.08059701 14.91940299],1
r3,1,0.003111,8.741352,[278   8] ; [45  6],[274.11869436  11.88130564] ; [48.88130564  2.11869436],0
v4,1,0.007931,7.048951,[279   7] ; [45  5],[275.78571429  10.21428571] ; [48.21428571  1.78571429],0
d5,1,0.017108,5.685257,[248  36] ; [38 13],[242.45970149  41.54029851] ; [43.54029851  7.45970149],0
r1,1,0.025695,4.976434,[252  34] ; [39 12],[246.96142433  39.03857567] ; [44.03857567  6.96142433],0
d1,1,0.028665,4.78761,[207  80] ; [29 22],[200.39053254  86.60946746] ; [35.60946746 15.39053254],0
u2,1,0.054592,3.694493,[27 10] ; [2 4],[24.95348837 12.04651163] ; [4.04651163 1.95348837],0
b5,1,0.072506,3.225364,[179 108] ; [25 26],[173.21893491 113.78106509] ; [30.78106509 20.21893491],0
v1,1,0.080545,3.053878,[173 105] ; [24 25],[167.48012232 110.51987768] ; [29.51987768 19.48012232],0
s4,1,0.112587,2.517523,[ 61 224] ; [ 6 45],[ 56.83035714 228.16964286] ; [10.16964286 40.83035714],0
n5,1,0.143362,2.141493,[236  48] ; [38 13],[232.28656716  51.71343284] ; [41.71343284  9.28656716],0
d4,1,0.160167,1.972653,[249  35] ; [41 10],[245.85074627  38.14925373] ; [44.14925373  6.85074627],0
a2,1,0.163076,1.945466,[108 179] ; [14 37],[103.59171598 183.40828402] ; [18.40828402 32.59171598],0
b4,1,0.197517,1.660641,[163 124] ; [24 27],[158.78402367 128.21597633] ; [28.21597633 22.78402367],0
p12,1,0.217258,1.522388,[ 34 251] ; [ 3 47],[ 31.47761194 253.52238806] ; [ 5.52238806 44.47761194],0
p4,1,0.219917,1.504914,[198  87] ; [31 20],[194.24107143  90.75892857] ; [34.75892857 16.24107143],0
p8,1,0.226108,1.465176,[158 123] ; [24 27],[154.04216867 126.95783133] ; [27.95783133 23.04216867],0
p7,1,0.231234,1.433253,[197  80] ; [32 19],[193.39329268  83.60670732] ; [35.60670732 15.39329268],0
r2,1,0.231839,1.429542,[276   8] ; [46  3],[274.61861862   9.38138138] ; [47.38138138  1.61861862],0
b3,1,0.253018,1.306565,[ 90 115] ; [21 18],[ 93.25819672 111.74180328] ; [17.74180328 21.25819672],0
b2,1,0.253018,1.306565,[ 90 115] ; [21 18],[ 93.25819672 111.74180328] ; [17.74180328 21.25819672],0
d2,1,0.270925,1.212055,[185 100] ; [29 22],[181.51785714 103.48214286] ; [32.48214286 18.51785714],0
a7,1,0.332417,0.939459,[205  82] ; [33 18],[202.0887574  84.9112426] ; [35.9112426 15.0887574],0
p10,1,0.332753,0.938153,[249  36] ; [42  9],[246.83035714  38.16964286] ; [44.16964286  6.83035714],0
p1,1,0.336094,0.925273,[ 29 256] ; [ 3 48],[ 27.14285714 257.85714286] ; [ 4.85714286 46.14285714],0
n6,1,0.337025,0.921714,[256  27] ; [43  7],[254.10510511  28.89489489] ; [44.89489489  5.10510511],0
n4,1,0.372119,0.796577,[248  37] ; [42  9],[245.98214286  39.01785714] ; [44.01785714  6.98214286],0
n1,1,0.418286,0.655126,[30 31] ; [8 5],[31.32432432 29.67567568] ; [6.67567568 6.32432432],0
n2,1,0.463532,0.537352,[49 12] ; [10  4],[47.98666667 13.01333333] ; [11.01333333  2.98666667],0
d3,1,0.497682,0.459877,[214  71] ; [36 15],[212.05357143  72.94642857] ; [37.94642857 13.05357143],0
u3,1,0.504721,0.444995,[30  8] ; [4 2],[29.36363636  8.63636364] ; [4.63636364 1.36363636],0
v3,1,0.598044,0.277957,[130 147] ; [21 28],[128.30368098 148.69631902] ; [22.69631902 26.30368098],0
p11,1,0.602379,0.271422,[234  53] ; [40 11],[232.65680473  54.34319527] ; [41.34319527  9.65680473],0
a8,1,0.621604,0.243619,[ 45 214] ; [ 9 35],[ 46.15841584 212.84158416] ; [ 7.84158416 36.15841584],0
p5,1,0.656069,0.198334,[ 46 238] ; [ 7 44],[ 44.93134328 239.06865672] ; [ 8.06865672 42.93134328],0
p2,1,0.68265,0.167158,[242  44] ; [42  9],[241.02077151  44.97922849] ; [42.97922849  8.02077151],0
u1,1,0.716989,0.131396,[ 86 201] ; [14 37],[ 84.9112426 202.0887574] ; [15.0887574 35.9112426],0
n3,1,0.72392,0.124768,[44 17] ; [10  3],[44.51351351 16.48648649] ; [9.48648649 3.51351351],0
a4,1,0.736964,0.112813,[161 125] ; [30 21],[162.09495549 123.90504451] ; [28.90504451 22.09495549],0
v2,1,0.769972,0.085504,[179 100] ; [31 19],[178.08510638 100.91489362] ; [31.91489362 18.08510638],0
a1,1,0.776515,0.080579,[ 20 267] ; [ 3 48],[ 19.5295858 267.4704142] ; [ 3.4704142 47.5295858],0
b1,1,0.799275,0.064661,[118 169] ; [20 31],[117.17751479 169.82248521] ; [20.82248521 30.17751479],0
a3,1,0.817181,0.05344,[249  37] ; [45  6],[249.5074184  36.4925816] ; [44.4925816  6.5074184],0
s1,1,0.83481,0.043487,[ 13 271] ; [ 2 49],[ 12.71641791 271.28358209] ; [ 2.28358209 48.71641791],0
a6,1,0.836144,0.042778,[202  82] ; [37 14],[202.61492537  81.38507463] ; [36.38507463 14.61492537],0
p6,1,0.872355,0.025814,[132 153] ; [23 28],[131.47321429 153.52678571] ; [23.52678571 27.47321429],0
p3,1,0.884978,0.020927,[169 117] ; [29 21],[168.53571429 117.46428571] ; [29.46428571 20.53571429],0
