Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-05,17.402134,[74 96] ; [43 14],[87.62114537 82.37885463] ; [29.37885463 27.62114537],1
v1,1,5.3e-05,16.336695,[82 88] ; [45 12],[95.11013216 74.88986784] ; [31.88986784 25.11013216],1
p4,1,0.00054,11.971478,[ 58 114] ; [35 24],[ 69.24675325 102.75324675] ; [23.75324675 35.24675325],1
s8,1,0.003646,8.452366,[ 60 114] ; [33 26],[ 69.45064378 104.54935622] ; [23.54935622 35.45064378],0
n5,1,0.005107,7.841247,[105  66] ; [48 11],[113.75217391  57.24782609] ; [39.24782609 19.75217391],0
b5,1,0.025487,4.990479,[102  73] ; [44 15],[109.18803419  65.81196581] ; [36.81196581 22.18803419],0
p8,1,0.04935,3.863399,[ 59 111] ; [29 30],[ 65.32751092 104.67248908] ; [22.67248908 36.32751092],0
p2,1,0.053732,3.720993,[130  45] ; [51  8],[135.36324786  39.63675214] ; [45.63675214 13.36324786],0
p5,1,0.065056,3.403563,[  5 170] ; [ 5 54],[  7.47863248 167.52136752] ; [ 2.52136752 56.47863248],0
u2,1,0.069187,3.302211,[23 27] ; [14  6],[26.42857143 23.57142857] ; [10.57142857  9.42857143],0
r4,1,0.074061,3.190632,[143  32] ; [54  5],[147.32905983  27.67094017] ; [49.67094017  9.32905983],0
b4,1,0.080012,3.064655,[99 76] ; [41 18],[104.7008547  70.2991453] ; [35.2991453 23.7008547],0
n2,1,0.099982,2.705838,[37 12] ; [8 7],[34.453125 14.546875] ; [10.546875  4.453125],0
s2,1,0.11137,2.534671,[81 93] ; [34 24],[86.25 87.75] ; [28.75 29.25],0
p9,1,0.124208,2.36344,[131  39] ; [51  8],[135.10917031  34.89082969] ; [46.89082969 12.10917031],0
n4,1,0.140024,2.177696,[118  56] ; [46 13],[122.472103  51.527897] ; [41.527897 17.472103],0
s6,1,0.168479,1.896421,[103  67] ; [41 17],[107.36842105  62.63157895] ; [36.63157895 21.36842105],0
a1,1,0.17781,1.815831,[  7 168] ; [ 5 54],[  8.97435897 166.02564103] ; [ 3.02564103 55.97435897],0
s7,1,0.217586,1.520219,[73 96] ; [29 26],[76.95535714 92.04464286] ; [25.04464286 29.95535714],0
u1,1,0.222598,1.487546,[ 24 151] ; [12 47],[ 26.92307692 148.07692308] ; [ 9.07692308 49.92307692],0
s1,1,0.252332,1.310345,[  2 169] ; [ 2 56],[  2.98689956 168.01310044] ; [ 1.01310044 56.98689956],0
