Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,38.503111,[ 15 236] ; [18 32],[ 27.51827243 223.48172757] ; [ 5.48172757 44.51827243],1
p12,1,0.0,29.874432,[ 16 236] ; [16 33],[ 26.79069767 225.20930233] ; [ 5.20930233 43.79069767],1
p8,1,7e-06,20.318703,[127 120] ; [43  7],[141.38047138 105.61952862] ; [28.61952862 21.38047138],1
b5,1,9e-06,19.677228,[174  78] ; [18 32],[160.21192053  91.78807947] ; [31.78807947 18.21192053],1
p3,1,0.000104,15.058898,[124 127] ; [39 10],[136.37666667 114.62333333] ; [26.62333333 22.37666667],1
p6,1,0.000177,14.062224,[103 146] ; [34 14],[114.85858586 134.14141414] ; [22.14141414 25.85858586],1
p4,1,0.002706,8.995902,[160  91] ; [42  7],[169.00666667  81.99333333] ; [32.99333333 16.00666667],0
a6,1,0.008397,6.94675,[205  45] ; [32 17],[198.16053512  51.83946488] ; [38.83946488 10.16053512],0
s5,1,0.008487,6.92767,[102 141] ; [29 17],[110.14878893 132.85121107] ; [20.85121107 25.14878893],0
p7,1,0.015498,5.858969,[164  79] ; [40  7],[170.93793103  72.06206897] ; [33.06206897 13.93793103],0
a1,1,0.020553,5.36428,[ 10 242] ; [ 6 44],[ 13.35099338 238.64900662] ; [ 2.64900662 47.35099338],0
s1,1,0.023139,5.158057,[ 10 237] ; [ 6 44],[ 13.30639731 233.69360269] ; [ 2.69360269 47.30639731],0
n5,1,0.027435,4.863253,[189  60] ; [45  5],[194.86956522  54.13043478] ; [39.13043478 10.86956522],0
p10,1,0.028129,4.820126,[210  40] ; [47  2],[214.88294314  35.11705686] ; [42.11705686  6.88294314],0
a2,1,0.029736,4.724479,[ 96 156] ; [11 39],[ 89.28476821 162.71523179] ; [17.71523179 32.28476821],0
s8,1,0.034403,4.474544,[160  90] ; [39 10],[166.38795987  83.61204013] ; [32.61204013 16.38795987],0
r3,1,0.050158,3.836164,[241   9] ; [45  5],[238.33333333  11.66666667] ; [47.66666667  2.33333333],0
n4,1,0.068793,3.311593,[198  53] ; [45  5],[202.6345515  48.3654485] ; [40.3654485  9.6345515],0
v1,1,0.079792,3.069129,[138 109] ; [34 15],[143.52702703 103.47297297] ; [28.47297297 20.52702703],0
p9,1,0.091603,2.84597,[218  30] ; [48  2],[221.36912752  26.63087248] ; [44.63087248  5.36912752],0
