Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.475797,[14 30] ; [61 18],[26.82926829 17.17073171] ; [48.17073171 30.82926829],1
p9,1,3e-06,21.795828,[18 24] ; [67 13],[29.26229508 12.73770492] ; [55.73770492 24.26229508],1
r3,1,3.2e-05,17.304422,[25 21] ; [70 10],[34.68253968 11.31746032] ; [60.31746032 19.68253968],1
n6,1,0.000817,11.201116,[26 20] ; [67 13],[33.95238095 12.04761905] ; [59.04761905 20.95238095],1
r4,1,0.001788,9.755834,[14 32] ; [48 33],[22.45669291 23.54330709] ; [39.54330709 41.45669291],0
p8,1,0.001798,9.745049,[ 9 37] ; [38 42],[17.15873016 28.84126984] ; [29.84126984 50.15873016],0
n3,1,0.003892,8.333333,[ 6 12] ; [24  8],[10.8  7.2] ; [19.2 12.8],0
b1,1,0.004113,8.233162,[28 18] ; [28 53],[20.28346457 25.71653543] ; [35.71653543 45.28346457],0
p2,1,0.00515,7.825855,[21 25] ; [56 23],[28.336 17.664] ; [48.664 30.336],0
n2,1,0.00553,7.697362,[ 7 11] ; [25  7],[11.52  6.48] ; [20.48 11.52],0
p4,1,0.008665,6.890536,[12 34] ; [40 40],[18.98412698 27.01587302] ; [33.01587302 46.98412698],0
d4,1,0.018654,5.533648,[24 22] ; [59 22],[30.06299213 15.93700787] ; [52.93700787 28.06299213],0
b4,1,0.020459,5.372309,[18 28] ; [49 32],[24.26771654 21.73228346] ; [42.73228346 38.26771654],0
p6,1,0.022809,5.183001,[ 7 38] ; [27 51],[12.43902439 32.56097561] ; [21.56097561 56.43902439],0
p5,1,0.023896,5.102165,[ 1 45] ; [12 69],[ 4.70866142 41.29133858] ; [ 8.29133858 72.70866142],0
v4,1,0.030498,4.680993,[31 15] ; [68 13],[35.85826772 10.14173228] ; [63.14173228 17.85826772],0
v2,1,0.031589,4.620685,[10 35] ; [33 47],[15.48 29.52] ; [27.52 52.48],0
s7,1,0.048441,3.894623,[ 5 37] ; [21 55],[ 9.25423729 32.74576271] ; [16.74576271 59.25423729],0
n5,1,0.077502,3.116522,[25 21] ; [56 24],[29.57142857 16.42857143] ; [51.42857143 28.57142857],0
p7,1,0.077947,3.107201,[15 31] ; [39 41],[19.71428571 26.28571429] ; [34.28571429 45.71428571],0
a1,1,0.103096,2.656984,[ 6 40] ; [ 4 77],[ 3.62204724 42.37795276] ; [ 6.37795276 74.62204724],0
a3,1,0.106032,2.612391,[21 25] ; [49 32],[25.35433071 20.64566929] ; [44.64566929 36.35433071],0
p3,1,0.152054,2.051521,[11 35] ; [29 51],[14.6031746 31.3968254] ; [25.3968254 54.6031746],0
s6,1,0.234404,1.413939,[13 33] ; [31 49],[16.06349206 29.93650794] ; [27.93650794 52.06349206],0
s8,1,0.242083,1.368423,[ 4 42] ; [13 68],[ 6.15748031 39.84251969] ; [10.84251969 70.15748031],0
v1,1,0.279502,1.16951,[12 34] ; [28 51],[14.72 31.28] ; [25.28 53.72],0
a2,1,0.296641,1.089232,[ 6 40] ; [ 6 75],[ 4.34645669 41.65354331] ; [ 7.65354331 73.34645669],0
a5,1,0.297928,1.083444,[20 26] ; [43 38],[22.81889764 23.18110236] ; [40.18110236 40.81889764],0
d5,1,0.300038,1.074026,[27 18] ; [56 25],[29.64285714 15.35714286] ; [53.35714286 27.64285714],0
u2,1,0.308034,1.039087,[ 8 16] ; [15 17],[ 9.85714286 14.14285714] ; [13.14285714 18.85714286],0
n4,1,0.341145,0.906123,[25 21] ; [51 30],[27.52755906 18.47244094] ; [48.47244094 32.52755906],0
u3,1,0.400079,0.708088,[ 7 18] ; [12 19],[ 8.48214286 16.51785714] ; [10.51785714 20.48214286],0
b3,1,0.430631,0.62112,[11 13] ; [17 30],[ 9.46478873 14.53521127] ; [18.53521127 28.46478873],0
b2,1,0.430631,0.62112,[11 13] ; [17 30],[ 9.46478873 14.53521127] ; [18.53521127 28.46478873],0
d1,1,0.439059,0.598741,[15 31] ; [32 49],[17.02362205 28.97637795] ; [29.97637795 51.02362205],0
s4,1,0.488552,0.479714,[ 9 37] ; [12 69],[ 7.60629921 38.39370079] ; [13.39370079 67.60629921],0
a8,1,0.497274,0.460748,[ 2 41] ; [ 6 70],[ 2.8907563 40.1092437] ; [ 5.1092437 70.8907563],0
a7,1,0.519536,0.414815,[24 21] ; [48 33],[25.71428571 19.28571429] ; [46.28571429 34.71428571],0
s1,1,0.56014,0.339463,[ 2 44] ; [ 2 79],[ 1.4488189 44.5511811] ; [ 2.5511811 78.4488189],0
s5,1,0.602563,0.271148,[ 8 38] ; [11 68],[ 6.992 39.008] ; [12.008 66.992],0
d3,1,0.674604,0.176264,[24 20] ; [41 40],[22.88 21.12] ; [42.12 38.88],0
u1,1,0.707042,0.141249,[ 3 43] ; [ 4 77],[ 2.53543307 43.46456693] ; [ 4.46456693 76.53543307],0
r2,1,0.781895,0.076646,[32 13] ; [58 21],[32.66129032 12.33870968] ; [57.33870968 21.66129032],0
v3,1,0.801711,0.063068,[11 35] ; [21 60],[11.59055118 34.40944882] ; [20.40944882 60.59055118],0
a6,1,0.815622,0.054373,[24 22] ; [44 37],[24.62992126 21.37007874] ; [43.37007874 37.62992126],0
p1,1,0.826905,0.047818,[ 4 42] ; [ 8 73],[ 4.34645669 41.65354331] ; [ 7.65354331 73.34645669],0
d2,1,0.865002,0.028903,[17 28] ; [29 51],[16.56 28.44] ; [29.44 50.56],0
n1,1,0.879514,0.022978,[ 6 12] ; [10 22],[ 5.76 12.24] ; [10.24 21.76],0
s2,1,0.884855,0.020972,[ 9 37] ; [15 66],[ 8.69291339 37.30708661] ; [15.30708661 65.69291339],0
p12,1,0.89971,0.015883,[ 1 45] ; [ 2 77],[ 1.104 44.896] ; [ 1.896 77.104],0
b5,1,0.966773,0.001735,[28 18] ; [49 32],[27.88976378 18.11023622] ; [49.11023622 31.88976378],0
a4,1,1.0,0.0,[15 30] ; [27 54],[15. 30.] ; [27. 54.],0
