Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,61.259108,[78 30] ; [ 82 203],[43.96946565 64.03053435] ; [116.03053435 168.96946565],1
a3,1,0.00132,10.313825,[87 24] ; [180 113],[73.35891089 37.64108911] ; [193.64108911  99.35891089],0
n4,1,0.008938,6.835204,[88 23] ; [193 100],[77.20544554 33.79455446] ; [203.79455446  89.20544554],0
r1,1,0.014828,5.936786,[93 19] ; [208  84],[83.44554455 28.55445545] ; [217.55445545  74.44554455],0
p12,1,0.019383,5.466611,[ 10 100] ; [ 10 283],[  5.45905707 104.54094293] ; [ 14.54094293 278.45905707],0
a5,1,0.02717,4.879994,[83 28] ; [185 108],[73.63366337 37.36633663] ; [194.36633663  98.63366337],0
b1,1,0.060919,3.512176,[36 76] ; [124 169],[44.24691358 67.75308642] ; [115.75308642 177.24691358],0
a2,1,0.080433,3.056132,[29 83] ; [ 53 240],[22.67654321 89.32345679] ; [ 59.32345679 233.67654321],0
s8,1,0.080708,3.050581,[46 66] ; [ 93 199],[38.53465347 73.46534653] ; [100.46534653 191.53465347],0
n5,1,0.090764,2.860765,[80 31] ; [183 107],[72.80049875 38.19950125] ; [190.19950125  99.80049875],0
p10,1,0.091473,2.848266,[87 22] ; [208  83],[80.3875 28.6125] ; [214.6125  76.3875],0
s5,1,0.113895,2.499321,[36 73] ; [ 71 212],[29.75255102 79.24744898] ; [ 77.24744898 205.75255102],0
b2,1,0.118389,2.438507,[26 46] ; [ 40 114],[21.02654867 50.97345133] ; [ 44.97345133 109.02654867],0
b3,1,0.118389,2.438507,[26 46] ; [ 40 114],[21.02654867 50.97345133] ; [ 44.97345133 109.02654867],0
a4,1,0.123562,2.371581,[51 60] ; [110 183],[44.23514851 66.76485149] ; [116.76485149 176.23514851],0
n2,1,0.12577,2.343951,[24  5] ; [64 30],[20.74796748  8.25203252] ; [67.25203252 26.74796748],0
d2,1,0.132845,2.258936,[56 55] ; [123 169],[49.30272953 61.69727047] ; [129.69727047 162.30272953],0
p3,1,0.137262,2.208387,[52 59] ; [113 179],[45.44665012 65.55334988] ; [119.55334988 172.44665012],0
b4,1,0.151523,2.056852,[70 42] ; [160 133],[63.60493827 48.39506173] ; [166.39506173 126.60493827],0
p5,1,0.190456,1.71409,[ 11 100] ; [ 18 275],[  7.96782178 103.03217822] ; [ 21.03217822 271.96782178],0
d1,1,0.209002,1.578328,[64 48] ; [147 146],[58.35061728 53.64938272] ; [152.64938272 140.35061728],0
s7,1,0.211721,1.559622,[50 54] ; [116 167],[44.60981912 59.39018088] ; [121.39018088 161.60981912],0
p2,1,0.266689,1.233696,[83 28] ; [234  59],[87.09653465 23.90346535] ; [229.90346535  63.09653465],0
a1,1,0.275657,1.188376,[  7 105] ; [ 11 282],[  4.97777778 107.02222222] ; [ 13.02222222 279.97777778],0
r3,1,0.288126,1.128355,[105   6] ; [267  25],[102.46153846   8.53846154] ; [269.53846154  22.46153846],0
u1,1,0.301092,1.069352,[19 93] ; [ 38 255],[15.76296296 96.23703704] ; [ 41.23703704 251.76296296],0
r2,1,0.3283,0.955591,[105   6] ; [266  24],[102.6957606   8.3042394] ; [268.3042394  21.6957606],0
s1,1,0.331063,0.944735,[  2 107] ; [ 11 281],[  3.53366584 105.46633416] ; [  9.46633416 282.53366584],0
p9,1,0.370613,0.801608,[86 22] ; [217  71],[82.63636364 25.36363636] ; [220.36363636  67.63636364],0
p7,1,0.378946,0.774117,[67 41] ; [164 123],[63.15949367 44.84050633] ; [167.84050633 119.15949367],0
s6,1,0.439401,0.597847,[69 41] ; [169 120],[65.61403509 44.38596491] ; [172.38596491 116.61403509],0
n3,1,0.445608,0.581798,[22  6] ; [67 27],[20.42622951  7.57377049] ; [68.57377049 25.42622951],0
n6,1,0.47869,0.501846,[94 18] ; [237  56],[91.53580247 20.46419753] ; [239.46419753  53.53580247],0
s2,1,0.488308,0.480251,[53 59] ; [127 165],[49.9009901 62.0990099] ; [130.0990099 161.9009901],0
b5,1,0.49428,0.467195,[60 52] ; [168 125],[63.05185185 48.94814815] ; [164.94814815 128.05185185],0
a7,1,0.498499,0.458131,[81 29] ; [205  87],[78.25870647 31.74129353] ; [207.74129353  84.25870647],0
n1,1,0.556872,0.345149,[ 7 19] ; [31 63],[ 8.23333333 17.76666667] ; [29.76666667 64.23333333],0
s4,1,0.575696,0.313244,[21 90] ; [ 62 227],[23.0325 87.9675] ; [ 59.9675 229.0325],0
p4,1,0.58147,0.303864,[52 55] ; [151 141],[54.43859649 52.56140351] ; [148.56140351 143.43859649],0
r4,1,0.585234,0.297849,[99 13] ; [253  40],[97.34320988 14.65679012] ; [254.65679012  38.34320988],0
