Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,5e-05,16.467146,[14 33] ; [53 26],[24.99206349 22.00793651] ; [42.00793651 36.99206349],1
b2,1,0.477267,0.505102,[ 5 23] ; [11 33],[ 6.22222222 21.77777778] ; [ 9.77777778 34.22222222],0
b4,1,0.489368,0.477915,[25 22] ; [47 32],[26.85714286 20.14285714] ; [45.14285714 33.85714286],0
r1,1,0.502282,0.450111,[30 17] ; [55 24],[31.70634921 15.29365079] ; [53.29365079 25.70634921],0
s1,1,0.502401,0.449861,[ 3 43] ; [ 3 75],[ 2.22580645 43.77419355] ; [ 3.77419355 74.22580645],0
s5,1,0.54817,0.360606,[14 30] ; [20 55],[12.57142857 31.42857143] ; [21.42857143 53.57142857],0
p8,1,0.587496,0.294272,[26 21] ; [47 31],[27.448 19.552] ; [45.552 32.448],0
a8,1,0.591683,0.287723,[ 5 41] ; [10 60],[ 5.94827586 40.05172414] ; [ 9.05172414 60.94827586],0
s7,1,0.614736,0.253336,[22 22] ; [33 40],[20.68376068 23.31623932] ; [34.31623932 38.68376068],0
a4,1,0.630507,0.231374,[ 9 38] ; [18 61],[10.07142857 36.92857143] ; [16.92857143 62.07142857],0
p6,1,0.647017,0.209681,[22 24] ; [34 44],[20.77419355 25.22580645] ; [35.22580645 42.77419355],0
s6,1,0.656309,0.198039,[29 16] ; [54 25],[30.12096774 14.87903226] ; [52.87903226 26.12096774],0
n5,1,0.691856,0.157084,[36 11] ; [58 21],[35.06349206 11.93650794] ; [58.93650794 20.06349206],0
p9,1,0.703565,0.14479,[36 11] ; [62 16],[36.848 10.152] ; [61.152 16.848],0
s2,1,0.729514,0.119558,[22 25] ; [39 39],[22.936 24.064] ; [38.064 39.936],0
p5,1,0.736637,0.113104,[10 36] ; [15 63],[ 9.27419355 36.72580645] ; [15.72580645 62.27419355],0
s3,1,0.772424,0.08364,[26 20] ; [42 36],[25.22580645 20.77419355] ; [42.77419355 35.22580645],0
v3,1,0.802513,0.062548,[16 29] ; [28 46],[16.63865546 28.36134454] ; [27.36134454 46.63865546],0
p7,1,0.814661,0.054951,[32 14] ; [52 25],[31.41463415 14.58536585] ; [52.58536585 24.41463415],0
a3,1,0.872753,0.025652,[21 26] ; [36 42],[21.432 25.568] ; [35.568 42.432],0
u2,1,0.881451,0.02224,[15 11] ; [25 17],[15.29411765 10.70588235] ; [24.70588235 17.29411765],0
a1,1,0.885621,0.020692,[ 1 46] ; [ 2 77],[ 1.11904762 45.88095238] ; [ 1.88095238 77.11904762],0
s4,1,0.893071,0.018068,[ 9 38] ; [14 63],[ 8.71774194 38.28225806] ; [14.28225806 62.71774194],0
p1,1,0.896362,0.016967,[ 5 42] ; [ 9 70],[ 5.22222222 41.77777778] ; [ 8.77777778 70.22222222],0
u3,1,0.964489,0.001982,[15 11] ; [24 18],[14.91176471 11.08823529] ; [24.08823529 17.91176471],0
v2,1,0.975297,0.000959,[20 25] ; [34 43],[19.91803279 25.08196721] ; [34.08196721 42.91803279],0
p12,1,0.990433,0.000144,[ 3 44] ; [ 5 74],[ 2.98412698 44.01587302] ; [ 5.01587302 73.98412698],0
