Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,5e-05,16.467146,[14 33] ; [53 26],[24.99206349 22.00793651] ; [42.00793651 36.99206349],1
b1,1,0.000981,10.86311,[27 20] ; [22 57],[18.27777778 28.72222222] ; [30.72222222 48.27777778],1
d3,1,0.004444,8.09282,[22 25] ; [57 22],[29.46825397 17.53174603] ; [49.53174603 29.46825397],0
r4,1,0.005393,7.742796,[35 12] ; [73  6],[40.28571429  6.71428571] ; [67.71428571 11.28571429],0
d4,1,0.006151,7.505441,[26 21] ; [62 17],[32.82539683 14.17460317] ; [55.17460317 23.82539683],0
d5,1,0.00737,7.180609,[27 20] ; [63 16],[33.57142857 13.42857143] ; [56.42857143 22.57142857],0
p3,1,0.01108,6.452464,[22 25] ; [55 24],[28.72222222 18.27777778] ; [48.27777778 30.72222222],0
n6,1,0.011706,6.354864,[34 13] ; [70  8],[39.104  7.896] ; [64.896 13.104],0
p2,1,0.012004,6.310247,[36 11] ; [73  6],[40.65873016  6.34126984] ; [68.34126984 10.65873016],0
d1,1,0.012844,6.190423,[11 36] ; [36 43],[17.53174603 29.46825397] ; [29.46825397 49.53174603],0
r3,1,0.017774,5.618334,[42  5] ; [77  1],[44.744  2.256] ; [74.256  3.744],0
r2,1,0.022447,5.210805,[36 10] ; [73  6],[40.112  5.888] ; [68.888 10.112],0
n3,1,0.043047,4.093567,[7 7] ; [12  2],[9.5 4.5] ; [9.5 4.5],0
n4,1,0.095321,2.782133,[38  9] ; [53 26],[33.94444444 13.05555556] ; [57.05555556 21.94444444],0
p11,1,0.122046,2.390863,[31 16] ; [62 17],[34.69047619 12.30952381] ; [58.30952381 20.69047619],0
b5,1,0.240339,1.378602,[26 21] ; [52 27],[29.0952381 17.9047619] ; [48.9047619 30.0952381],0
v4,1,0.272257,1.205341,[43  3] ; [77  2],[44.16  1.84] ; [75.84  3.16],0
s8,1,0.376399,0.78243,[21 26] ; [29 50],[18.65079365 28.34920635] ; [31.34920635 47.65079365],0
d2,1,0.433839,0.612524,[13 34] ; [17 62],[11.19047619 35.80952381] ; [18.80952381 60.19047619],0
n1,1,0.445009,0.583333,[7 7] ; [5 9],[6. 8.] ; [6. 8.],0
p10,1,0.457082,0.553031,[34 13] ; [61 17],[35.72 11.28] ; [59.28 18.72],0
n2,1,0.472423,0.516303,[9 5] ; [10  3],[9.85185185 4.14814815] ; [9.14814815 3.85185185],0
v1,1,0.474412,0.51168,[26 21] ; [37 39],[24.07317073 22.92682927] ; [38.92682927 37.07317073],0
b3,1,0.477267,0.505102,[ 5 23] ; [11 33],[ 6.22222222 21.77777778] ; [ 9.77777778 34.22222222],0
