Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.617677,[58 43] ; [136  26],[74.50190114 26.49809886] ; [119.49809886  42.50190114],1
p4,1,0.000945,10.932203,[68 33] ; [138  25],[78.81060606 22.18939394] ; [127.18939394  35.81060606],1
p6,1,0.001167,10.541161,[27 73] ; [76 85],[39.46360153 60.53639847] ; [63.53639847 97.46360153],0
p11,1,0.002338,9.263191,[72 29] ; [141  22],[81.48863636 19.51136364] ; [131.51136364  31.48863636],0
p9,1,0.002967,8.827542,[75 25] ; [145  18],[83.65019011 16.34980989] ; [136.34980989  26.65019011],0
p10,1,0.003909,8.325802,[72 28] ; [140  22],[80.91603053 19.08396947] ; [131.08396947  30.91603053],0
p2,1,0.007564,7.133968,[79 22] ; [146  16],[86.40684411 14.59315589] ; [138.59315589  23.40684411],0
d3,1,0.022392,5.215033,[56 45] ; [113  50],[64.65530303 36.34469697] ; [104.34469697  58.65530303],0
b1,1,0.031042,4.650632,[54 47] ; [65 98],[45.52651515 55.47348485] ; [73.47348485 89.52651515],0
r1,1,0.051106,3.804808,[72 28] ; [134  29],[78.3269962 21.6730038] ; [127.6730038  35.3269962],0
u1,1,0.064233,3.424568,[24 77] ; [ 24 139],[18.36363636 82.63636364] ; [ 29.63636364 133.36363636],0
p5,1,0.0723,3.230016,[ 5 94] ; [ 19 144],[ 9.06870229 89.93129771] ; [ 14.93129771 148.06870229],0
p12,1,0.08801,2.910395,[ 5 96] ; [ 18 145],[ 8.79924242 92.20075758] ; [ 14.20075758 148.79924242],0
d1,1,0.091145,2.854027,[50 51] ; [98 65],[56.62121212 44.37878788] ; [91.37878788 71.62121212],0
r4,1,0.125038,2.353046,[87 14] ; [150  13],[90.67045455 10.32954545] ; [146.32954545  16.67045455],0
s2,1,0.125391,2.348651,[47 53] ; [ 61 102],[41.06463878 58.93536122] ; [66.93536122 96.06463878],0
d5,1,0.151946,2.052603,[87 14] ; [129  34],[82.63636364 18.36363636] ; [133.36363636  29.63636364],0
