Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.617677,[58 43] ; [136  26],[74.50190114 26.49809886] ; [119.49809886  42.50190114],1
n5,1,0.194507,1.683144,[72 28] ; [128  34],[76.33587786 23.66412214] ; [123.66412214  38.33587786],0
d4,1,0.196862,1.665501,[75 26] ; [132  31],[79.19318182 21.80681818] ; [127.80681818  35.19318182],0
p1,1,0.204851,1.607448,[ 7 94] ; [ 19 143],[ 9.98479087 91.01520913] ; [ 16.01520913 145.98479087],0
v4,1,0.21608,1.530217,[93  8] ; [156   7],[95.26136364  5.73863636] ; [153.73863636   9.26136364],0
u2,1,0.233466,1.419621,[12 15] ; [31 22],[14.5125 12.4875] ; [28.4875 24.5125],0
n6,1,0.255314,1.293987,[82 19] ; [140  22],[85.25475285 15.74524715] ; [136.74524715  25.25475285],0
a5,1,0.299171,1.077885,[71 30] ; [124  39],[74.60227273 26.39772727] ; [120.39772727  42.60227273],0
v2,1,0.308254,1.03814,[50 44] ; [95 64],[53.87351779 40.12648221] ; [91.12648221 67.87351779],0
s3,1,0.351292,0.868786,[55 45] ; [79 82],[51.34099617 48.65900383] ; [82.65900383 78.34099617],0
n2,1,0.352972,0.862745,[15  7] ; [12 10],[13.5  8.5] ; [13.5  8.5],0
n4,1,0.353433,0.861092,[79 22] ; [135  28],[81.87121212 19.12878788] ; [132.12878788  30.87121212],0
b2,1,0.360146,0.837383,[30 39] ; [38 66],[27.12138728 41.87861272] ; [40.87861272 63.12138728],0
b3,1,0.360146,0.837383,[30 39] ; [38 66],[27.12138728 41.87861272] ; [40.87861272 63.12138728],0
a1,1,0.391643,0.733836,[ 6 95] ; [  6 157],[ 4.59090909 96.40909091] ; [  7.40909091 155.59090909],0
a2,1,0.457356,0.552359,[27 74] ; [ 37 126],[24.48484848 76.51515152] ; [ 39.51515152 123.48484848],0
a4,1,0.468472,0.525578,[47 54] ; [68 94],[44.1634981 56.8365019] ; [70.8365019 91.1634981],0
a3,1,0.562937,0.334644,[72 29] ; [110  52],[69.89353612 31.10646388] ; [112.10646388  49.89353612],0
s1,1,0.593049,0.285608,[ 2 99] ; [  5 158],[ 2.6780303 98.3219697] ; [  4.3219697 158.6780303],0
v3,1,0.611099,0.258577,[42 52] ; [65 92],[40.07171315 53.92828685] ; [66.92828685 90.07171315],0
v1,1,0.614707,0.253377,[51 43] ; [92 68],[52.92125984 41.07874016] ; [90.07874016 69.92125984],0
b5,1,0.661795,0.19135,[61 40] ; [94 69],[59.29924242 41.70075758] ; [95.70075758 67.29924242],0
r2,1,0.668439,0.183433,[94  7] ; [151   9],[94.80842912  6.19157088] ; [150.19157088   9.80842912],0
s6,1,0.731942,0.117336,[62 39] ; [96 66],[60.67680608 40.32319392] ; [97.32319392 64.67680608],0
a6,1,0.747672,0.103498,[70 31] ; [116  47],[71.15909091 29.84090909] ; [114.84090909  48.15909091],0
n1,1,0.750455,0.101149,[ 8 14] ; [ 7 15],[ 7.5 14.5] ; [ 7.5 14.5],0
a8,1,0.764445,0.08979,[10 80] ; [ 18 127],[10.72340426 79.27659574] ; [ 17.27659574 127.72340426],0
u4,1,0.799668,0.064402,[ 3 98] ; [  4 159],[ 2.6780303 98.3219697] ; [  4.3219697 158.6780303],0
u3,1,0.803849,0.061687,[17 12] ; [29 23],[16.4691358 12.5308642] ; [29.5308642 22.4691358],0
s4,1,0.819856,0.051861,[14 87] ; [ 21 142],[13.39015152 87.60984848] ; [ 21.60984848 141.39015152],0
b4,1,0.874062,0.025123,[56 45] ; [92 71],[56.62121212 44.37878788] ; [91.37878788 71.62121212],0
d2,1,0.92889,0.007964,[49 52] ; [80 83],[49.35227273 51.64772727] ; [79.64772727 83.35227273],0
r3,1,0.948708,0.004138,[95  6] ; [153  10],[94.87878788  6.12121212] ; [153.12121212   9.87878788],0
a7,1,0.954065,0.003318,[77 24] ; [123  39],[76.80608365 24.19391635] ; [123.19391635  38.80608365],0
s8,1,0.966668,0.001746,[44 57] ; [71 91],[44.1634981 56.8365019] ; [70.8365019 91.1634981],0
s7,1,0.977432,0.0008,[45 51] ; [72 81],[45.10843373 50.89156627] ; [71.89156627 81.10843373],0
