Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,5e-06,20.815726,[18 37] ; [63 25],[31.15384615 23.84615385] ; [49.84615385 38.15384615],1
v1,1,5e-06,20.677335,[15 39] ; [59 29],[28.14084507 25.85915493] ; [45.85915493 42.14084507],1
p11,1,0.001662,9.890255,[39 16] ; [81  8],[45.83333333  9.16666667] ; [74.16666667 14.83333333],0
r1,1,0.002026,9.525399,[34 20] ; [76 13],[41.53846154 12.46153846] ; [68.46153846 20.53846154],0
p10,1,0.006292,7.464832,[38 16] ; [78 10],[44.11267606  9.88732394] ; [71.88732394 16.11267606],0
p2,1,0.006819,7.320077,[42 12] ; [83  6],[47.2027972  6.7972028] ; [77.7972028 11.2027972],0
p7,1,0.008852,6.852451,[33 20] ; [73 16],[39.56338028 13.43661972] ; [66.43661972 22.56338028],0
v3,1,0.013004,6.168511,[14 38] ; [42 45],[20.94964029 31.05035971] ; [35.05035971 51.94964029],0
a5,1,0.013714,6.074631,[32 23] ; [69 20],[38.57638889 16.42361111] ; [62.42361111 26.57638889],0
p6,1,0.021001,5.326714,[13 40] ; [39 50],[19.4084507 33.5915493] ; [32.5915493 56.4084507],0
v2,1,0.022759,5.186798,[25 28] ; [58 29],[31.42142857 21.57857143] ; [51.57857143 35.42142857],0
p5,1,0.041192,4.168106,[ 1 53] ; [10 79],[ 4.15384615 49.84615385] ; [ 6.84615385 82.15384615],0
p9,1,0.045961,3.983006,[41 13] ; [78 10],[45.25352113  8.74647887] ; [73.74647887 14.25352113],0
s7,1,0.059141,3.561304,[ 9 42] ; [27 56],[13.70149254 37.29850746] ; [22.29850746 60.70149254],0
n5,1,0.061342,3.500715,[34 21] ; [68 21],[38.95833333 16.04166667] ; [63.04166667 25.95833333],0
u2,1,0.06735,3.346444,[ 8 17] ; [17 13],[11.36363636 13.63636364] ; [13.63636364 16.36363636],0
n6,1,0.074646,3.177778,[41 14] ; [76 12],[45. 10.] ; [72. 16.],0
s8,1,0.078986,3.085653,[10 45] ; [28 61],[14.51388889 40.48611111] ; [23.48611111 65.51388889],0
n4,1,0.080847,3.047792,[36 19] ; [70 19],[40.48611111 14.51388889] ; [65.51388889 23.48611111],0
b2,1,0.100877,2.691622,[ 7 22] ; [24 33],[10.45348837 18.54651163] ; [20.54651163 36.45348837],0
b3,1,0.100877,2.691622,[ 7 22] ; [24 33],[10.45348837 18.54651163] ; [20.54651163 36.45348837],0
u3,1,0.112176,2.523297,[ 8 17] ; [16 14],[10.90909091 14.09090909] ; [13.09090909 16.90909091],0
a3,1,0.133599,2.250182,[30 25] ; [59 29],[34.23076923 20.76923077] ; [54.76923077 33.23076923],0
b1,1,0.157214,2.000823,[17 38] ; [38 51],[21.00694444 33.99305556] ; [33.99305556 55.00694444],0
s5,1,0.190613,1.712874,[ 5 50] ; [15 74],[ 7.63888889 47.36111111] ; [12.36111111 76.63888889],0
s2,1,0.191923,1.702792,[13 42] ; [13 74],[10.07042254 44.92957746] ; [15.92957746 71.07042254],0
r4,1,0.192243,1.700347,[43 12] ; [77 12],[45.83333333  9.16666667] ; [74.16666667 14.83333333],0
n1,1,0.193868,1.687977,[ 3 10] ; [7 8],[4.64285714 8.35714286] ; [5.35714286 9.64285714],0
v4,1,0.27811,1.176302,[50  4] ; [86  3],[51.35664336  2.64335664] ; [84.64335664  4.35664336],0
a4,1,0.288467,1.126764,[18 37] ; [37 52],[21.00694444 33.99305556] ; [33.99305556 55.00694444],0
d5,1,0.328223,0.955897,[40 15] ; [71 18],[42.39583333 12.60416667] ; [68.60416667 20.39583333],0
a7,1,0.333303,0.936023,[38 17] ; [68 21],[40.48611111 14.51388889] ; [65.51388889 23.48611111],0
n2,1,0.344085,0.895153,[9 5] ; [12  3],[10.13793103  3.86206897] ; [10.86206897  4.13793103],0
d3,1,0.371274,0.799396,[35 20] ; [63 26],[37.43055556 17.56944444] ; [60.56944444 28.43055556],0
d2,1,0.373091,0.793345,[23 32] ; [44 45],[25.59027778 29.40972222] ; [41.40972222 47.59027778],0
b5,1,0.376685,0.781492,[35 20] ; [50 39],[32.46527778 22.53472222] ; [52.53472222 36.46527778],0
d4,1,0.514035,0.425844,[40 15] ; [69 20],[41.63194444 13.36805556] ; [67.36805556 21.63194444],0
r2,1,0.549898,0.3575,[51  4] ; [79  9],[50.  5.] ; [80.  8.],0
r3,1,0.563458,0.333753,[51  4] ; [80  9],[50.03472222  4.96527778] ; [80.96527778  8.03472222],0
a2,1,0.564105,0.332647,[ 9 46] ; [18 71],[10.3125 44.6875] ; [16.6875 72.3125],0
b4,1,0.591316,0.288294,[29 26] ; [51 38],[30.55555556 24.44444444] ; [49.44444444 39.55555556],0
n3,1,0.598702,0.276958,[9 5] ; [11  4],[9.65517241 4.34482759] ; [10.34482759  4.65517241],0
d1,1,0.609326,0.261158,[31 24] ; [54 35],[32.46527778 22.53472222] ; [52.53472222 36.46527778],0
u1,1,0.627591,0.235342,[ 7 48] ; [ 9 80],[ 6.11111111 48.88888889] ; [ 9.88888889 79.11111111],0
a6,1,0.745002,0.105779,[35 20] ; [59 30],[35.90277778 19.09722222] ; [58.09722222 30.90277778],0
