Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,50.491338,[ 57 102] ; [71 14],[83.40983607 75.59016393] ; [44.59016393 40.40983607],1
s8,1,6e-06,20.639056,[ 19 143] ; [31 55],[ 32.66129032 129.33870968] ; [17.33870968 68.66129032],1
v1,1,2.2e-05,18.035763,[ 52 106] ; [52 33],[67.62139918 90.37860082] ; [36.37860082 48.62139918],1
p7,1,0.000928,10.966918,[71 89] ; [56 28],[83.27868852 76.72131148] ; [43.72131148 40.27868852],1
v4,1,0.006467,7.415282,[135  27] ; [82  4],[141.75  20.25] ; [75.25 10.75],0
n4,1,0.008391,6.948045,[106  56] ; [70 16],[114.96774194  47.03225806] ; [61.03225806 24.96774194],0
p2,1,0.00885,6.852893,[109  52] ; [70 14],[117.62857143  43.37142857] ; [61.37142857 22.62857143],0
p3,1,0.012241,6.275578,[ 54 107] ; [42 42],[63.08571429 97.91428571] ; [32.91428571 51.08571429],0
p10,1,0.012894,6.183589,[106  56] ; [67 16],[114.39183673  47.60816327] ; [58.60816327 24.39183673],0
r3,1,0.01608,5.794074,[138  24] ; [82  4],[143.70967742  18.29032258] ; [76.29032258  9.70967742],0
r4,1,0.017908,5.605116,[118  44] ; [74 12],[125.41935484  36.58064516] ; [66.58064516 19.41935484],0
r1,1,0.020626,5.358097,[111  50] ; [71 15],[118.63157895  42.36842105] ; [63.36842105 22.63157895],0
d2,1,0.020704,5.351535,[72 88] ; [52 34],[80.6504065 79.3495935] ; [43.3495935 42.6504065],0
n5,1,0.023962,5.097393,[94 66] ; [63 23],[102.11382114  57.88617886] ; [54.88617886 31.11382114],0
r2,1,0.028446,4.80086,[136  22] ; [80  4],[141.02479339  16.97520661] ; [74.97520661  9.02479339],0
p4,1,0.030186,4.69865,[ 61 100] ; [43 39],[68.90534979 92.09465021] ; [35.09465021 46.90534979],0
d1,1,0.036094,4.392658,[97 65] ; [63 23],[104.51612903  57.48387097] ; [55.48387097 30.51612903],0
