Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,199.14296,[424  46] ; [28 74],[371.3986014  98.6013986] ; [80.6013986 21.3986014],1
r3,1,0.0,62.959142,[461  14] ; [80 26],[442.29776248  32.70223752] ; [98.70223752  7.29776248],1
p2,1,0.0,62.510203,[412  61] ; [57 49],[383.13816926  89.86183074] ; [85.86183074 20.13816926],1
n6,1,0.0,62.393878,[420  51] ; [61 45],[392.63604853  78.36395147] ; [88.36395147 17.63604853],1
r4,1,0.0,52.809001,[433  45] ; [67 39],[409.24657534  68.75342466] ; [90.75342466 15.24657534],1
v4,1,0.0,34.076684,[454  19] ; [84 21],[440.26643599  32.73356401] ; [97.73356401  7.26643599],1
p8,1,0.0,26.6878,[252 215] ; [27 77],[228.18388792 238.81611208] ; [50.81611208 53.18388792],1
r2,1,0.0,26.482444,[447  24] ; [84 21],[434.203125  36.796875] ; [96.796875  8.203125],1
a7,1,9e-06,19.765242,[355 121] ; [56 50],[336.1443299 139.8556701] ; [74.8556701 31.1443299],1
n5,1,1.9e-05,18.300007,[351 119] ; [57 49],[332.91666667 137.08333333] ; [75.08333333 30.91666667],1
v2,1,2.3e-05,17.905034,[272 190] ; [37 66],[252.66902655 209.33097345] ; [56.33097345 46.66902655],1
r1,1,2.6e-05,17.661602,[379  97] ; [64 42],[362.3161512 113.6838488] ; [80.6838488 25.3161512],1
a6,1,0.00013,14.642266,[333 143] ; [53 52],[316.24096386 159.75903614] ; [69.75903614 35.24096386],1
p4,1,0.000167,14.175576,[277 194] ; [41 65],[259.58058925 211.41941075] ; [58.41941075 47.58058925],1
s8,1,0.000203,13.806032,[199 275] ; [23 80],[182.37088388 291.62911612] ; [39.62911612 63.37088388],1
s6,1,0.000217,13.676581,[314 155] ; [49 54],[297.63461538 171.36538462] ; [65.36538462 37.63461538],1
s7,1,0.000322,12.936452,[218 241] ; [26 69],[202.15884477 256.84115523] ; [41.84115523 53.15884477],1
v1,1,0.000423,12.426023,[250 214] ; [37 69],[233.62807018 230.37192982] ; [53.37192982 52.62807018],1
p7,1,0.000431,12.39103,[289 170] ; [47 59],[272.96283186 186.03716814] ; [63.03716814 42.96283186],1
d3,1,0.000637,11.665588,[332 144] ; [55 50],[317.06024096 158.93975904] ; [69.93975904 35.06024096],1
s2,1,0.001379,10.233485,[229 242] ; [33 72],[214.23958333 256.76041667] ; [47.76041667 57.23958333],0
d1,1,0.001508,10.068462,[275 203] ; [43 63],[260.28082192 217.71917808] ; [57.71917808 48.28082192],0
d5,1,0.002203,9.372357,[387  90] ; [71 34],[375.37113402 101.62886598] ; [82.62886598 22.37113402],0
a1,1,0.002271,9.316531,[ 14 464] ; [10 96],[ 19.64383562 458.35616438] ; [  4.35616438 101.64383562],0
a5,1,0.004339,8.136152,[338 139] ; [60 46],[325.63636364 151.36363636] ; [72.36363636 33.63636364],0
s5,1,0.004633,8.017238,[158 303] ; [20 81],[146.01067616 314.98932384] ; [31.98932384 69.01067616],0
s3,1,0.0057,7.642932,[251 214] ; [41 64],[238.21052632 226.78947368] ; [53.78947368 51.21052632],0
a3,1,0.007442,7.163058,[326 151] ; [58 48],[314.18181818 162.81818182] ; [69.81818182 36.18181818],0
p12,1,0.009239,6.776064,[ 45 427] ; [  2 104],[ 38.38062284 433.61937716] ; [ 8.61937716 97.38062284],0
d4,1,0.009915,6.65005,[387  88] ; [73 31],[377.37478411  97.62521589] ; [82.62521589 21.37478411],0
n4,1,0.011474,6.39042,[366 110] ; [69 37],[355.77319588 120.22680412] ; [79.22680412 26.77319588],0
s1,1,0.011532,6.38142,[ 12 456] ; [ 8 98],[ 16.30662021 451.69337979] ; [  3.69337979 102.30662021],0
n2,1,0.019904,5.420301,[81 24] ; [25 18],[75.2027027 29.7972973] ; [30.7972973 12.2027027],0
v3,1,0.021277,5.303957,[182 277] ; [28 74],[171.81818182 287.18181818] ; [38.18181818 63.81818182],0
n1,1,0.026599,4.916666,[29 76] ; [20 23],[34.76351351 70.23648649] ; [14.23648649 28.76351351],0
p6,1,0.061729,3.490298,[158 310] ; [25 78],[149.98949212 318.01050788] ; [33.01050788 69.98949212],0
u1,1,0.066016,3.379403,[ 79 399] ; [10 96],[ 72.84589041 405.15410959] ; [16.15410959 89.84589041],0
p3,1,0.117,2.457028,[219 256] ; [40 66],[211.74698795 263.25301205] ; [47.25301205 58.74698795],0
p5,1,0.12665,2.333089,[ 50 422] ; [ 6 99],[ 45.80935875 426.19064125] ; [10.19064125 94.80935875],0
n3,1,0.161045,1.964388,[78 28] ; [26 16],[74.48648649 31.51351351] ; [29.51351351 12.48648649],0
b5,1,0.163879,1.938066,[290 188] ; [72 34],[296.29452055 181.70547945] ; [65.70547945 40.29452055],0
u2,1,0.177926,1.814866,[86 65] ; [21 25],[82.01522843 68.98477157] ; [24.98477157 21.01522843],0
b3,1,0.26376,1.248916,[113 183] ; [19 43],[109.1396648 186.8603352] ; [22.8603352 39.1396648],0
b2,1,0.26376,1.248916,[113 183] ; [19 43],[109.1396648 186.8603352] ; [22.8603352 39.1396648],0
p1,1,0.424059,0.639038,[ 43 430] ; [ 7 98],[ 40.91695502 432.08304498] ; [ 9.08304498 95.91695502],0
u3,1,0.559722,0.340186,[84 67] ; [29 19],[85.74371859 65.25628141] ; [27.25628141 20.74371859],0
d2,1,0.710326,0.137952,[210 264] ; [44 60],[208.29757785 265.70242215] ; [45.70242215 58.29757785],0
a2,1,0.813617,0.055584,[ 95 383] ; [20 86],[ 94.12671233 383.87328767] ; [20.87328767 85.12671233],0
a4,1,0.875823,0.024419,[191 285] ; [43 62],[191.71084337 284.28915663] ; [42.28915663 62.71084337],0
b4,1,0.87649,0.024156,[288 190] ; [63 43],[287.29109589 190.70890411] ; [63.70890411 42.29109589],0
a8,1,0.910139,0.012738,[ 58 374] ; [13 87],[ 57.65413534 374.34586466] ; [13.34586466 86.65413534],0
s4,1,0.915902,0.011151,[ 79 392] ; [17 87],[ 78.63652174 392.36347826] ; [17.36347826 86.63652174],0
