Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,36.029096,[223  12] ; [70 28],[206.77177177  28.22822823] ; [86.22822823 11.77177177],1
d5,1,0.03747,4.32892,[181  54] ; [64 33],[173.4186747  61.5813253] ; [71.5813253 25.4186747],0
a6,1,0.037677,4.319563,[162  74] ; [55 42],[153.78978979  82.21021021] ; [63.21021021 33.78978979],0
r1,1,0.041431,4.158314,[169  67] ; [59 39],[161.10179641  74.89820359] ; [66.89820359 31.10179641],0
r2,1,0.044899,4.022442,[207  27] ; [76 19],[201.28267477  32.71732523] ; [81.71732523 13.28267477],0
s1,1,0.050809,3.814557,[  6 227] ; [ 7 91],[  9.1510574 223.8489426] ; [ 3.8489426 94.1510574],0
n1,1,0.163713,1.939592,[19 51] ; [16 24],[22.27272727 47.72727273] ; [12.72727273 27.27272727],0
d4,1,0.185549,1.752607,[181  54] ; [68 29],[176.25  58.75] ; [72.75 24.25],0
n3,1,0.20265,1.62317,[48 23] ; [21 17],[44.94495413 26.05504587] ; [24.05504587 13.94495413],0
s4,1,0.207766,1.586927,[ 36 197] ; [10 88],[ 32.38066465 200.61933535] ; [13.61933535 84.38066465],0
n4,1,0.245461,1.348956,[164  71] ; [62 36],[159.48948949  75.51051051] ; [66.51051051 31.48948949],0
a5,1,0.261409,1.261278,[148  88] ; [55 43],[143.43712575  92.56287425] ; [59.56287425 38.43712575],0
b2,1,0.34534,0.890508,[33 91] ; [20 40],[35.7173913 88.2826087] ; [17.2826087 42.7173913],0
b3,1,0.34534,0.890508,[33 91] ; [20 40],[35.7173913 88.2826087] ; [17.2826087 42.7173913],0
b5,1,0.417501,0.657339,[139  97] ; [53 45],[135.66467066 100.33532934] ; [56.33532934 41.66467066],0
v3,1,0.446607,0.579249,[ 54 177] ; [26 69],[ 56.68711656 174.31288344] ; [23.31288344 71.68711656],0
n2,1,0.546658,0.363338,[45 25] ; [24 17],[43.51351351 26.48648649] ; [25.48648649 15.51351351],0
d2,1,0.606604,0.265151,[ 96 140] ; [42 54],[ 98.09638554 137.90361446] ; [39.90361446 56.09638554],0
d1,1,0.610363,0.259646,[118 118] ; [46 52],[115.88023952 120.11976048] ; [48.11976048 49.88023952],0
u3,1,0.616622,0.250645,[39 44] ; [16 22],[37.72727273 45.27272727] ; [17.27272727 20.72727273],0
a8,1,0.649064,0.207082,[ 27 192] ; [10 85],[ 25.80573248 193.19426752] ; [11.19426752 83.80573248],0
u2,1,0.652287,0.203029,[44 41] ; [18 20],[42.84552846 42.15447154] ; [19.15447154 18.84552846],0
a3,1,0.769772,0.085657,[150  86] ; [60 37],[148.82882883  87.17117117] ; [61.17117117 35.82882883],0
b4,1,0.778376,0.079207,[134 102] ; [54 44],[132.83832335 103.16167665] ; [55.16167665 42.83832335],0
a4,1,0.792913,0.068922,[ 84 152] ; [36 61],[ 85.04504505 150.95495495] ; [34.95495495 62.04504505],0
n5,1,0.805443,0.060668,[148  85] ; [63 34],[148.97878788  84.02121212] ; [62.02121212 34.97878788],0
p1,1,0.832321,0.044828,[ 13 222] ; [ 6 92],[ 13.40840841 221.59159159] ; [ 5.59159159 92.40840841],0
u1,1,0.868303,0.027494,[ 28 208] ; [11 87],[ 27.55688623 208.44311377] ; [11.44311377 86.55688623],0
p12,1,0.873183,0.025477,[  8 227] ; [ 3 95],[  7.76276276 227.23723724] ; [ 3.23723724 94.76276276],0
p5,1,0.894377,0.017627,[  9 227] ; [ 4 93],[  9.21321321 226.78678679] ; [ 3.78678679 93.21321321],0
v2,1,0.990306,0.000148,[ 80 145] ; [33 60],[ 79.95283019 145.04716981] ; [33.04716981 59.95283019],0
a2,1,0.995453,3.2e-05,[ 41 195] ; [17 81],[ 40.98203593 195.01796407] ; [17.01796407 80.98203593],0
