Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,71.496369,[241 229] ; [204  40],[292.92717087 177.07282913] ; [152.07282913  91.92717087],1
p4,1,0.0,58.429227,[230 246] ; [193  55],[278.10497238 197.89502762] ; [144.89502762 103.10497238],1
p8,1,0.0,38.904223,[205 270] ; [167  80],[244.73684211 230.26315789] ; [127.26315789 119.73684211],1
p3,1,0.0,33.129108,[195 283] ; [157  91],[231.75757576 246.24242424] ; [120.24242424 127.75757576],1
s7,1,0.0,29.587785,[178 278] ; [144  93],[211.87878788 244.12121212] ; [110.12121212 126.87878788],1
p5,1,1e-06,24.031183,[ 35 439] ; [ 49 200],[ 55.07053942 418.92946058] ; [ 28.92946058 220.07053942],1
s8,1,1e-06,23.49152,[173 304] ; [136 111],[203.58149171 273.41850829] ; [105.41850829 141.58149171],1
n4,1,4e-06,21.416699,[344 134] ; [217  32],[368.85557084 109.14442916] ; [192.14442916  56.85557084],1
n6,1,5e-06,20.671025,[379 100] ; [228  19],[400.4862259  78.5137741] ; [206.5137741  40.4862259],1
v1,1,8e-06,20.033357,[220 240] ; [161  85],[248.24362606 211.75637394] ; [132.75637394 113.24362606],1
s2,1,0.000154,14.322689,[195 282] ; [138 110],[219.09103448 257.90896552] ; [113.90896552 134.09103448],1
s5,1,0.000299,13.077441,[116 353] ; [ 91 150],[136.73661972 332.26338028] ; [ 70.26338028 170.73661972],1
n5,1,0.000371,12.675206,[336 141] ; [204  43],[355.77348066 121.22651934] ; [184.22651934  62.77348066],1
p9,1,0.000469,12.236803,[376  96] ; [223  25],[392.67777778  79.32222222] ; [206.32222222  41.67777778],1
s6,1,0.000509,12.082248,[275 201] ; [174  71],[296.42718447 179.57281553] ; [152.57281553  92.42718447],1
p1,1,0.000963,10.896659,[ 29 448] ; [ 33 215],[ 40.79172414 436.20827586] ; [ 21.20827586 226.79172414],1
p12,1,0.001242,10.427461,[ 27 451] ; [ 31 217],[ 38.18732782 439.81267218] ; [ 19.81267218 228.18732782],0
p2,1,0.001753,9.791916,[380  98] ; [221  28],[395.15543329  82.84456671] ; [205.84456671  43.15543329],0
b2,1,0.00223,9.349628,[ 98 187] ; [80 83],[113.23660714 171.76339286] ; [64.76339286 98.23660714],0
b3,1,0.00223,9.349628,[ 98 187] ; [80 83],[113.23660714 171.76339286] ; [64.76339286 98.23660714],0
a1,1,0.002927,8.852563,[ 16 464] ; [ 21 228],[ 24.36213992 455.63786008] ; [ 12.63786008 236.36213992],0
r4,1,0.009394,6.746422,[427  53] ; [236  13],[436.54320988  43.45679012] ; [226.45679012  22.54320988],0
v2,1,0.023096,5.161233,[243 211] ; [153  92],[257.20171674 196.79828326] ; [138.79828326 106.20171674],0
u1,1,0.025099,5.017017,[ 69 411] ; [ 52 197],[ 79.67078189 400.32921811] ; [ 41.32921811 207.67078189],0
p10,1,0.026242,4.940028,[367 109] ; [207  39],[378.4265928  97.5734072] ; [195.5734072  50.4265928],0
r2,1,0.038947,4.263185,[449  28] ; [240   6],[454.56846473  22.43153527] ; [234.43153527  11.56846473],0
a3,1,0.053624,3.724367,[325 153] ; [185  62],[336.24827586 141.75172414] ; [173.75172414  73.24827586],0
r3,1,0.063946,3.431956,[448  31] ; [241   8],[453.33928571  25.66071429] ; [235.66071429  13.33928571],0
p11,1,0.067442,3.344215,[367 113] ; [205  44],[376.6255144 103.3744856] ; [195.3744856  53.6255144],0
v3,1,0.068104,3.328142,[175 279] ; [111 132],[186.28981349 267.71018651] ; [ 99.71018651 143.28981349],0
s3,1,0.078123,3.103517,[234 240] ; [139 108],[245.21775312 228.78224688] ; [127.78224688 119.21775312],0
a4,1,0.082984,3.005477,[201 277] ; [121 127],[212.00550964 265.99449036] ; [109.99449036 138.00550964],0
d3,1,0.085959,2.948476,[309 170] ; [175  72],[319.33333333 159.66666667] ; [164.66666667  82.33333333],0
u4,1,0.098417,2.731014,[  8 472] ; [  9 240],[ 11.19341564 468.80658436] ; [  5.80658436 243.19341564],0
d1,1,0.118399,2.438371,[266 214] ; [153  96],[275.88477366 204.11522634] ; [143.11522634 105.88477366],0
a6,1,0.175264,1.837333,[334 145] ; [160  87],[325.93112948 153.06887052] ; [168.06887052  78.93112948],0
n1,1,0.255937,1.290604,[43 76] ; [24 29],[46.35465116 72.64534884] ; [20.64534884 32.35465116],0
d5,1,0.267632,1.228842,[377 102] ; [203  44],[382.67217631  96.32782369] ; [197.32782369  49.67217631],0
a8,1,0.278223,1.175751,[ 61 379] ; [ 38 185],[ 65.70135747 374.29864253] ; [ 33.29864253 189.70135747],0
a5,1,0.322914,0.977107,[344 136] ; [187  62],[349.62962963 130.37037037] ; [181.37037037  67.62962963],0
d2,1,0.323334,0.975414,[222 255] ; [125 123],[228.30206897 248.69793103] ; [118.69793103 129.30206897],0
