Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,48.854994,[ 16 108] ; [25 10],[31.97484277 92.02515723] ; [ 9.02515723 25.97484277],1
s2,1,0.0,29.944484,[ 22 108] ; [23 14],[35.02994012 94.97005988] ; [ 9.97005988 27.02994012],1
s3,1,0.0,25.465749,[32 95] ; [26 11],[44.91463415 82.08536585] ; [13.08536585 23.91463415],1
s6,1,1.1e-05,19.34654,[39 90] ; [26 11],[50.51204819 78.48795181] ; [14.48795181 22.51204819],1
p11,1,0.000205,13.78519,[77 53] ; [34  3],[86.40718563 43.59281437] ; [24.59281437 12.40718563],1
p3,1,0.000296,13.092786,[35 93] ; [22 15],[44.21818182 83.78181818] ; [12.78181818 24.21818182],1
p7,1,0.001447,10.144585,[54 74] ; [26 10],[62.43902439 65.56097561] ; [17.56097561 18.43902439],0
p4,1,0.001714,9.833129,[46 82] ; [24 13],[54.3030303 73.6969697] ; [15.6969697 21.3030303],0
p10,1,0.00243,9.192347,[71 55] ; [31  6],[78.84662577 47.15337423] ; [23.15337423 13.84662577],0
p6,1,0.002492,9.14633,[ 22 103] ; [15 21],[28.72670807 96.27329193] ; [ 8.27329193 27.72670807],0
r3,1,0.00641,7.431403,[95 34] ; [35  2],[101.02409639  27.97590361] ; [28.97590361  8.02409639],0
p8,1,0.02054,5.365379,[42 85] ; [20 17],[48.01219512 78.98780488] ; [13.98780488 23.01219512],0
p9,1,0.022291,5.222966,[84 41] ; [32  5],[89.50617284 35.49382716] ; [26.49382716 10.50617284],0
p2,1,0.023236,5.150749,[78 50] ; [30  7],[83.78181818 44.21818182] ; [24.21818182 12.78181818],0
r4,1,0.024004,5.094367,[57 73] ; [24 13],[63.05389222 66.94610778] ; [17.94610778 19.05389222],0
d3,1,0.065073,3.40313,[67 61] ; [13 24],[62.06060606 65.93939394] ; [17.93939394 19.06060606],0
u2,1,0.098449,2.730499,[22 38] ; [8 5],[24.65753425 35.34246575] ; [5.34246575 7.65753425],0
n3,1,0.113999,2.497894,[31 17] ; [9 1],[33.10344828 14.89655172] ; [6.89655172 3.10344828],0
v3,1,0.14008,2.177076,[31 99] ; [13 23],[34.45783133 95.54216867] ; [ 9.54216867 26.45783133],0
v2,1,0.140239,2.175338,[40 88] ; [16 20],[43.70731707 84.29268293] ; [12.29268293 23.70731707],0
p1,1,0.140427,2.173271,[  8 122] ; [ 5 32],[ 10.11976048 119.88023952] ; [ 2.88023952 34.11976048],0
v4,1,0.146269,2.110733,[97 33] ; [31  5],[100.24096386  29.75903614] ; [27.75903614  8.24096386],0
r2,1,0.150584,2.066327,[90 36] ; [30  6],[93.33333333 32.66666667] ; [26.66666667  9.33333333],0
a3,1,0.202828,1.621895,[69 61] ; [24 13],[72.39520958 57.60479042] ; [20.60479042 16.39520958],0
n1,1,0.204708,1.608466,[16 32] ; [5 4],[17.68421053 30.31578947] ; [3.31578947 5.68421053],0
b2,1,0.20879,1.579798,[26 46] ; [ 7 23],[23.29411765 48.70588235] ; [ 9.70588235 20.29411765],0
b3,1,0.20879,1.579798,[26 46] ; [ 7 23],[23.29411765 48.70588235] ; [ 9.70588235 20.29411765],0
d1,1,0.217702,1.519457,[42 88] ; [16 21],[45.1497006 84.8502994] ; [12.8502994 24.1497006],0
b1,1,0.233197,1.421256,[60 70] ; [13 24],[56.82634731 73.17365269] ; [16.17365269 20.82634731],0
n2,1,0.241107,1.37411,[29 19] ; [8 2],[30.62068966 17.37931034] ; [6.37931034 3.62068966],0
a5,1,0.254878,1.296368,[60 70] ; [21 16],[63.05389222 66.94610778] ; [17.94610778 19.05389222],0
u3,1,0.260997,1.263462,[18 42] ; [6 7],[19.7260274 40.2739726] ; [4.2739726 8.7260274],0
n6,1,0.266942,1.232394,[89 40] ; [29  8],[91.69879518 37.30120482] ; [26.30120482 10.69879518],0
n4,1,0.330437,0.947184,[80 50] ; [26 11],[82.51497006 47.48502994] ; [23.48502994 13.51497006],0
a7,1,0.347091,0.884064,[74 55] ; [18 19],[71.4939759 57.5060241] ; [20.5060241 16.4939759],0
d2,1,0.352494,0.864457,[45 84] ; [16 21],[47.40361446 81.59638554] ; [13.59638554 23.40361446],0
v1,1,0.39334,0.728593,[41 86] ; [14 21],[43.11728395 83.88271605] ; [11.88271605 23.11728395],0
a2,1,0.447182,0.577784,[ 12 118] ; [ 5 32],[ 13.23353293 116.76646707] ; [ 3.76646707 33.23353293],0
s4,1,0.624915,0.23902,[ 17 113] ; [ 6 31],[ 17.90419162 112.09580838] ; [ 5.09580838 31.90419162],0
d4,1,0.65119,0.204403,[79 51] ; [24 13],[80.17964072 49.82035928] ; [22.82035928 14.17964072],0
p12,1,0.690269,0.158794,[  5 123] ; [ 2 35],[  5.43030303 122.56969697] ; [ 1.56969697 35.43030303],0
a6,1,0.69338,0.15545,[75 55] ; [20 17],[73.95209581 56.04790419] ; [21.04790419 15.95209581],0
b5,1,0.717495,0.130906,[85 45] ; [23 14],[84.07185629 45.92814371] ; [23.92814371 13.07185629],0
a1,1,0.74264,0.10782,[  9 121] ; [ 2 35],[  8.56287425 121.43712575] ; [ 2.43712575 34.56287425],0
n5,1,0.744937,0.105835,[87 42] ; [26 11],[87.81325301 41.18674699] ; [25.18674699 11.81325301],0
b4,1,0.756386,0.096243,[67 63] ; [18 19],[66.16766467 63.83233533] ; [18.83233533 18.16766467],0
a4,1,0.828249,0.047066,[36 93] ; [11 26],[36.52409639 92.47590361] ; [10.47590361 26.52409639],0
d5,1,0.875934,0.024375,[82 47] ; [23 14],[81.59638554 47.40361446] ; [23.40361446 13.59638554],0
s1,1,0.906189,0.013888,[  4 126] ; [ 1 36],[  3.89221557 126.10778443] ; [ 1.10778443 35.89221557],0
a8,1,0.919947,0.0101,[ 11 113] ; [ 3 33],[ 10.85 113.15] ; [ 3.15 32.85],0
p5,1,0.975921,0.000911,[  7 122] ; [ 2 34],[  7.03636364 121.96363636] ; [ 1.96363636 34.03636364],0
