Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n3,1,0.003434,8.561292,[10  1] ; [10 16],[5.94594595 5.05405405] ; [14.05405405 11.94594595],0
d1,1,0.003859,8.348865,[15 13] ; [13 45],[ 9.11627907 18.88372093] ; [18.88372093 39.11627907],0
d5,1,0.005454,7.722433,[21  7] ; [25 33],[14.97674419 13.02325581] ; [31.02325581 26.97674419],0
s2,1,0.008015,7.030108,[15 13] ; [14 43],[ 9.55294118 18.44705882] ; [19.44705882 37.55294118],0
r3,1,0.019621,5.44526,[25  3] ; [38 20],[20.51162791  7.48837209] ; [42.48837209 15.51162791],0
s8,1,0.021488,5.286776,[10 18] ; [ 8 49],[ 5.92941176 22.07058824] ; [12.07058824 44.92941176],0
n5,1,0.045034,4.017357,[10 17] ; [35 23],[14.29411765 12.70588235] ; [30.70588235 27.29411765],0
s5,1,0.070076,3.28125,[10 18] ; [10 46],[ 6.66666667 21.33333333] ; [13.33333333 42.66666667],0
r2,1,0.071044,3.258727,[25  3] ; [41 16],[21.74117647  6.25882353] ; [44.25882353 12.74117647],0
s6,1,0.073442,3.204365,[15 13] ; [19 38],[11.2 16.8] ; [22.8 34.2],0
v3,1,0.075063,3.168685,[ 9 16] ; [10 46],[ 5.86419753 19.13580247] ; [13.13580247 42.86419753],0
d4,1,0.08262,3.012589,[20  8] ; [30 28],[16.27906977 11.72093023] ; [33.72093023 24.27906977],0
a5,1,0.090726,2.86144,[18 10] ; [26 32],[14.3255814 13.6744186] ; [29.6744186 28.3255814],0
a3,1,0.106586,2.604128,[17 11] ; [24 33],[13.50588235 14.49411765] ; [27.49411765 29.50588235],0
p6,1,0.116775,2.460045,[ 8 18] ; [ 9 48],[ 5.3253012 20.6746988] ; [11.6746988 45.3253012],0
p4,1,0.123664,2.370294,[12 15] ; [16 42],[ 8.89411765 18.10588235] ; [19.10588235 38.89411765],0
v4,1,0.128567,2.30972,[24  4] ; [41 17],[21.1627907  6.8372093] ; [43.8372093 14.1627907],0
p8,1,0.145983,2.113727,[ 9 18] ; [11 47],[ 6.35294118 20.64705882] ; [13.64705882 44.35294118],0
n2,1,0.1483,2.089647,[9 2] ; [16 12],[7.05128205 3.94871795] ; [17.94871795 10.05128205],0
s4,1,0.151501,2.057068,[ 2 26] ; [11 47],[ 4.23255814 23.76744186] ; [ 8.76744186 49.23255814],0
p9,1,0.172791,1.858562,[12 16] ; [16 41],[ 9.22352941 18.77647059] ; [18.77647059 38.22352941],0
v1,1,0.181684,1.783796,[11 16] ; [15 42],[ 8.35714286 18.64285714] ; [17.64285714 39.35714286],0
d2,1,0.190606,1.712927,[15 13] ; [22 35],[12.18823529 15.81176471] ; [24.81176471 32.18823529],0
s7,1,0.242444,1.366324,[10 17] ; [13 40],[ 7.7625 19.2375] ; [15.2375 37.7625],0
r4,1,0.26185,1.25895,[19  9] ; [32 26],[16.60465116 11.39534884] ; [34.39534884 23.60465116],0
s1,1,0.281734,1.158704,[ 1 27] ; [ 6 52],[ 2.27906977 25.72093023] ; [ 4.72093023 53.27906977],0
p2,1,0.28434,1.146227,[16 12] ; [26 32],[13.6744186 14.3255814] ; [28.3255814 29.6744186],0
n1,1,0.314188,1.012987,[5 6] ; [ 8 20],[3.66666667 7.33333333] ; [ 9.33333333 18.66666667],0
b2,1,0.339239,0.913304,[ 7 10] ; [11 28],[ 5.46428571 11.53571429] ; [12.53571429 26.46428571],0
b3,1,0.339239,0.913304,[ 7 10] ; [11 28],[ 5.46428571 11.53571429] ; [12.53571429 26.46428571],0
b1,1,0.363899,0.824391,[14 14] ; [35 23],[15.95348837 12.04651163] ; [33.04651163 24.95348837],0
p5,1,0.389078,0.741821,[ 1 27] ; [ 5 53],[ 1.95348837 26.04651163] ; [ 4.04651163 53.95348837],0
a1,1,0.389078,0.741821,[ 1 27] ; [ 5 53],[ 1.95348837 26.04651163] ; [ 4.04651163 53.95348837],0
u3,1,0.408383,0.683503,[3 8] ; [14 20],[4.15555556 6.84444444] ; [12.84444444 21.15555556],0
r1,1,0.440798,0.594204,[16 12] ; [28 30],[14.3255814 13.6744186] ; [29.6744186 28.3255814],0
s3,1,0.500045,0.454841,[13 14] ; [23 34],[11.57142857 15.42857143] ; [24.42857143 32.57142857],0
u2,1,0.50595,0.442433,[5 5] ; [13 21],[4.09090909 5.90909091] ; [13.90909091 20.09090909],0
p7,1,0.550748,0.35598,[13 15] ; [23 35],[11.72093023 16.27906977] ; [24.27906977 33.72093023],0
p1,1,0.714429,0.133893,[ 2 26] ; [ 3 55],[ 1.62790698 26.37209302] ; [ 3.37209302 54.62790698],0
b5,1,0.756196,0.096398,[15 13] ; [29 29],[14.3255814 13.6744186] ; [29.6744186 28.3255814],0
p11,1,0.764164,0.09001,[14 14] ; [27 31],[13.34883721 14.65116279] ; [27.65116279 30.34883721],0
n6,1,0.804551,0.061237,[16 11] ; [36 22],[16.51764706 10.48235294] ; [35.48235294 22.51764706],0
b4,1,0.863105,0.029729,[16 12] ; [32 26],[15.62790698 12.37209302] ; [32.37209302 25.62790698],0
d3,1,0.910595,0.012608,[10 18] ; [20 38],[ 9.76744186 18.23255814] ; [20.23255814 37.76744186],0
p3,1,0.917343,0.010771,[ 9 19] ; [18 40],[ 8.79069767 19.20930233] ; [18.20930233 39.79069767],0
n4,1,0.924225,0.009046,[16 11] ; [35 23],[16.2 10.8] ; [34.8 23.2],0
a4,1,0.954694,0.003228,[10 18] ; [20 37],[ 9.88235294 18.11764706] ; [20.11764706 36.88235294],0
a2,1,0.966487,0.001765,[ 2 26] ; [ 4 54],[ 1.95348837 26.04651163] ; [ 4.04651163 53.95348837],0
a6,1,0.973804,0.001078,[11 17] ; [23 35],[11.06976744 16.93023256] ; [22.93023256 35.06976744],0
p12,1,0.976732,0.000851,[ 1 27] ; [ 2 56],[ 0.97674419 27.02325581] ; [ 2.02325581 55.97674419],0
a8,1,0.978058,0.000756,[ 3 24] ; [ 6 49],[ 2.96341463 24.03658537] ; [ 6.03658537 48.96341463],0
