Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,54.115057,[116  28] ; [58 93],[84.93559322 59.06440678] ; [89.06440678 61.93559322],1
p6,1,0.0,33.530931,[81 65] ; [ 34 116],[56.72297297 89.27702703] ; [58.27702703 91.72297297],1
p3,1,0.0,27.10122,[93 53] ; [ 51 101],[70.55033557 75.44966443] ; [73.44966443 78.55033557],1
p4,1,1e-06,24.045174,[109  38] ; [71 82],[88.2 58.8] ; [91.8 61.2],1
r4,1,5.5e-05,16.281048,[140   7] ; [122  31],[128.38  18.62] ; [133.62  19.38],1
p2,1,5.9e-05,16.127951,[131  16] ; [107  45],[117.01003344  29.98996656] ; [120.98996656  31.01003344],1
v4,1,0.000534,11.992928,[144   3] ; [133  19],[136.18394649  10.81605351] ; [140.81605351  11.18394649],1
s8,1,0.000838,11.154256,[75 72] ; [ 49 104],[60.76 86.24] ; [63.24 89.76],1
p11,1,0.000963,10.898058,[120  27] ; [99 54],[107.31  39.69] ; [111.69  41.31],1
r1,1,0.001657,9.895349,[130  16] ; [114  38],[119.54362416  26.45637584] ; [124.45637584  27.54362416],0
r2,1,0.003461,8.547074,[145   1] ; [137  11],[140.04081633   5.95918367] ; [141.95918367   6.04081633],0
n5,1,0.003756,8.398038,[115  32] ; [95 56],[103.59060403  43.40939597] ; [106.40939597  44.59060403],0
n6,1,0.004443,8.093162,[129  17] ; [115  37],[119.54362416  26.45637584] ; [124.45637584  27.54362416],0
p10,1,0.00644,7.422811,[123  24] ; [107  45],[113.07692308  33.92307692] ; [116.92307692  35.07692308],0
v1,1,0.01025,6.590925,[73 71] ; [53 95],[62.1369863 81.8630137] ; [63.8630137 84.1369863],0
n4,1,0.035649,4.413813,[118  29] ; [106  46],[110.1270903  36.8729097] ; [113.8729097  38.1270903],0
a8,1,0.06807,3.328956,[ 21 114] ; [ 12 130],[ 16.08303249 118.91696751] ; [ 16.91696751 125.08303249],0
p9,1,0.075801,3.152701,[123  23] ; [114  36],[116.89864865  29.10135135] ; [120.10135135  29.89864865],0
s6,1,0.112231,2.522522,[102  43] ; [93 58],[95.52364865 49.47635135] ; [99.47635135 51.52364865],0
r3,1,0.140667,2.170643,[139   7] ; [139  14],[135.7458194  10.2541806] ; [142.2541806  10.7458194],0
a4,1,0.15549,2.017544,[77 70] ; [92 60],[83.08695652 63.91304348] ; [85.91304348 66.08695652],0
p5,1,0.186543,1.744715,[ 16 131] ; [ 10 142],[ 12.7826087 134.2173913] ; [ 13.2173913 138.7826087],0
p12,1,0.241002,1.374722,[  9 137] ; [  5 147],[  6.8590604 139.1409396] ; [  7.1409396 144.8590604],0
a6,1,0.263617,1.249663,[102  45] ; [115  38],[106.33  40.67] ; [110.67  42.33],0
s7,1,0.271256,1.210382,[69 72] ; [62 84],[64.35888502 76.64111498] ; [66.64111498 79.35888502],0
a5,1,0.278076,1.176471,[126  21] ; [124  29],[122.5  24.5] ; [127.5  25.5],0
b1,1,0.308907,1.035342,[54 93] ; [65 88],[58.31 88.69] ; [60.69 92.31],0
a2,1,0.322197,0.980008,[ 44 103] ; [54 99],[48.02 98.98] ; [ 49.98 103.02],0
a1,1,0.339772,0.911292,[  3 144] ; [  6 147],[  4.41 142.59] ; [  4.59 148.41],0
n1,1,0.341396,0.905184,[13 14] ; [22 37],[10.98837209 16.01162791] ; [24.01162791 34.98837209],0
s4,1,0.35143,0.868286,[ 32 112] ; [ 27 124],[ 28.8 115.2] ; [ 30.2 120.8],0
d4,1,0.386318,0.7505,[143   4] ; [150   2],[144.05016722   2.94983278] ; [148.94983278   3.05016722],0
v2,1,0.420454,0.649046,[59 85] ; [68 81],[62.41638225 81.58361775] ; [64.58361775 84.41638225],0
s2,1,0.449136,0.572832,[78 69] ; [74 78],[74.72909699 72.27090301] ; [77.27090301 74.72909699],0
b5,1,0.454983,0.558209,[88 59] ; [98 55],[91.14 55.86] ; [94.86 58.14],0
n2,1,0.4559,0.555943,[19  8] ; [36 22],[17.47058824  9.52941176] ; [37.52941176 20.47058824],0
