Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2.2e-05,17.994933,[25 42] ; [228 123],[40.55263158 26.44736842] ; [212.44736842 138.55263158],1
r3,1,0.00011,14.959353,[58  9] ; [348  10],[64.00470588  2.99529412] ; [341.99529412  16.00470588],1
n6,1,0.000359,12.73539,[47 17] ; [320  37],[55.79097387  8.20902613] ; [311.20902613  45.79097387],1
p10,1,0.000596,11.787401,[55 11] ; [339  18],[61.4751773  4.5248227] ; [332.5248227  24.4751773],1
n4,1,0.001017,10.796241,[43 22] ; [300  59],[52.58254717 12.41745283] ; [290.41745283  68.58254717],0
p7,1,0.002268,9.31923,[35 30] ; [254  95],[45.37439614 19.62560386] ; [243.62560386 105.37439614],0
v4,1,0.004866,7.92874,[61  6] ; [348   8],[64.78250591  2.21749409] ; [344.21749409  11.78250591],0
s1,1,0.00534,7.760526,[ 5 60] ; [  6 349],[ 1.70238095 63.29761905] ; [  9.29761905 345.70238095],0
r4,1,0.007741,7.092484,[56 11] ; [335  24],[61.49530516  5.50469484] ; [329.50469484  29.49530516],0
b1,1,0.017079,5.688283,[33 34] ; [122 237],[24.37793427 42.62206573] ; [130.62206573 228.37793427],0
n5,1,0.023501,5.131071,[48 17] ; [305  53],[54.24349882 10.75650118] ; [298.75650118  59.24349882],0
a5,1,0.027932,4.832255,[45 22] ; [285  74],[51.90140845 15.09859155] ; [278.09859155  80.90140845],0
v2,1,0.02938,4.745192,[37 28] ; [245 102],[44.49029126 20.50970874] ; [237.50970874 109.49029126],0
d1,1,0.035075,4.4415,[34 33] ; [231 128],[41.67840376 25.32159624] ; [223.32159624 135.67840376],0
a3,1,0.040439,4.199376,[43 22] ; [279  79],[49.47990544 15.52009456] ; [272.52009456  85.47990544],0
r1,1,0.045489,4.000412,[49 17] ; [302  56],[54.63679245 11.36320755] ; [296.36320755  61.63679245],0
p2,1,0.046157,3.975868,[53 13] ; [318  39],[57.88652482  8.11347518] ; [313.11347518  43.88652482],0
p4,1,0.058708,3.573511,[39 28] ; [249 107],[45.61702128 21.38297872] ; [242.38297872 113.61702128],0
b3,1,0.077234,3.122172,[10 24] ; [110 132],[14.7826087 19.2173913] ; [105.2173913 136.7826087],0
b2,1,0.077234,3.122172,[10 24] ; [110 132],[14.7826087 19.2173913] ; [105.2173913 136.7826087],0
d4,1,0.080547,3.053822,[52 15] ; [307  50],[56.72877358 10.27122642] ; [302.27122642  54.72877358],0
s2,1,0.127108,2.32747,[43 24] ; [192 163],[37.31042654 29.68957346] ; [197.68957346 157.31042654],0
u2,1,0.128897,2.305739,[10 13] ; [49 31],[13.17475728  9.82524272] ; [45.82524272 34.17475728],0
a6,1,0.153243,2.039665,[40 27] ; [245 112],[45.03537736 21.96462264] ; [239.96462264 117.03537736],0
v3,1,0.154757,2.02472,[27 38] ; [177 169],[32.26277372 32.73722628] ; [171.73722628 174.26277372],0
p3,1,0.169065,1.891211,[33 33] ; [211 146],[38.07092199 27.92907801] ; [205.92907801 151.07092199],0
s7,1,0.194083,1.686348,[39 24] ; [183 162],[34.27941176 28.72058824] ; [187.72058824 157.27941176],0
s6,1,0.19908,1.649109,[51 13] ; [254  99],[46.81055156 17.18944844] ; [258.18944844  94.81055156],0
d5,1,0.264012,1.247599,[53 14] ; [302  55],[56.09669811 10.90330189] ; [298.90330189  58.09669811],0
s5,1,0.281424,1.160202,[29 33] ; [137 210],[25.16381418 36.83618582] ; [140.83618582 206.16381418],0
p6,1,0.286665,1.13522,[26 41] ; [161 190],[29.97368421 37.02631579] ; [157.02631579 193.97368421],0
a1,1,0.288121,1.128381,[ 6 61] ; [ 20 339],[ 4.08920188 62.91079812] ; [ 21.91079812 337.08920188],0
n1,1,0.307622,1.040856,[ 7 13] ; [27 29],[ 8.94736842 11.05263158] ; [25.05263158 30.94736842],0
b5,1,0.328785,0.953678,[46 21] ; [224 135],[42.46478873 24.53521127] ; [227.53521127 131.46478873],0
p12,1,0.33139,0.94346,[ 5 62] ; [ 41 316],[ 7.26886792 59.73113208] ; [ 38.73113208 318.26886792],0
p1,1,0.344754,0.892673,[ 9 57] ; [ 35 323],[ 6.8490566 59.1509434] ; [ 37.1509434 320.8490566],0
p5,1,0.587653,0.294025,[ 9 57] ; [ 58 298],[10.47867299 55.52132701] ; [ 56.52132701 299.47867299],0
d3,1,0.597213,0.27922,[45 22] ; [252 106],[46.82117647 20.17882353] ; [250.17882353 107.82117647],0
n2,1,0.613949,0.254464,[15  5] ; [45 11],[15.78947368  4.21052632] ; [44.21052632 11.78947368],0
n3,1,0.727141,0.121753,[15  5] ; [39 16],[14.4  5.6] ; [39.6 15.4],0
