Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.025347,5.0,[1 4] ; [8 2],[3. 2.] ; [6. 4.],0
s3,1,0.085192,2.962963,[2 4] ; [7 2],[3.6 2.4] ; [5.4 3.6],0
b5,1,0.152338,2.048677,[4 2] ; [3 7],[2.625 3.375] ; [4.375 5.625],0
a5,1,0.152338,2.048677,[2 4] ; [7 3],[3.375 2.625] ; [5.625 4.375],0
v1,1,0.152338,2.048677,[2 4] ; [7 3],[3.375 2.625] ; [5.625 4.375],0
s6,1,0.170904,1.875,[3 2] ; [9 1],[4. 1.] ; [8. 2.],0
p2,1,0.210075,1.570909,[3 3] ; [8 2],[4.125 1.875] ; [6.875 3.125],0
r1,1,0.247004,1.340171,[4 2] ; [9 1],[4.875 1.125] ; [8.125 1.875],0
p1,1,0.3017,1.066667,[2 4] ; [6 4],[3. 3.] ; [5. 5.],0
a3,1,0.3017,1.066667,[2 4] ; [6 4],[3. 3.] ; [5. 5.],0
a7,1,0.3017,1.066667,[2 4] ; [6 4],[3. 3.] ; [5. 5.],0
p7,1,0.329642,0.950303,[5 1] ; [6 4],[4.125 1.875] ; [6.875 3.125],0
d5,1,0.423711,0.64,[3 3] ; [3 7],[2.25 3.75] ; [3.75 6.25],0
u3,1,0.465209,0.533333,[2 2] ; [1 3],[1.5 2.5] ; [1.5 2.5],0
a6,1,0.515305,0.42328,[4 2] ; [5 5],[3.375 2.625] ; [5.625 4.375],0
d3,1,0.550985,0.355556,[1 5] ; [3 7],[1.5 4.5] ; [2.5 7.5],0
d2,1,0.550985,0.355556,[1 5] ; [3 7],[1.5 4.5] ; [2.5 7.5],0
r3,1,0.69627,0.152381,[5 1] ; [9 1],[5.25 0.75] ; [8.75 1.25],0
b1,1,0.69627,0.152381,[3 3] ; [4 6],[2.625 3.375] ; [4.375 5.625],0
v2,1,0.69627,0.152381,[3 3] ; [4 6],[2.625 3.375] ; [4.375 5.625],0
b4,1,0.789726,0.071111,[4 2] ; [6 4],[3.75 2.25] ; [6.25 3.75],0
a8,1,0.792147,0.069444,[1 5] ; [2 7],[1.2 4.8] ; [1.8 7.2],0
p9,1,0.868645,0.02735,[5 1] ; [8 2],[4.875 1.125] ; [8.125 1.875],0
p4,1,0.868645,0.02735,[5 1] ; [8 2],[4.875 1.125] ; [8.125 1.875],0
p11,1,0.868645,0.02735,[5 1] ; [8 2],[4.875 1.125] ; [8.125 1.875],0
p10,1,0.868645,0.02735,[5 1] ; [8 2],[4.875 1.125] ; [8.125 1.875],0
p12,1,0.868645,0.02735,[1 5] ; [2 8],[1.125 4.875] ; [1.875 8.125],0
p6,1,0.889243,0.019394,[4 2] ; [7 3],[4.125 1.875] ; [6.875 3.125],0
p3,1,0.889243,0.019394,[4 2] ; [7 3],[4.125 1.875] ; [6.875 3.125],0
p8,1,0.889243,0.019394,[4 2] ; [7 3],[4.125 1.875] ; [6.875 3.125],0
b2,1,0.921159,0.009796,[2 3] ; [3 4],[2.08333333 2.91666667] ; [2.91666667 4.08333333],0
b3,1,0.921159,0.009796,[2 3] ; [3 4],[2.08333333 2.91666667] ; [2.91666667 4.08333333],0
u2,1,1.0,0.0,[2 2] ; [2 2],[2. 2.] ; [2. 2.],0
v3,1,1.0,0.0,[3 3] ; [5 5],[3. 3.] ; [5. 5.],0
