Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,57.342927,[261  32] ; [19 25],[243.4421365  49.5578635] ; [36.5578635  7.4421365],1
n6,1,2e-06,22.248028,[268  23] ; [30 14],[258.85970149  32.14029851] ; [39.14029851  4.85970149],1
p6,1,0.002415,9.203991,[137 154] ; [10 34],[127.69253731 163.30746269] ; [19.30746269 24.69253731],0
d1,1,0.005006,7.877195,[195 100] ; [20 25],[186.54411765 108.45588235] ; [28.45588235 16.54411765],0
r2,1,0.007109,7.245147,[281   8] ; [40  5],[277.75149701  11.24850299] ; [43.24850299  1.75149701],0
d5,1,0.007959,7.042771,[248  44] ; [31 14],[241.74480712  50.25519288] ; [37.25519288  7.74480712],0
p2,1,0.008565,6.911308,[254  40] ; [32 13],[248.03539823  45.96460177] ; [37.96460177  7.03539823],0
d4,1,0.010416,6.562318,[256  36] ; [33 12],[250.40949555  41.59050445] ; [38.59050445  6.40949555],0
a5,1,0.01637,5.762712,[242  53] ; [30 15],[236.  59.] ; [36.  9.],0
s2,1,0.022057,5.241271,[207  87] ; [24 21],[200.33628319  93.66371681] ; [30.66371681 14.33628319],0
s3,1,0.026578,4.91804,[214  76] ; [26 19],[207.76119403  82.23880597] ; [32.23880597 12.76119403],0
v3,1,0.044923,4.021523,[148 137] ; [14 26],[142.06153846 142.93846154] ; [19.93846154 20.06153846],0
p11,1,0.045449,4.001883,[241  54] ; [31 14],[236.  59.] ; [36.  9.],0
r3,1,0.057986,3.594079,[285   9] ; [41  4],[282.72566372  11.27433628] ; [43.27433628  1.72566372],0
b4,1,0.077985,3.106401,[162 133] ; [31 14],[167.45588235 127.54411765] ; [25.54411765 19.45588235],0
a7,1,0.079044,3.08444,[205  90] ; [37  8],[209.97058824  85.02941176] ; [32.02941176 12.97058824],0
p3,1,0.079535,3.074383,[171 122] ; [20 25],[165.57100592 127.42899408] ; [25.42899408 19.57100592],0
u1,1,0.083439,2.99661,[ 74 221] ; [ 6 39],[ 69.41176471 225.58823529] ; [10.58823529 34.41176471],0
n1,1,0.084117,2.983508,[34 23] ; [ 7 12],[30.75 26.25] ; [10.25  8.75],0
p7,1,0.103479,2.651094,[200  86] ; [26 19],[195.27492447  90.72507553] ; [30.72507553 14.27492447],0
a3,1,0.106356,2.607548,[244  49] ; [33 12],[240.12130178  52.87869822] ; [36.87869822  8.12130178],0
