Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5.8e-05,16.160742,[ 2 13] ; [32 12],[8.6440678 6.3559322] ; [25.3559322 18.6440678],1
s3,1,0.000249,13.421553,[ 1 14] ; [27 17],[7.11864407 7.88135593] ; [20.88135593 23.11864407],1
r4,1,0.000346,12.804233,[ 5 10] ; [37  8],[10.5  4.5] ; [31.5 13.5],1
r3,1,0.000451,12.307692,[9 6] ; [43  2],[13.  2.] ; [39.  6.],1
p10,1,0.000749,11.363636,[6 9] ; [38  7],[11.  4.] ; [33. 12.],1
p3,1,0.002807,8.928571,[ 2 13] ; [26 19],[7. 8.] ; [21. 24.],0
s6,1,0.004225,8.184524,[ 5 10] ; [30 10],[9.54545455 5.45454545] ; [25.45454545 14.54545455],0
v4,1,0.00511,7.84,[9 6] ; [41  4],[12.5  2.5] ; [37.5  7.5],0
v2,1,0.005954,7.564223,[5 9] ; [34 11],[9.25423729 4.74576271] ; [29.74576271 15.25423729],0
d5,1,0.006651,7.364975,[8 7] ; [39  6],[11.75  3.25] ; [35.25  9.75],0
p9,1,0.007731,7.094757,[8 6] ; [40  5],[11.38983051  2.61016949] ; [36.61016949  8.38983051],0
n6,1,0.008509,6.923077,[10  5] ; [42  3],[13.  2.] ; [39.  6.],0
s8,1,0.01492,5.925926,[ 2 13] ; [22 23],[6. 9.] ; [18. 27.],0
p4,1,0.020386,5.378535,[ 3 12] ; [24 20],[6.86440678 8.13559322] ; [20.13559322 23.86440678],0
d1,1,0.025266,5.005562,[ 4 11] ; [27 18],[7.75 7.25] ; [23.25 21.75],0
p6,1,0.030048,4.706571,[ 3 12] ; [22 20],[6.57894737 8.42105263] ; [18.42105263 23.57894737],0
d4,1,0.0455,4.0,[10  5] ; [40  5],[12.5  2.5] ; [37.5  7.5],0
s2,1,0.049366,3.862857,[ 3 12] ; [22 23],[6.25 8.75] ; [18.75 26.25],0
p8,1,0.051757,3.783595,[ 4 11] ; [24 19],[7.24137931 7.75862069] ; [20.75862069 22.24137931],0
n5,1,0.068837,3.310534,[8 7] ; [35 10],[10.75  4.25] ; [32.25 12.75],0
p11,1,0.068837,3.310534,[8 7] ; [35 10],[10.75  4.25] ; [32.25 12.75],0
p1,1,0.079411,3.076923,[ 4 11] ; [ 4 41],[ 2. 13.] ; [ 6. 39.],0
s5,1,0.095701,2.775759,[ 1 14] ; [11 29],[ 3.27272727 11.72727273] ; [ 8.72727273 31.27272727],0
s7,1,0.105148,2.625675,[ 4 10] ; [24 21],[6.6440678 7.3559322] ; [21.3559322 23.6440678],0
a1,1,0.136037,2.222222,[ 3 12] ; [ 3 42],[ 1.5 13.5] ; [ 4.5 40.5],0
n4,1,0.136037,2.222222,[10  5] ; [38  7],[12.  3.] ; [36.  9.],0
a3,1,0.136574,2.216142,[13  2] ; [30 15],[10.75  4.25] ; [32.25 12.75],0
v1,1,0.186968,1.741346,[7 8] ; [29 15],[9.15254237 5.84745763] ; [26.84745763 17.15254237],0
a5,1,0.231998,1.428571,[6 9] ; [26 19],[8. 7.] ; [24. 21.],0
r2,1,0.380455,0.769231,[12  3] ; [40  5],[13.  2.] ; [39.  6.],0
a2,1,0.380455,0.769231,[ 3 12] ; [ 5 40],[ 2. 13.] ; [ 6. 39.],0
a7,1,0.434599,0.610501,[11  4] ; [28 17],[9.75 5.25] ; [29.25 15.75],0
p5,1,0.486087,0.485175,[ 1 14] ; [ 6 39],[ 1.75 13.25] ; [ 5.25 39.75],0
n1,1,0.539222,0.376984,[2 2] ; [ 5 10],[1.47368421 2.52631579] ; [5.52631579 9.47368421],0
b5,1,0.542802,0.37037,[8 7] ; [28 17],[9. 6.] ; [27. 18.],0
b1,1,0.639207,0.21978,[6 9] ; [15 30],[5.25 9.75] ; [15.75 29.25],0
n2,1,0.639207,0.21978,[3 1] ; [10  6],[2.6 1.4] ; [10.4  5.6],0
d2,1,0.653095,0.20202,[6 9] ; [21 24],[6.75 8.25] ; [20.25 24.75],0
a6,1,0.653095,0.20202,[9 6] ; [24 21],[8.25 6.75] ; [24.75 20.25],0
b2,1,0.700311,0.148148,[5 4] ; [13 14],[4.5 4.5] ; [13.5 13.5],0
b3,1,0.700311,0.148148,[5 4] ; [13 14],[4.5 4.5] ; [13.5 13.5],0
n3,1,0.80725,0.059524,[3 1] ; [11  5],[2.8 1.2] ; [11.2  4.8],0
s4,1,0.83465,0.043573,[ 2 13] ; [ 7 38],[ 2.25 12.75] ; [ 6.75 38.25],0
a4,1,0.875821,0.02442,[ 5 10] ; [16 29],[5.25 9.75] ; [15.75 29.25],0
b4,1,0.875821,0.02442,[10  5] ; [29 16],[9.75 5.25] ; [29.25 15.75],0
d3,1,1.0,0.0,[10  5] ; [30 15],[10.  5.] ; [30. 15.],0
u2,1,1.0,0.0,[1 1] ; [7 7],[1. 1.] ; [7. 7.],0
