Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,48.071116,[ 5 24] ; [98 20],[20.31972789  8.68027211] ; [82.68027211 35.31972789],1
v4,1,0.0,45.064671,[13 16] ; [110   6],[24.6  4.4] ; [98.4 17.6],1
p11,1,2e-06,22.730179,[ 9 20] ; [91 27],[19.72789116  9.27210884] ; [80.27210884 37.72789116],1
p10,1,9.8e-05,15.183617,[ 9 19] ; [83 33],[17.88888889 10.11111111] ; [74.11111111 41.88888889],1
v2,1,0.000156,14.293076,[ 1 26] ; [47 64],[ 9.39130435 17.60869565] ; [38.60869565 72.39130435],1
p9,1,0.000297,13.086867,[11 15] ; [91 26],[18.54545455  7.45454545] ; [83.45454545 33.54545455],1
r2,1,0.000693,11.507598,[17 12] ; [101  16],[23.43835616  5.56164384] ; [94.56164384 22.43835616],1
r1,1,0.000971,10.882525,[10 19] ; [80 38],[17.75510204 11.24489796] ; [72.24489796 45.75510204],1
n6,1,0.00103,10.772782,[13 16] ; [89 28],[20.26027397  8.73972603] ; [81.73972603 35.26027397],0
u3,1,0.001916,9.628366,[ 1 14] ; [31 30],[6.31578947 8.68421053] ; [25.68421053 35.31578947],0
a7,1,0.002154,9.413271,[ 7 22] ; [66 52],[14.40136054 14.59863946] ; [58.59863946 59.40136054],0
d4,1,0.007004,7.272031,[ 8 21] ; [65 52],[14.5 14.5] ; [58.5 58.5],0
d3,1,0.0171,5.686064,[ 6 23] ; [53 65],[11.63945578 17.36054422] ; [47.36054422 70.63945578],0
s6,1,0.018086,5.587782,[ 8 20] ; [62 54],[13.61111111 14.38888889] ; [56.38888889 59.61111111],0
s3,1,0.025754,4.972457,[ 8 19] ; [62 54],[13.21678322 13.78321678] ; [56.78321678 59.21678322],0
a1,1,0.026921,4.8959,[ 4 25] ; [  4 114],[ 1.57823129 27.42176871] ; [  6.42176871 111.57823129],0
a6,1,0.031239,4.639783,[10 19] ; [67 51],[15.19047619 13.80952381] ; [61.80952381 56.19047619],0
u2,1,0.036297,4.383117,[ 3 12] ; [30 30],[6.6 8.4] ; [26.4 33.6],0
b5,1,0.046571,3.960803,[11 18] ; [69 49],[15.78231293 13.21768707] ; [64.21768707 53.78231293],0
s8,1,0.047766,3.918203,[ 3 25] ; [34 84],[ 7.09589041 20.90410959] ; [29.90410959 88.09589041],0
p2,1,0.049818,3.84757,[14 15] ; [80 38],[18.54421769 10.45578231] ; [75.45578231 42.54421769],0
s7,1,0.065891,3.382528,[ 4 23] ; [37 76],[ 7.90714286 19.09285714] ; [33.09285714 79.90714286],0
s2,1,0.067835,3.334637,[ 6 23] ; [45 71],[10.2 18.8] ; [40.8 75.2],0
n2,1,0.069126,3.303644,[10  7] ; [28  6],[12.66666667  4.33333333] ; [25.33333333  8.66666667],0
n3,1,0.071383,3.250918,[8 8] ; [25  8],[10.7755102  5.2244898] ; [22.2244898 10.7755102],0
v3,1,0.071992,3.23701,[ 4 24] ; [36 79],[ 7.83216783 20.16783217] ; [32.16783217 82.83216783],0
p1,1,0.07544,3.160496,[ 5 24] ; [  8 110],[ 2.56462585 26.43537415] ; [ 10.43537415 107.56462585],0
a5,1,0.079224,3.080746,[ 9 20] ; [58 60],[13.21768707 15.78231293] ; [53.78231293 64.21768707],0
v1,1,0.09392,2.805873,[ 8 21] ; [51 63],[11.96503497 17.03496503] ; [47.03496503 66.96503497],0
a8,1,0.212275,1.55584,[ 1 26] ; [13 97],[ 2.75912409 24.24087591] ; [11.24087591 98.75912409],0
p8,1,0.221564,1.494211,[ 7 20] ; [45 72],[ 9.75 17.25] ; [42.25 74.75],0
n1,1,0.242289,1.367226,[8 9] ; [10 23],[ 6.12 10.88] ; [11.88 21.12],0
b1,1,0.245234,1.350254,[15 14] ; [47 71],[12.23129252 16.76870748] ; [49.76870748 68.23129252],0
p4,1,0.323824,0.97344,[ 8 21] ; [43 72],[10.27083333 18.72916667] ; [40.72916667 74.27083333],0
n5,1,0.338806,0.914946,[21  8] ; [73 43],[18.8 10.2] ; [75.2 40.8],0
a2,1,0.356694,0.849499,[ 1 28] ; [ 10 108],[ 2.17006803 26.82993197] ; [  8.82993197 109.17006803],0
p7,1,0.360919,0.834694,[10 19] ; [50 64],[12.16783217 16.83216783] ; [47.83216783 66.16783217],0
b3,1,0.40525,0.692692,[ 8 11] ; [22 47],[ 6.47727273 12.52272727] ; [23.52272727 45.47727273],0
b2,1,0.40525,0.692692,[ 8 11] ; [22 47],[ 6.47727273 12.52272727] ; [23.52272727 45.47727273],0
s1,1,0.420206,0.649738,[ 3 26] ; [  7 108],[ 2.01388889 26.98611111] ; [  7.98611111 107.01388889],0
d1,1,0.502575,0.449496,[ 1 28] ; [  8 110],[ 1.7755102 27.2244898] ; [  7.2244898 110.7755102],0
a4,1,0.563435,0.333791,[ 5 23] ; [27 91],[ 6.1369863 21.8630137] ; [25.8630137 92.1369863],0
p5,1,0.615643,0.252039,[ 1 27] ; [  7 110],[ 1.54482759 26.45517241] ; [  6.45517241 110.54482759],0
s5,1,0.663285,0.189558,[ 5 24] ; [24 91],[ 5.84027778 23.15972222] ; [23.15972222 91.84027778],0
d2,1,0.665165,0.187309,[ 8 21] ; [28 90],[ 7.10204082 21.89795918] ; [28.89795918 89.10204082],0
s4,1,0.667665,0.184346,[ 4 25] ; [20 97],[ 4.76712329 24.23287671] ; [19.23287671 97.76712329],0
p3,1,0.678128,0.172241,[ 7 22] ; [33 85],[ 7.89115646 21.10884354] ; [32.10884354 85.89115646],0
a3,1,0.708571,0.139709,[14 13] ; [56 61],[13.125 13.875] ; [56.875 60.125],0
p12,1,0.799865,0.064273,[ 1 28] ; [  3 113],[ 0.8 28.2] ; [  3.2 112.8],0
n4,1,0.82535,0.048695,[18 11] ; [70 47],[17.47945205 11.52054795] ; [70.52054795 46.47945205],0
b4,1,0.94116,0.005448,[16 13] ; [66 52],[16.17687075 12.82312925] ; [65.82312925 52.17687075],0
