Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,92.01942,[160 206] ; [201  42],[216.95566502 149.04433498] ; [144.04433498  98.95566502],1
v1,1,0.0,26.160786,[165 203] ; [162  84],[195.98697068 172.01302932] ; [131.01302932 114.98697068],1
p12,1,2e-06,22.627475,[ 16 361] ; [ 37 207],[ 32.17552335 344.82447665] ; [ 20.82447665 223.17552335],1
d1,1,0.000982,10.861126,[211 168] ; [170  77],[230.66932907 148.33067093] ; [150.33067093  96.66932907],1
s7,1,0.001026,10.779582,[150 214] ; [126 103],[169.41652614 194.58347386] ; [106.58347386 122.41652614],0
n5,1,0.001254,10.409329,[253 123] ; [194  51],[270.647343 105.352657] ; [176.352657  68.647343],0
p5,1,0.002148,9.418337,[ 28 350] ; [ 37 208],[ 39.43820225 338.56179775] ; [ 25.56179775 219.43820225],0
n4,1,0.002375,9.234115,[270 108] ; [202  44],[285.92307692  92.07692308] ; [186.07692308  59.92307692],0
s8,1,0.002566,9.092678,[140 239] ; [119 123],[158.06924316 220.93075684] ; [100.93075684 141.06924316],0
p3,1,0.003911,8.32454,[167 210] ; [137 107],[184.55394525 192.44605475] ; [119.44605475 124.55394525],0
n6,1,0.010504,6.547284,[310  69] ; [218  26],[321.2070626  57.7929374] ; [206.7929374  37.2070626],0
a4,1,0.013611,6.087933,[150 229] ; [122 124],[164.9408 214.0592] ; [107.0592 138.9408],0
a2,1,0.01367,6.080216,[ 93 286] ; [ 83 164],[106.55591054 272.44408946] ; [ 69.44408946 177.55591054],0
r2,1,0.01477,5.943733,[349  23] ; [242   5],[355.17285945  16.82714055] ; [235.82714055  11.17285945],0
d2,1,0.016553,5.743115,[167 212] ; [132 113],[181.60416667 197.39583333] ; [117.39583333 127.60416667],0
s5,1,0.017718,5.623808,[104 263] ; [ 89 148],[117.26986755 249.73013245] ; [ 75.73013245 161.26986755],0
p1,1,0.017961,5.59994,[ 23 354] ; [ 28 217],[ 30.91157556 346.08842444] ; [ 20.08842444 224.91157556],0
