Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,92.01942,[160 206] ; [201  42],[216.95566502 149.04433498] ; [144.04433498  98.95566502],1
a1,1,0.018619,5.536939,[ 10 369] ; [ 16 231],[ 15.74121406 363.25878594] ; [ 10.25878594 236.74121406],0
p8,1,0.025472,4.991524,[184 191] ; [141 101],[197.52836305 177.47163695] ; [127.47163695 114.52836305],0
r4,1,0.032455,4.574303,[345  34] ; [236  11],[351.75559105  27.24440895] ; [229.24440895  17.75559105],0
p10,1,0.033675,4.511107,[297  78] ; [208  34],[306.9286872  68.0713128] ; [198.0713128  43.9286872],0
s4,1,0.036491,4.374006,[ 70 303] ; [ 30 212],[ 60.6504065 312.3495935] ; [ 39.3495935 202.6504065],0
r1,1,0.047742,3.919029,[300  75] ; [212  34],[309.17874396  65.82125604] ; [202.82125604  43.17874396],0
b4,1,0.048763,3.883509,[214 165] ; [159  88],[225.82587859 153.17412141] ; [147.17412141  99.82587859],0
d3,1,0.051163,3.80294,[282  96] ; [200  46],[291.98076923  86.01923077] ; [190.01923077  55.98076923],0
v4,1,0.061504,3.496362,[357  21] ; [240   6],[361.64423077  16.35576923] ; [235.35576923  10.64423077],0
u4,1,0.092515,2.830055,[  3 376] ; [  6 241],[  5.44888179 373.55111821] ; [  3.55111821 243.44888179],0
p7,1,0.094608,2.79416,[224 147] ; [159  78],[233.70559211 137.29440789] ; [149.29440789  87.70559211],0
a3,1,0.101484,2.682065,[260 119] ; [183  62],[269.06570513 109.93429487] ; [173.93429487  71.06570513],0
p4,1,0.113567,2.503869,[218 160] ; [155  87],[227.40967742 150.59032258] ; [145.59032258  96.40967742],0
u1,1,0.145595,2.117801,[ 75 304] ; [ 61 186],[ 82.33865815 296.66134185] ; [ 53.66134185 193.33865815],0
p11,1,0.148496,2.087636,[290  89] ; [201  46],[297.26677316  81.73322684] ; [193.73322684  53.26677316],0
p9,1,0.158472,1.988742,[309  66] ; [208  32],[315.24390244  59.75609756] ; [201.75609756  38.24390244],0
s2,1,0.165728,1.921165,[181 196] ; [130 112],[189.41357027 187.58642973] ; [121.58642973 120.41357027],0
d4,1,0.265412,1.240304,[314  65] ; [212  34],[318.9664  60.0336] ; [207.0336  38.9664],0
a5,1,0.268999,1.221845,[275 104] ; [189  58],[280.9201278  98.0798722] ; [183.0798722  63.9201278],0
s3,1,0.304271,1.055379,[200 178] ; [136 102],[206.18181818 171.81818182] ; [129.81818182 108.18181818],0
s6,1,0.375173,0.786458,[250 127] ; [166  72],[255.01138211 121.98861789] ; [160.98861789  77.01138211],0
u2,1,0.376672,0.781534,[65 53] ; [39 24],[67.80110497 50.19889503] ; [36.19889503 26.80110497],0
s1,1,0.412927,0.670357,[ 12 364] ; [  5 235],[ 10.37662338 365.62337662] ; [  6.62337662 233.37662338],0
p6,1,0.522062,0.409818,[133 243] ; [ 91 149],[136.72727273 239.27272727] ; [ 87.27272727 152.72727273],0
n1,1,0.556605,0.345617,[30 59] ; [12 30],[28.53435115 60.46564885] ; [13.46564885 28.53435115],0
n3,1,0.615046,0.252892,[68 20] ; [33 12],[66.82706767 21.17293233] ; [34.17293233 10.82706767],0
b1,1,0.625735,0.23789,[133 246] ; [ 82 165],[130.16773163 248.83226837] ; [ 84.83226837 162.16773163],0
n2,1,0.626328,0.237073,[63 25] ; [34 11],[64.18045113 23.81954887] ; [32.81954887 12.18045113],0
u3,1,0.630637,0.231197,[70 47] ; [40 23],[71.5 45.5] ; [38.5 24.5],0
b3,1,0.649122,0.207008,[ 71 140] ; [55 98],[ 73.03846154 137.96153846] ; [ 52.96153846 100.03846154],0
b2,1,0.649122,0.207008,[ 71 140] ; [55 98],[ 73.03846154 137.96153846] ; [ 52.96153846 100.03846154],0
a8,1,0.712014,0.136274,[ 50 300] ; [ 33 181],[ 51.5070922 298.4929078] ; [ 31.4929078 182.5070922],0
d5,1,0.847493,0.036986,[315  64] ; [203  43],[314.1152  64.8848] ; [203.8848  42.1152],0
p2,1,0.873037,0.025537,[322  57] ; [207  38],[321.29967949  57.70032051] ; [207.70032051  37.29967949],0
b5,1,0.94388,0.004955,[246 133] ; [161  86],[246.41054313 132.58945687] ; [160.58945687  86.41054313],0
a6,1,0.961513,0.002329,[293  86] ; [189  56],[292.75320513  86.24679487] ; [189.24679487  55.75320513],0
