Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,85.091245,[44 58] ; [205  22],[77.19756839 24.80243161] ; [171.80243161  55.19756839],1
r2,1,0.0,35.630934,[66 31] ; [211  15],[83.18575851 13.81424149] ; [193.81424149  32.18575851],1
d4,1,1e-06,24.161632,[56 46] ; [183  43],[74.32317073 27.67682927] ; [164.67682927  61.32317073],1
r3,1,2e-06,22.711648,[73 28] ; [209  18],[86.83536585 14.16463415] ; [195.16463415  31.83536585],1
a5,1,2.1e-05,18.066895,[49 53] ; [164  63],[66.03647416 35.96352584] ; [146.96352584  80.03647416],1
d3,1,2.3e-05,17.946176,[42 59] ; [151  76],[59.42987805 41.57012195] ; [133.57012195  93.42987805],1
v1,1,3.8e-05,16.984775,[21 78] ; [102 123],[37.58333333 61.41666667] ; [ 85.41666667 139.58333333],1
v2,1,9.4e-05,15.259531,[21 80] ; [ 95 124],[36.6125 64.3875] ; [ 79.3875 139.6125],1
d1,1,9.5e-05,15.227753,[29 73] ; [117 110],[45.26443769 56.73556231] ; [100.73556231 126.26443769],1
v4,1,0.000123,14.751457,[76 26] ; [203  21],[87.29447853 14.70552147] ; [191.70552147  32.29447853],1
s6,1,0.000153,14.340945,[26 76] ; [106 116],[41.55555556 60.44444444] ; [ 90.44444444 131.55555556],1
a7,1,0.000241,13.479723,[52 50] ; [163  64],[66.65653495 35.34346505] ; [148.34346505  78.65653495],1
p2,1,0.000619,11.716978,[63 38] ; [182  45],[75.44207317 25.55792683] ; [169.55792683  57.44207317],1
u3,1,0.000631,11.681932,[14 36] ; [47 33],[23.46153846 26.53846154] ; [37.53846154 42.46153846],1
d5,1,0.000871,11.084462,[62 40] ; [178  49],[74.40729483 27.59270517] ; [165.59270517  61.40729483],1
s8,1,0.002121,9.441401,[ 9 93] ; [ 52 173],[19.02752294 82.97247706] ; [ 41.97247706 183.02752294],0
p11,1,0.004172,8.207238,[62 40] ; [173  54],[72.85714286 29.14285714] ; [162.14285714  64.85714286],0
s5,1,0.004327,8.141203,[ 9 90] ; [ 50 173],[18.13975155 80.86024845] ; [ 40.86024845 182.13975155],0
p10,1,0.004746,7.973603,[54 44] ; [161  65],[65.0308642 32.9691358] ; [149.9691358  76.0308642],0
p8,1,0.00574,7.630014,[33 68] ; [110 114],[44.44 56.56] ; [ 98.56 125.44],0
a6,1,0.009628,6.702451,[55 47] ; [156  71],[65.41641337 36.58358663] ; [145.58358663  81.41641337],0
a3,1,0.011183,6.435965,[51 50] ; [147  78],[61.34355828 39.65644172] ; [136.65644172  88.34355828],0
a2,1,0.012723,6.20728,[ 9 93] ; [ 45 182],[16.74164134 85.25835866] ; [ 37.25835866 189.74164134],0
u1,1,0.018641,5.534868,[ 5 97] ; [ 31 196],[11.16109422 90.83890578] ; [ 24.83890578 202.16109422],0
a4,1,0.040363,4.202561,[31 70] ; [ 96 129],[39.34662577 61.65337423] ; [ 87.65337423 137.34662577],0
p7,1,0.049447,3.860126,[44 56] ; [125  99],[52.16049383 47.83950617] ; [116.83950617 107.16049383],0
b4,1,0.054924,3.684407,[50 52] ; [137  90],[57.97568389 44.02431611] ; [129.02431611  97.97568389],0
n4,1,0.068691,3.314022,[62 40] ; [161  66],[69.13677812 32.86322188] ; [153.86322188  73.13677812],0
a1,1,0.085947,2.948691,[ 6 96] ; [  5 222],[ 3.41033435 98.58966565] ; [  7.58966565 219.41033435],0
p4,1,0.092215,2.83528,[39 63] ; [109 117],[46.02439024 55.97560976] ; [101.97560976 124.02439024],0
p3,1,0.120763,2.407403,[31 70] ; [ 90 137],[37.25914634 63.74085366] ; [ 83.74085366 143.25914634],0
s7,1,0.134137,2.243962,[15 80] ; [ 51 168],[19.96815287 75.03184713] ; [ 46.03184713 172.96815287],0
p9,1,0.148558,2.086995,[64 33] ; [167  59],[69.37151703 27.62848297] ; [161.62848297  64.37151703],0
b1,1,0.157755,1.995612,[48 54] ; [ 88 139],[42.16413374 59.83586626] ; [ 93.83586626 133.16413374],0
n6,1,0.18769,1.735654,[70 31] ; [173  54],[74.82621951 26.17378049] ; [168.17378049  58.82621951],0
s1,1,0.192284,1.700028,[ 5 97] ; [  5 220],[ 3.11926606 98.88073394] ; [  6.88073394 218.11926606],0
p6,1,0.207962,1.585555,[19 79] ; [ 58 166],[23.43478261 74.56521739] ; [ 53.56521739 170.43478261],0
u2,1,0.291474,1.1128,[21 30] ; [40 39],[23.93076923 27.06923077] ; [37.06923077 41.93076923],0
p1,1,0.303337,1.059468,[ 9 93] ; [ 13 213],[ 6.84146341 95.15853659] ; [ 15.15853659 210.84146341],0
n5,1,0.350813,0.870516,[70 31] ; [144  81],[66.3006135 34.6993865] ; [147.6993865  77.3006135],0
p5,1,0.369049,0.806864,[ 9 92] ; [ 14 213],[ 7.08231707 93.91768293] ; [ 15.91768293 211.08231707],0
d2,1,0.45339,0.562164,[37 63] ; [ 94 133],[40.06116208 59.93883792] ; [ 90.93883792 136.06116208],0
s4,1,0.490981,0.474377,[13 89] ; [ 23 203],[11.19512195 90.80487805] ; [ 24.80487805 201.19512195],0
n2,1,0.51339,0.427151,[25 16] ; [45 22],[26.57407407 14.42592593] ; [43.42592593 23.57407407],0
s3,1,0.632404,0.228815,[22 78] ; [ 55 170],[23.69230769 76.30769231] ; [ 53.30769231 171.69230769],0
b3,1,0.692425,0.156473,[22 36] ; [44 82],[20.80434783 37.19565217] ; [45.19565217 80.80434783],0
b2,1,0.692425,0.156473,[22 36] ; [44 82],[20.80434783 37.19565217] ; [45.19565217 80.80434783],0
n1,1,0.745724,0.105159,[15 26] ; [27 41],[15.79816514 25.20183486] ; [26.20183486 41.79816514],0
b5,1,0.826975,0.047779,[58 44] ; [132  95],[58.90577508 43.09422492] ; [131.09422492  95.90577508],0
n3,1,0.844582,0.03843,[27 14] ; [44 21],[27.46226415 13.53773585] ; [43.53773585 21.46226415],0
a8,1,0.859956,0.031128,[10 87] ; [ 20 187],[ 9.57236842 87.42763158] ; [ 20.42763158 186.57236842],0
p12,1,0.87704,0.023939,[ 3 98] ; [  6 219],[ 2.78834356 98.21165644] ; [  6.21165644 218.78834356],0
