Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,5e-06,20.883059,[ 5 23] ; [24  7],[13.76271186 14.23728814] ; [15.23728814 15.76271186],1
p2,1,0.000176,14.068975,[ 5 23] ; [20 10],[12.06896552 15.93103448] ; [12.93103448 17.06896552],1
s6,1,0.000212,13.723046,[ 2 26] ; [16 15],[ 8.54237288 19.45762712] ; [ 9.45762712 21.54237288],1
v4,1,0.001143,10.580126,[11 17] ; [25  6],[17.08474576 10.91525424] ; [18.91525424 12.08474576],0
v1,1,0.003354,8.604348,[ 5 23] ; [17 14],[10.44067797 17.55932203] ; [11.55932203 19.44067797],0
p11,1,0.006848,7.312479,[ 5 23] ; [16 15],[ 9.96610169 18.03389831] ; [11.03389831 19.96610169],0
r4,1,0.016701,5.727514,[ 2 26] ; [10 21],[ 5.69491525 22.30508475] ; [ 6.30508475 24.69491525],0
s8,1,0.016701,5.727514,[ 2 26] ; [10 21],[ 5.69491525 22.30508475] ; [ 6.30508475 24.69491525],0
p8,1,0.016978,5.69861,[ 5 22] ; [15 16],[ 9.31034483 17.68965517] ; [10.68965517 20.31034483],0
s5,1,0.031101,4.647352,[ 2 26] ; [ 9 22],[ 5.22033898 22.77966102] ; [ 5.77966102 25.22033898],0
p5,1,0.033144,4.53835,[ 1 26] ; [ 7 23],[ 3.78947368 23.21052632] ; [ 4.21052632 25.78947368],0
p3,1,0.036112,4.391812,[ 5 23] ; [13 17],[ 8.68965517 19.31034483] ; [ 9.31034483 20.68965517],0
s7,1,0.038458,4.284663,[ 3 24] ; [10 19],[ 6.26785714 20.73214286] ; [ 6.73214286 22.26785714],0
p4,1,0.06675,3.361177,[ 6 21] ; [14 17],[ 9.31034483 17.68965517] ; [10.68965517 20.31034483],0
r2,1,0.074295,3.185487,[16 11] ; [25  6],[19.0862069  7.9137931] ; [21.9137931  9.0862069],0
s2,1,0.080895,3.046824,[ 3 25] ; [ 9 22],[ 5.69491525 22.30508475] ; [ 6.30508475 24.69491525],0
r1,1,0.140921,2.167877,[10 18] ; [17 14],[12.81355932 15.18644068] ; [14.18644068 16.81355932],0
b5,1,0.14965,2.075813,[11 17] ; [18 13],[13.76271186 14.23728814] ; [15.23728814 15.76271186],0
n2,1,0.154044,2.031746,[7 9] ; [11  5],[9. 7.] ; [9. 7.],0
b4,1,0.164052,1.936475,[17 11] ; [24  7],[19.45762712  8.54237288] ; [21.54237288  9.45762712],0
s3,1,0.171009,1.874079,[ 6 21] ; [11 17],[ 8.34545455 18.65454545] ; [ 8.65454545 19.34545455],0
p6,1,0.188108,1.732378,[ 2 25] ; [ 6 25],[ 3.72413793 23.27586207] ; [ 4.27586207 26.72413793],0
n6,1,0.188108,1.732378,[11 16] ; [18 13],[13.5 13.5] ; [15.5 15.5],0
u3,1,0.221099,1.497222,[ 2 10] ; [4 6],[3.27272727 8.72727273] ; [2.72727273 7.27272727],0
p1,1,0.225082,1.471671,[ 3 25] ; [ 7 24],[ 4.74576271 23.25423729] ; [ 5.25423729 25.74576271],0
a7,1,0.232224,1.427184,[11 17] ; [17 14],[13.28813559 14.71186441] ; [14.71186441 16.28813559],0
d3,1,0.342591,0.900712,[11 17] ; [16 15],[12.81355932 15.18644068] ; [14.18644068 16.81355932],0
a6,1,0.342591,0.900712,[17 11] ; [15 16],[15.18644068 12.81355932] ; [16.81355932 14.18644068],0
p12,1,0.351542,0.867883,[ 1 27] ; [ 3 28],[ 1.89830508 26.10169492] ; [ 2.10169492 28.89830508],0
b1,1,0.392787,0.730298,[15 13] ; [20 11],[16.61016949 11.38983051] ; [18.38983051 12.61016949],0
b2,1,0.392919,0.72989,[ 9 12] ; [ 6 14],[ 7.68292683 13.31707317] ; [ 7.31707317 12.68292683],0
b3,1,0.392919,0.72989,[ 9 12] ; [ 6 14],[ 7.68292683 13.31707317] ; [ 7.31707317 12.68292683],0
a3,1,0.396218,0.719775,[16 11] ; [21  9],[17.52631579  9.47368421] ; [19.47368421 10.52631579],0
n1,1,0.4795,0.5,[7 9] ; [9 7],[8. 8.] ; [8. 8.],0
p7,1,0.512072,0.429831,[ 8 19] ; [11 18],[ 9.16071429 17.83928571] ; [ 9.83928571 19.16071429],0
a5,1,0.534679,0.385491,[14 14] ; [18 13],[15.18644068 12.81355932] ; [16.81355932 14.18644068],0
d4,1,0.549077,0.358974,[15 13] ; [19 12],[16.13559322 11.86440678] ; [17.86440678 13.13559322],0
d5,1,0.549077,0.358974,[15 13] ; [19 12],[16.13559322 11.86440678] ; [17.86440678 13.13559322],0
