Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.438154,[3 8] ; [123  14],[9.36486486 1.63513514] ; [116.63513514  20.36486486],1
r2,1,0.0,25.73251,[5 6] ; [128   9],[9.88513514 1.11486486] ; [123.11486486  13.88513514],1
b1,1,0.013142,6.149917,[8 3] ; [48 89],[4.16216216 6.83783784] ; [51.83783784 85.16216216],0
p11,1,0.022717,5.190006,[5 6] ; [105  32],[8.17567568 2.82432432] ; [101.82432432  35.17567568],0
r1,1,0.023919,5.100503,[4 7] ; [94 41],[7.38356164 3.61643836] ; [90.61643836 44.38356164],0
r3,1,0.044376,4.042203,[7 3] ; [124  13],[8.91156463 1.08843537] ; [122.08843537  14.91156463],0
a6,1,0.04539,4.00408,[3 8] ; [80 57],[6.16891892 4.83108108] ; [76.83108108 60.16891892],0
s1,1,0.058655,3.575,[2 9] ; [  6 126],[ 0.61538462 10.38461538] ; [  7.38461538 124.61538462],0
p8,1,0.068157,3.326863,[2 9] ; [62 71],[4.88888889 6.11111111] ; [59.11111111 73.88888889],0
v3,1,0.088124,2.908313,[ 1 10] ; [46 89],[3.54109589 7.45890411] ; [43.45890411 91.54109589],0
n2,1,0.123146,2.376843,[2 2] ; [29  6],[3.17948718 0.82051282] ; [27.82051282  7.17948718],0
s4,1,0.176993,1.822697,[4 7] ; [ 26 109],[2.26027397 8.73972603] ; [ 27.73972603 107.26027397],0
p9,1,0.240444,1.37799,[7 4] ; [105  28],[8.55555556 2.44444444] ; [103.44444444  29.55555556],0
u2,1,0.248629,1.330992,[1 5] ; [28 41],[2.32 3.68] ; [26.68 42.32],0
s5,1,0.269596,1.218802,[1 9] ; [34 99],[2.44755245 7.55244755] ; [ 32.55244755 100.44755245],0
u1,1,0.275738,1.187978,[ 1 10] ; [  4 133],[ 0.37162162 10.62837838] ; [  4.62837838 132.37162162],0
p2,1,0.279141,1.171267,[7 4] ; [106  30],[8.45578231 2.54421769] ; [104.54421769  31.45578231],0
p10,1,0.365112,0.820232,[7 4] ; [101  32],[8.25 2.75] ; [99.75 33.25],0
p7,1,0.383244,0.760269,[5 6] ; [79 55],[6.37241379 4.62758621] ; [77.62758621 56.37241379],0
b4,1,0.4503,0.569896,[7 4] ; [71 66],[5.7972973 5.2027027] ; [72.2027027 64.7972973],0
s7,1,0.450945,0.568275,[3 7] ; [54 74],[4.13043478 5.86956522] ; [52.86956522 75.13043478],0
d1,1,0.478803,0.501589,[ 1 10] ; [  6 131],[ 0.52027027 10.47972973] ; [  6.47972973 130.52027027],0
s8,1,0.54786,0.361164,[3 8] ; [49 86],[3.91780822 7.08219178] ; [48.08219178 86.91780822],0
s6,1,0.573819,0.316335,[5 5] ; [78 54],[5.84507042 4.15492958] ; [77.15492958 54.84507042],0
n4,1,0.612996,0.255835,[9 2] ; [102  34],[8.30612245 2.69387755] ; [102.69387755  33.30612245],0
d3,1,0.628199,0.234511,[4 7] ; [40 96],[3.29251701 7.70748299] ; [40.70748299 95.29251701],0
u3,1,0.629866,0.232242,[2 4] ; [30 39],[2.56 3.44] ; [29.44 39.56],0
a7,1,0.636449,0.223417,[6 5] ; [84 52],[6.73469388 4.26530612] ; [83.26530612 52.73469388],0
s2,1,0.642082,0.21603,[5 6] ; [51 82],[4.27777778 6.72222222] ; [51.72222222 81.27777778],0
a4,1,0.655264,0.199328,[3 8] ; [ 29 106],[2.4109589 8.5890411] ; [ 29.5890411 105.4109589],0
d2,1,0.657406,0.19669,[2 9] ; [ 33 104],[2.60135135 8.39864865] ; [ 32.39864865 104.60135135],0
s3,1,0.680818,0.169207,[5 6] ; [68 63],[5.65492958 5.34507042] ; [67.34507042 63.65492958],0
b5,1,0.699309,0.149191,[7 4] ; [79 58],[6.39189189 4.60810811] ; [79.60810811 57.39189189],0
n1,1,0.700098,0.14837,[2 2] ; [14 21],[1.64102564 2.35897436] ; [14.35897436 20.64102564],0
n3,1,0.71972,0.128761,[3 1] ; [28  6],[3.26315789 0.73684211] ; [27.73684211  6.26315789],0
p1,1,0.740066,0.110069,[ 1 10] ; [ 17 119],[1.34693878 9.65306122] ; [ 16.65306122 119.34693878],0
a3,1,0.771803,0.08411,[5 6] ; [68 68],[5.46258503 5.53741497] ; [67.53741497 68.46258503],0
n5,1,0.814861,0.054831,[9 2] ; [108  29],[8.69594595 2.30405405] ; [108.30405405  28.69594595],0
v2,1,0.822937,0.050072,[5 6] ; [55 76],[4.64788732 6.35211268] ; [55.35211268 75.64788732],0
a2,1,0.827458,0.047508,[ 1 10] ; [ 10 127],[ 0.81756757 10.18243243] ; [ 10.18243243 126.81756757],0
a8,1,0.830484,0.045831,[ 1 10] ; [ 14 111],[1.21323529 9.78676471] ; [ 13.78676471 111.21323529],0
p12,1,0.833108,0.044402,[ 1 10] ; [ 10 126],[ 0.82312925 10.17687075] ; [ 10.17687075 125.82312925],0
p4,1,0.844377,0.038533,[6 5] ; [70 66],[5.68707483 5.31292517] ; [70.31292517 65.68707483],0
a5,1,0.898756,0.016188,[6 5] ; [72 65],[5.7972973 5.2027027] ; [72.2027027 64.7972973],0
p6,1,0.941581,0.00537,[3 7] ; [42 93],[3.10344828 6.89655172] ; [41.89655172 93.10344828],0
v1,1,0.965307,0.001892,[5 6] ; [60 74],[4.93103448 6.06896552] ; [60.06896552 73.93103448],0
d5,1,0.969221,0.001489,[5 6] ; [61 75],[4.93877551 6.06122449] ; [61.06122449 74.93877551],0
p3,1,0.986229,0.000298,[5 6] ; [61 74],[4.97260274 6.02739726] ; [61.02739726 73.97260274],0
