Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,30.495704,[95 17] ; [87 78],[73.58844765 38.41155235] ; [108.41155235  56.58844765],1
p8,1,0.0,29.260537,[90 21] ; [80 84],[68.61818182 42.38181818] ; [101.38181818  62.61818182],1
p7,1,1e-06,25.138654,[99 12] ; [100  62],[80.91208791 30.08791209] ; [118.08791209  43.91208791],1
p5,1,6e-06,20.486455,[35 78] ; [ 16 150],[20.65591398 92.34408602] ; [ 30.34408602 135.65591398],1
p3,1,8.7e-05,15.404305,[83 29] ; [84 82],[67.28057554 44.71942446] ; [99.71942446 66.28057554],1
p12,1,0.000327,12.911465,[27 85] ; [ 14 151],[16.57761733 95.42238267] ; [ 24.42238267 140.57761733],1
s7,1,0.00222,9.357973,[76 31] ; [82 75],[64.03787879 42.96212121] ; [93.96212121 63.03787879],0
p9,1,0.00571,7.639602,[108   4] ; [141  22],[101.41090909  10.58909091] ; [147.58909091  15.41090909],0
n4,1,0.008127,7.005325,[105   8] ; [135  30],[97.55395683 15.44604317] ; [142.44604317  22.55395683],0
p1,1,0.01198,6.313842,[21 92] ; [ 14 152],[14.17562724 98.82437276] ; [ 20.82437276 145.17562724],0
r1,1,0.029154,4.758487,[90 23] ; [147  18],[96.33453237 16.66546763] ; [140.66546763  24.33453237],0
s8,1,0.032552,4.569207,[70 41] ; [82 82],[61.35272727 49.64727273] ; [90.64727273 73.35272727],0
v1,1,0.03694,4.353186,[86 26] ; [106  57],[78.19636364 33.80363636] ; [113.80363636  49.19636364],0
a1,1,0.037735,4.316917,[ 13 100] ; [  8 158],[  8.50537634 104.49462366] ; [ 12.49462366 153.50537634],0
n5,1,0.048699,3.885689,[102  11] ; [134  30],[96.27436823 16.72563177] ; [139.72563177  24.27436823],0
n1,1,0.053021,3.743266,[10  9] ; [ 7 21],[ 6.87234043 12.12765957] ; [10.12765957 17.87234043],0
r3,1,0.068868,3.309787,[108   4] ; [164   1],[109.97833935   2.02166065] ; [162.02166065   2.97833935],0
s5,1,0.072932,3.21577,[47 60] ; [ 54 109],[40.02592593 66.97407407] ; [ 60.97407407 102.02592593],0
p2,1,0.073008,3.214066,[103  10] ; [139  27],[98.01433692 14.98566308] ; [143.98566308  22.01433692],0
b2,1,0.076334,3.141268,[38 36] ; [44 71],[32.10582011 41.89417989] ; [49.89417989 65.10582011],0
b3,1,0.076334,3.141268,[38 36] ; [44 71],[32.10582011 41.89417989] ; [49.89417989 65.10582011],0
n6,1,0.106958,2.598608,[106   6] ; [147  18],[102.29602888   9.70397112] ; [150.70397112  14.29602888],0
s6,1,0.147913,2.093642,[81 28] ; [107  55],[75.61623616 33.38376384] ; [112.38376384  49.61623616],0
n2,1,0.186284,1.746767,[14  6] ; [24  4],[15.83333333  4.16666667] ; [22.16666667  5.83333333],0
n3,1,0.26478,1.243593,[13  7] ; [23  6],[14.69387755  5.30612245] ; [21.30612245  7.69387755],0
b4,1,0.277808,1.17778,[72 41] ; [95 71],[67.63799283 45.36200717] ; [99.36200717 66.63799283],0
b1,1,0.290409,1.117726,[43 70] ; [ 53 113],[38.88172043 74.11827957] ; [ 57.11827957 108.88172043],0
a6,1,0.316816,1.002048,[74 37] ; [120  46],[77.7400722 33.2599278] ; [116.2599278  49.7400722],0
u4,1,0.349693,0.874571,[  5 108] ; [  4 162],[  3.64516129 109.35483871] ; [  5.35483871 160.64516129],0
s1,1,0.37515,0.786534,[  4 108] ; [  3 159],[  2.86131387 109.13868613] ; [  4.13868613 157.86131387],0
v2,1,0.414987,0.664467,[89 23] ; [135  27],[91.5620438 20.4379562] ; [132.4379562  29.5620438],0
a4,1,0.454295,0.559915,[51 62] ; [82 83],[54.06115108 58.93884892] ; [78.93884892 86.06115108],0
r2,1,0.467062,0.528919,[108   4] ; [156   9],[106.74368231   5.25631769] ; [157.25631769   7.74368231],0
a2,1,0.476417,0.507053,[27 86] ; [ 46 120],[29.56630824 83.43369176] ; [ 43.43369176 122.56630824],0
p10,1,0.479691,0.499565,[102  10] ; [145  19],[100.23188406  11.76811594] ; [146.76811594  17.23188406],0
u1,1,0.480125,0.498578,[25 88] ; [ 31 135],[22.68100358 90.31899642] ; [ 33.31899642 132.68100358],0
a3,1,0.596619,0.280126,[90 22] ; [129  37],[88.23021583 23.76978417] ; [130.76978417  35.23021583],0
