Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,25.679111,[51 16] ; [ 8 26],[39.13861386 27.86138614] ; [19.86138614 14.13861386],1
r2,1,0.001059,10.721002,[63  1] ; [27  7],[58.7755102  5.2244898] ; [31.2244898  2.7755102],0
d2,1,0.003694,8.428266,[57  7] ; [22 12],[51.59183673 12.40816327] ; [27.40816327  6.59183673],0
n6,1,0.004284,8.159387,[53 13] ; [18 16],[46.86 19.14] ; [24.14  9.86],0
a5,1,0.005383,7.745972,[59  8] ; [22 12],[53.73267327 13.26732673] ; [27.26732673  6.73267327],0
u1,1,0.007321,7.192554,[25 42] ; [ 4 30],[19.23762376 47.76237624] ; [ 9.76237624 24.23762376],0
s7,1,0.008521,6.920466,[31 33] ; [ 6 24],[25.19148936 38.80851064] ; [11.80851064 18.19148936],0
p11,1,0.014049,6.031955,[39 28] ; [11 23],[33.16831683 33.83168317] ; [16.83168317 17.16831683],0
s8,1,0.016601,5.738053,[25 41] ; [ 5 29],[19.8 46.2] ; [10.2 23.8],0
a4,1,0.017796,5.616082,[47 19] ; [16 18],[41.58 24.42] ; [21.42 12.58],0
s2,1,0.018758,5.523976,[30 36] ; [ 7 26],[24.66666667 41.33333333] ; [12.33333333 20.66666667],0
s3,1,0.020184,5.395943,[33 32] ; [ 9 25],[27.57575758 37.42424242] ; [14.42424242 19.57575758],0
p6,1,0.032534,4.570141,[21 43] ; [ 4 28],[16.66666667 47.33333333] ; [ 8.33333333 23.66666667],0
p9,1,0.042964,4.096801,[29 35] ; [ 8 25],[24.41237113 39.58762887] ; [12.58762887 20.41237113],0
v3,1,0.048753,3.883825,[22 41] ; [ 5 27],[17.90526316 45.09473684] ; [ 9.09473684 22.90526316],0
a3,1,0.14847,2.0879,[54 13] ; [23 11],[51.07920792 15.92079208] ; [25.92079208  8.07920792],0
a2,1,0.170327,1.880065,[27 40] ; [ 9 25],[23.88118812 43.11881188] ; [12.11881188 21.88118812],0
p7,1,0.181185,1.787876,[26 39] ; [ 9 25],[22.97979798 42.02020202] ; [12.02020202 21.97979798],0
n1,1,0.189115,1.7245,[12 16] ; [ 4 13],[ 9.95555556 18.04444444] ; [ 6.04444444 10.95555556],0
d5,1,0.225229,1.470741,[65  1] ; [32  2],[64.02  1.98] ; [32.98  1.02],0
b3,1,0.256026,1.290119,[18 27] ; [ 6 17],[15.88235294 29.11764706] ; [ 8.11764706 14.88235294],0
b2,1,0.256026,1.290119,[18 27] ; [ 6 17],[15.88235294 29.11764706] ; [ 8.11764706 14.88235294],0
a1,1,0.260766,1.264687,[ 6 61] ; [ 1 33],[ 4.64356436 62.35643564] ; [ 2.35643564 31.64356436],0
n2,1,0.291958,1.110571,[18 12] ; [7 9],[16.30434783 13.69565217] ; [8.69565217 7.30434783],0
r1,1,0.298555,1.080636,[51 15] ; [23 11],[48.84 17.16] ; [25.16  8.84],0
p1,1,0.335419,0.927864,[ 8 59] ; [ 2 32],[ 6.63366337 60.36633663] ; [ 3.36633663 30.63366337],0
p2,1,0.34595,0.888257,[42 25] ; [18 16],[39.8019802 27.1980198] ; [20.1980198 13.8019802],0
p8,1,0.371113,0.799935,[25 40] ; [10 24],[22.97979798 42.02020202] ; [12.02020202 21.97979798],0
v1,1,0.372177,0.796382,[27 38] ; [11 23],[24.94949495 40.05050505] ; [13.05050505 20.94949495],0
d3,1,0.372744,0.794495,[56 10] ; [31  3],[57.42  8.58] ; [29.58  4.42],0
p3,1,0.461835,0.541445,[21 46] ; [ 8 25],[19.43 47.57] ; [ 9.57 23.43],0
r4,1,0.547967,0.360973,[51 16] ; [24 10],[49.75247525 17.24752475] ; [25.24752475  8.75247525],0
u2,1,0.551848,0.354016,[8 4] ; [6 5],[7.30434783 4.69565217] ; [6.69565217 4.30434783],0
s4,1,0.58314,0.301186,[ 8 56] ; [ 3 31],[ 7.18367347 56.81632653] ; [ 3.81632653 30.18367347],0
v2,1,0.618913,0.247399,[32 33] ; [18 15],[33.16326531 31.83673469] ; [16.83673469 16.16326531],0
s6,1,0.666162,0.186125,[36 30] ; [17 17],[34.98 31.02] ; [18.02 15.98],0
s5,1,0.67899,0.171265,[11 53] ; [ 7 27],[11.75510204 52.24489796] ; [ 6.24489796 27.75510204],0
a7,1,0.689089,0.160073,[46 20] ; [25  9],[46.86 19.14] ; [24.14  9.86],0
a6,1,0.689089,0.160073,[46 20] ; [25  9],[46.86 19.14] ; [24.14  9.86],0
n3,1,0.707609,0.140677,[17 12] ; [9 8],[16.39130435 12.60869565] ; [9.60869565 7.39130435],0
s1,1,0.738674,0.111295,[ 5 60] ; [ 2 32],[ 4.5959596 60.4040404] ; [ 2.4040404 31.5959596],0
p4,1,0.786332,0.073483,[31 35] ; [15 19],[30.36 35.64] ; [15.64 18.36],0
b4,1,0.841208,0.04014,[40 27] ; [21 13],[40.46534653 26.53465347] ; [20.53465347 13.46534653],0
b5,1,0.842228,0.039619,[42 25] ; [22 12],[42.45544554 24.54455446] ; [21.54455446 12.45544554],0
u3,1,0.851054,0.035259,[9 4] ; [8 3],[9.20833333 3.79166667] ; [7.79166667 3.20833333],0
b1,1,0.946745,0.004462,[32 35] ; [16 18],[31.84158416 35.15841584] ; [16.15841584 17.84158416],0
r3,1,0.958553,0.002701,[58  8] ; [30  4],[58.08  7.92] ; [29.92  4.08],0
v4,1,0.976243,0.000887,[57 10] ; [28  5],[56.95 10.05] ; [28.05  4.95],0
