Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,253.280672,[261  42] ; [ 58 224],[165.22564103 137.77435897] ; [153.77435897 128.22564103],1
s7,1,0.0,118.397023,[216  78] ; [ 75 196],[151.42300885 142.57699115] ; [139.57699115 131.42300885],1
s6,1,0.0,117.549497,[267  32] ; [134 147],[206.72241379  92.27758621] ; [194.27758621  86.72241379],1
s8,1,0.0,93.248906,[204 101] ; [ 77 207],[145.50933786 159.49066214] ; [135.49066214 148.50933786],1
s5,1,0.0,56.561561,[149 140] ; [ 59 220],[105.83098592 183.16901408] ; [102.16901408 176.83098592],1
p6,1,3e-05,17.386846,[136 166] ; [ 79 200],[111.7555938 190.2444062] ; [103.2444062 175.7555938],1
s4,1,8.3e-05,15.496189,[ 66 236] ; [ 28 255],[ 48.52649573 253.47350427] ; [ 45.47350427 237.52649573],1
p12,1,0.000129,14.658764,[ 37 267] ; [ 10 271],[ 24.42393162 279.57606838] ; [ 22.57606838 258.42393162],1
p4,1,0.000209,13.748282,[212  92] ; [156 128],[190.2585034 113.7414966] ; [177.7414966 106.2585034],1
v4,1,0.000322,12.937075,[297   7] ; [259  26],[286.96774194  17.03225806] ; [269.03225806  15.96774194],1
p9,1,0.000579,11.84366,[274  29] ; [226  55],[259.41780822  43.58219178] ; [240.58219178  40.41780822],1
p10,1,0.001214,10.4689,[265  39] ; [217  65],[250.04778157  53.95221843] ; [231.95221843  50.04778157],0
n6,1,0.001617,9.940587,[269  33] ; [227  58],[255.18228279  46.81771721] ; [240.81771721  44.18228279],0
v1,1,0.001818,9.724922,[185 110] ; [140 141],[166.44965278 128.55034722] ; [158.55034722 122.44965278],0
r2,1,0.001872,9.671452,[297   5] ; [261  19],[289.54639175  12.45360825] ; [268.45360825  11.54639175],0
u1,1,0.002123,9.440305,[ 92 214] ; [ 55 232],[ 75.8549747 230.1450253] ; [ 71.1450253 215.8549747],0
r4,1,0.003154,8.716199,[285  21] ; [246  41],[274.00674536  31.99325464] ; [256.99325464  30.00674536],0
d1,1,0.003353,8.604531,[247  59] ; [202  85],[231.693086  74.306914] ; [217.306914  69.693086],0
u4,1,0.003581,8.484864,[ 14 292] ; [  2 285],[  8.25632378 297.74367622] ; [  7.74367622 279.25632378],0
v3,1,0.004505,8.068157,[134 159] ; [ 94 182],[117.4059754 175.5940246] ; [110.5940246 165.4059754],0
v2,1,0.005023,7.871046,[192  99] ; [152 127],[175.62105263 115.37894737] ; [168.37894737 110.62105263],0
r3,1,0.006274,7.470013,[296   9] ; [263  23],[288.4856176  16.5143824] ; [270.5143824  15.4856176],0
a3,1,0.009894,6.653794,[261  44] ; [222  65],[248.84290541  56.15709459] ; [234.15709459  52.84290541],0
p3,1,0.011752,6.347846,[175 129] ; [134 150],[159.75510204 144.24489796] ; [149.24489796 134.75510204],0
a2,1,0.015979,5.805195,[116 190] ; [ 82 205],[102.17200675 203.82799325] ; [ 95.82799325 191.17200675],0
s1,1,0.025008,5.023361,[ 14 290] ; [  4 279],[  9.32197615 294.67802385] ; [  8.67802385 274.32197615],0
a4,1,0.030907,4.658142,[189 117] ; [151 134],[176.04060914 129.95939086] ; [163.95939086 121.04060914],0
d2,1,0.036938,4.353246,[202 103] ; [165 120],[189.72033898 115.27966102] ; [177.27966102 107.72033898],0
a8,1,0.053268,3.735478,[ 47 234] ; [ 28 228],[ 39.24581006 241.75418994] ; [ 35.75418994 220.24581006],0
n2,1,0.084237,2.981201,[55 16] ; [47 26],[50.29166667 20.70833333] ; [51.70833333 21.29166667],0
