Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,31.482323,[66 14] ; [ 4 17],[55.44554455 24.55445545] ; [14.55445545  6.44554455],1
n5,1,0.008525,6.919657,[31 48] ; [15  6],[36.34 42.66] ; [ 9.66 11.34],0
d5,1,0.009913,6.650472,[65 15] ; [12 10],[60.39215686 19.60784314] ; [16.60784314  5.39215686],0
p8,1,0.028252,4.812601,[33 46] ; [15  7],[37.54455446 41.45544554] ; [10.45544554 11.54455446],0
p1,1,0.041682,4.148066,[ 4 76] ; [ 4 18],[ 6.2745098 73.7254902] ; [ 1.7254902 20.2745098],0
d2,1,0.057895,3.596694,[32 48] ; [ 4 18],[28.23529412 51.76470588] ; [ 7.76470588 14.23529412],0
s5,1,0.07076,3.265308,[21 55] ; [ 2 20],[17.83673469 58.16326531] ; [ 5.16326531 16.83673469],0
a7,1,0.082846,3.00816,[59 21] ; [12 10],[55.68627451 24.31372549] ; [15.31372549  6.68627451],0
s3,1,0.106402,2.606863,[47 31] ; [ 9 13],[43.68 34.32] ; [12.32  9.68],0
b4,1,0.110237,2.550813,[48 32] ; [ 9 13],[44.70588235 35.29411765] ; [12.29411765  9.70588235],0
s2,1,0.117648,2.448361,[40 39] ; [ 7 15],[36.76237624 42.23762376] ; [10.23762376 11.76237624],0
r1,1,0.118219,2.440765,[60 19] ; [13  9],[57.0990099 21.9009901] ; [15.9009901  6.0990099],0
r4,1,0.144422,2.130198,[63 17] ; [14  8],[60.39215686 19.60784314] ; [16.60784314  5.39215686],0
n3,1,0.242755,1.364522,[13  8] ; [6 1],[14.25  6.75] ; [4.75 2.25],0
a3,1,0.260147,1.267975,[54 26] ; [12 10],[51.76470588 28.23529412] ; [14.23529412  7.76470588],0
p11,1,0.271311,1.210109,[56 24] ; [18  4],[58.03921569 21.96078431] ; [15.96078431  6.03921569],0
b1,1,0.335573,0.927273,[38 42] ; [13  9],[40. 40.] ; [11. 11.],0
p7,1,0.338078,0.917705,[42 32] ; [15  7],[43.9375 30.0625] ; [13.0625  8.9375],0
u3,1,0.343857,0.896,[19  6] ; [6 4],[17.85714286  7.14285714] ; [7.14285714 2.85714286],0
r2,1,0.35385,0.859604,[70  9] ; [17  4],[68.73 10.27] ; [18.27  2.73],0
b5,1,0.369072,0.806788,[52 28] ; [12 10],[50.19607843 29.80392157] ; [13.80392157  8.19607843],0
a2,1,0.401093,0.705047,[13 67] ; [ 2 20],[11.76470588 68.23529412] ; [ 3.23529412 18.76470588],0
s6,1,0.463023,0.538578,[47 33] ; [11 11],[45.49019608 34.50980392] ; [12.50980392  9.49019608],0
a4,1,0.495929,0.463636,[28 52] ; [ 6 16],[26.66666667 53.33333333] ; [ 7.33333333 14.66666667],0
a6,1,0.495929,0.463636,[52 28] ; [16  6],[53.33333333 26.66666667] ; [14.66666667  7.33333333],0
v1,1,0.502572,0.449501,[34 43] ; [11 10],[35.35714286 41.64285714] ; [ 9.64285714 11.35714286],0
v4,1,0.556602,0.345622,[75  5] ; [18  2],[74.4  5.6] ; [18.6  1.4],0
p5,1,0.618428,0.248083,[ 6 73] ; [ 1 21],[ 5.47524752 73.52475248] ; [ 1.52475248 20.47524752],0
r3,1,0.626276,0.237145,[72  8] ; [19  3],[71.37254902  8.62745098] ; [19.62745098  2.37254902],0
p9,1,0.660282,0.193182,[70 10] ; [20  2],[70.58823529  9.41176471] ; [19.41176471  2.58823529],0
s4,1,0.666727,0.185455,[14 66] ; [ 3 19],[13.33333333 66.66666667] ; [ 3.66666667 18.33333333],0
p4,1,0.667455,0.184594,[40 39] ; [10 12],[39.10891089 39.89108911] ; [10.89108911 11.10891089],0
s8,1,0.678885,0.171384,[33 47] ; [ 8 14],[32.15686275 47.84313725] ; [ 8.84313725 13.15686275],0
n4,1,0.705653,0.142657,[40 40] ; [10 12],[39.21568627 40.78431373] ; [10.78431373 11.21568627],0
a5,1,0.770744,0.084915,[50 30] ; [13  9],[49.41176471 30.58823529] ; [13.58823529  8.41176471],0
a8,1,0.774744,0.081897,[ 6 69] ; [ 2 18],[ 6.31578947 68.68421053] ; [ 1.68421053 18.31578947],0
p6,1,0.804674,0.061158,[19 58] ; [ 6 16],[19.44444444 57.55555556] ; [ 5.55555556 16.44444444],0
s7,1,0.823621,0.04968,[31 45] ; [ 8 13],[30.55670103 45.44329897] ; [ 8.44329897 12.55670103],0
p3,1,0.854251,0.033745,[31 49] ; [ 9 13],[31.37254902 48.62745098] ; [ 8.62745098 13.37254902],0
s1,1,0.882478,0.021853,[ 3 75] ; [ 1 21],[ 3.12 74.88] ; [ 0.88 21.12],0
p2,1,0.897376,0.016635,[60 19] ; [17  5],[60.22772277 18.77227723] ; [16.77227723  5.22772277],0
b2,1,0.907259,0.013571,[12 33] ; [3 9],[11.84210526 33.15789474] ; [3.15789474 8.84210526],0
b3,1,0.907259,0.013571,[12 33] ; [3 9],[11.84210526 33.15789474] ; [3.15789474 8.84210526],0
v2,1,0.914578,0.011506,[36 38] ; [10 10],[36.21276596 37.78723404] ; [ 9.78723404 10.21276596],0
v3,1,0.919337,0.010255,[21 53] ; [ 6 16],[20.8125 53.1875] ; [ 6.1875 15.8125],0
u2,1,0.958343,0.002728,[21  5] ; [8 2],[20.94444444  5.05555556] ; [8.05555556 1.94444444],0
n1,1,1.0,0.0,[ 7 14] ; [2 4],[ 7. 14.] ; [2. 4.],0
n2,1,1.0,0.0,[18  3] ; [6 1],[18.  3.] ; [6. 1.],0
