Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.004022,8.273802,[8 3] ; [17 44],[3.81944444 7.18055556] ; [21.18055556 39.81944444],0
d2,1,0.005509,7.704159,[9 2] ; [22 38],[4.8028169 6.1971831] ; [26.1971831 33.8028169],0
b4,1,0.007881,7.060207,[10  1] ; [29 32],[5.95833333 5.04166667] ; [33.04166667 27.95833333],0
s3,1,0.047612,3.923626,[7 4] ; [19 40],[4.08571429 6.91428571] ; [21.91428571 37.08571429],0
p5,1,0.049596,3.855066,[2 9] ; [ 2 58],[ 0.61971831 10.38028169] ; [ 3.38028169 56.61971831],0
s4,1,0.056855,3.626826,[4 7] ; [ 8 53],[1.83333333 9.16666667] ; [10.16666667 50.83333333],0
p2,1,0.080518,3.054412,[9 2] ; [31 27],[6.37681159 4.62318841] ; [33.62318841 24.37681159],0
r1,1,0.088735,2.897168,[5 6] ; [13 48],[2.75 8.25] ; [15.25 45.75],0
s2,1,0.104934,2.628912,[6 5] ; [18 43],[3.66666667 7.33333333] ; [20.33333333 40.66666667],0
s7,1,0.12242,2.386086,[6 5] ; [17 39],[3.7761194 7.2238806] ; [19.2238806 36.7761194],0
p11,1,0.123962,2.366539,[8 3] ; [29 32],[5.65277778 5.34722222] ; [31.34722222 29.65277778],0
p3,1,0.136858,2.212931,[5 6] ; [14 45],[2.98571429 8.01428571] ; [16.01428571 42.98571429],0
b3,1,0.163309,1.943311,[2 9] ; [16 23],[3.96 7.04] ; [14.04 24.96],0
b2,1,0.163309,1.943311,[2 9] ; [16 23],[3.96 7.04] ; [14.04 24.96],0
p12,1,0.171285,1.871662,[ 1 10] ; [ 1 59],[ 0.30985915 10.69014085] ; [ 1.69014085 58.30985915],0
p1,1,0.199155,1.648557,[2 9] ; [ 4 57],[ 0.91666667 10.08333333] ; [ 5.08333333 55.91666667],0
b1,1,0.204557,1.609538,[5 6] ; [40 21],[6.875 4.125] ; [38.125 22.875],0
n2,1,0.210635,1.567059,[4 1] ; [16 16],[2.7027027 2.2972973] ; [17.2972973 14.7027027],0
p7,1,0.235805,1.405502,[6 5] ; [21 38],[4.24285714 6.75714286] ; [22.75714286 36.24285714],0
d4,1,0.25075,1.31912,[8 3] ; [33 28],[6.26388889 4.73611111] ; [34.73611111 26.26388889],0
a4,1,0.258972,1.274244,[5 6] ; [17 43],[3.4084507 7.5915493] ; [18.5915493 41.4084507],0
r3,1,0.27871,1.173368,[7 4] ; [28 33],[5.34722222 5.65277778] ; [29.65277778 31.34722222],0
n3,1,0.288844,1.125,[1 3] ; [17 15],[2. 2.] ; [16. 16.],0
d5,1,0.325749,0.965723,[7 4] ; [29 32],[5.5 5.5] ; [30.5 30.5],0
v3,1,0.345871,0.88855,[ 1 10] ; [13 48],[2.13888889 8.86111111] ; [11.86111111 49.13888889],0
n4,1,0.354181,0.85842,[6 5] ; [42 19],[7.33333333 3.66666667] ; [40.66666667 20.33333333],0
u2,1,0.371332,0.799201,[3 3] ; [ 8 18],[2.0625 3.9375] ; [ 8.9375 17.0625],0
p6,1,0.435355,0.608495,[3 8] ; [10 48],[2.07246377 8.92753623] ; [10.92753623 47.07246377],0
p9,1,0.484263,0.489248,[5 6] ; [33 25],[6.05797101 4.94202899] ; [31.94202899 26.05797101],0
n5,1,0.489746,0.477084,[7 4] ; [45 16],[7.94444444 3.05555556] ; [44.05555556 16.94444444],0
s8,1,0.567771,0.326426,[3 8] ; [12 49],[2.29166667 8.70833333] ; [12.70833333 48.29166667],0
d1,1,0.568312,0.325514,[4 7] ; [17 44],[3.20833333 7.79166667] ; [17.79166667 43.20833333],0
v4,1,0.595481,0.281866,[7 4] ; [33 27],[6.1971831 4.8028169] ; [33.8028169 26.1971831],0
u3,1,0.600991,0.273504,[2 4] ; [ 6 20],[1.5 4.5] ; [ 6.5 19.5],0
v2,1,0.641131,0.217267,[4 7] ; [17 41],[3.34782609 7.65217391] ; [17.65217391 40.34782609],0
a3,1,0.662852,0.190078,[5 5] ; [35 26],[5.63380282 4.36619718] ; [34.36619718 26.63380282],0
p4,1,0.687516,0.161787,[5 6] ; [23 36],[4.4 6.6] ; [23.6 35.4],0
d3,1,0.732715,0.116633,[4 7] ; [19 42],[3.51388889 7.48611111] ; [19.48611111 41.51388889],0
b5,1,0.743236,0.107303,[5 6] ; [31 30],[5.5 5.5] ; [30.5 30.5],0
v1,1,0.759982,0.093333,[4 6] ; [21 39],[3.57142857 6.42857143] ; [21.42857143 38.57142857],0
n6,1,0.820534,0.051465,[7 4] ; [36 24],[6.66197183 4.33802817] ; [36.33802817 23.66197183],0
p10,1,0.821752,0.050757,[5 6] ; [29 30],[5.34285714 5.65714286] ; [28.65714286 30.34285714],0
p8,1,0.873445,0.025372,[3 8] ; [15 45],[2.78873239 8.21126761] ; [15.21126761 44.78873239],0
n1,1,0.914635,0.011491,[2 3] ; [12 20],[1.89189189 3.10810811] ; [12.10810811 19.89189189],0
r2,1,0.969427,0.001469,[6 5] ; [32 26],[6.05797101 4.94202899] ; [31.94202899 26.05797101],0
a5,1,0.978146,0.00075,[5 6] ; [28 33],[5.04166667 5.95833333] ; [27.95833333 33.04166667],0
a6,1,0.984886,0.000359,[4 7] ; [22 39],[3.97222222 7.02777778] ; [22.02777778 38.97222222],0
