Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.634854,[26 42] ; [263 122],[43.38189845 24.61810155] ; [245.61810155 139.38189845],1
p8,1,5e-06,20.847881,[22 47] ; [233 146],[39.27455357 29.72544643] ; [215.72544643 163.27455357],1
p7,1,4.3e-05,16.735989,[32 35] ; [276 103],[46.2690583 20.7309417] ; [261.7309417 117.2690583],1
p11,1,4.4e-05,16.688723,[44 25] ; [328  60],[56.16630197 12.83369803] ; [315.83369803  72.16630197],1
p9,1,6.4e-05,15.967007,[50 18] ; [347  36],[59.85809313  8.14190687] ; [337.14190687  45.85809313],1
v1,1,0.001515,10.059889,[34 35] ; [262 118],[45.48775056 23.51224944] ; [250.51224944 129.48775056],0
p10,1,0.00255,9.104552,[50 18] ; [337  48],[58.09271523  9.90728477] ; [328.90728477  56.09271523],0
a3,1,0.00427,8.165405,[43 26] ; [303  84],[52.35526316 16.64473684] ; [293.64473684  93.35526316],0
d3,1,0.005807,7.60913,[40 28] ; [291  97],[49.35964912 18.64035088] ; [281.64035088 106.35964912],0
d5,1,0.005822,7.604547,[50 18] ; [336  52],[57.56140351 10.43859649] ; [328.43859649  59.56140351],0
n5,1,0.006246,7.478041,[44 25] ; [303  81],[52.85430464 16.14569536] ; [294.14569536  89.85430464],0
s4,1,0.008181,6.993509,[17 51] ; [ 49 336],[ 9.90728477 58.09271523] ; [ 56.09271523 328.90728477],0
p3,1,0.008947,6.833385,[28 40] ; [226 162],[37.87719298 30.12280702] ; [216.12280702 171.87719298],0
n6,1,0.030843,4.661704,[54 14] ; [342  43],[59.44370861  8.55629139] ; [336.55629139  48.44370861],0
b1,1,0.036024,4.395985,[31 38] ; [124 264],[23.40262582 45.59737418] ; [131.59737418 256.40262582],0
a2,1,0.041865,4.140662,[11 58] ; [107 281],[17.81619256 51.18380744] ; [100.18380744 287.81619256],0
n4,1,0.042774,4.104293,[49 20] ; [315  71],[55.2 13.8] ; [308.8  77.2],0
d1,1,0.043853,4.062212,[37 32] ; [257 131],[44.38949672 24.61050328] ; [249.61050328 138.38949672],0
a6,1,0.069149,3.30311,[42 26] ; [281 106],[48.27252747 19.72747253] ; [274.72747253 112.27252747],0
v3,1,0.082301,3.018871,[32 35] ; [223 154],[38.47972973 28.52027027] ; [216.52027027 160.47972973],0
d2,1,0.098915,2.722945,[29 39] ; [207 180],[35.27032967 32.72967033] ; [200.72967033 186.27032967],0
p6,1,0.105388,2.622053,[21 47] ; [157 223],[27.01785714 40.98214286] ; [150.98214286 229.01785714],0
a5,1,0.148442,2.088188,[50 19] ; [311  77],[54.50547046 14.49452954] ; [306.49452954  81.50547046],0
a7,1,0.152227,2.049797,[48 21] ; [300  87],[52.65789474 16.34210526] ; [295.34210526  91.65789474],0
v4,1,0.152695,2.045117,[65  4] ; [378  10],[66.88621444  2.11378556] ; [376.11378556  11.88621444],0
a1,1,0.201046,1.634758,[ 6 63] ; [ 19 369],[ 3.77461707 65.22538293] ; [ 21.22538293 366.77461707],0
p5,1,0.201871,1.628788,[ 5 64] ; [ 49 339],[ 8.15317287 60.84682713] ; [ 45.84682713 342.15317287],0
p1,1,0.213613,1.54677,[ 3 66] ; [ 34 353],[ 5.59868421 63.40131579] ; [ 31.40131579 355.59868421],0
n3,1,0.234871,1.411115,[11  5] ; [55 12],[12.72289157  3.27710843] ; [53.27710843 13.72289157],0
s7,1,0.23742,1.395846,[31 35] ; [204 168],[35.4109589 30.5890411] ; [199.5890411 172.4109589],0
u1,1,0.262367,1.256223,[11 58] ; [ 85 303],[14.49452954 54.50547046] ; [ 81.50547046 306.49452954],0
d4,1,0.290753,1.116132,[56 12] ; [338  50],[58.75438596  9.24561404] ; [335.24561404  52.75438596],0
p12,1,0.319919,0.989278,[ 9 59] ; [ 36 350],[ 6.74008811 61.25991189] ; [ 38.25991189 347.74008811],0
b3,1,0.320491,0.986943,[14 30] ; [ 95 144],[16.94699647 27.05300353] ; [ 92.05300353 146.94699647],0
b2,1,0.320491,0.986943,[14 30] ; [ 95 144],[16.94699647 27.05300353] ; [ 92.05300353 146.94699647],0
u4,1,0.331629,0.942527,[ 3 66] ; [  9 379],[ 1.81181619 67.18818381] ; [ 10.18818381 377.81181619],0
n2,1,0.332232,0.940179,[11  5] ; [52 13],[12.44444444  3.55555556] ; [50.55555556 14.44444444],0
s6,1,0.377857,0.777663,[50 18] ; [259 121],[46.90178571 21.09821429] ; [262.09821429 117.90178571],0
a8,1,0.501392,0.451988,[ 8 55] ; [ 55 288],[ 9.77586207 53.22413793] ; [ 53.22413793 289.77586207],0
r1,1,0.594782,0.282938,[60  9] ; [345  42],[61.28289474  7.71710526] ; [343.71710526  43.28289474],0
a4,1,0.669972,0.181634,[30 39] ; [179 208],[31.625 37.375] ; [177.375 209.625],0
s8,1,0.727446,0.121469,[32 36] ; [190 195],[33.32450331 34.67549669] ; [188.67549669 196.32450331],0
r2,1,0.732006,0.117277,[68  1] ; [378   8],[67.63516484  1.36483516] ; [378.36483516   7.63516484],0
b4,1,0.745408,0.10543,[40 29] ; [233 155],[41.21881838 27.78118162] ; [231.78118162 156.21881838],0
s3,1,0.781058,0.077251,[40 29] ; [214 167],[38.94666667 30.05333333] ; [215.05333333 165.94666667],0
n1,1,0.824407,0.049231,[6 9] ; [24 41],[5.625 9.375] ; [24.375 40.625],0
s1,1,0.833235,0.044333,[ 1 67] ; [  7 374],[ 1.21158129 66.78841871] ; [  6.78841871 374.21158129],0
s5,1,0.842083,0.039692,[24 43] ; [138 234],[24.72437358 42.27562642] ; [137.27562642 234.72437358],0
u2,1,0.868034,0.027608,[14 11] ; [46 39],[13.63636364 11.36363636] ; [46.36363636 38.63636364],0
s2,1,0.907461,0.013512,[37 32] ; [203 181],[36.55629139 32.44370861] ; [203.44370861 180.55629139],0
r3,1,0.915879,0.011157,[68  1] ; [382   5],[68.09210526  0.90789474] ; [381.90789474   5.09210526],0
b5,1,0.982357,0.000489,[41 28] ; [230 158],[40.91684902 28.08315098] ; [230.08315098 157.91684902],0
u3,1,0.99674,1.7e-05,[15 11] ; [49 36],[14.99099099 11.00900901] ; [49.00900901 35.99099099],0
