Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,34.032437,[ 14 117] ; [41 50],[32.45495495 98.54504505] ; [22.54504505 68.45495495],1
s3,1,0.0,29.77413,[ 24 107] ; [48 42],[42.67873303 88.32126697] ; [29.32126697 60.67873303],1
s5,1,0.000106,15.029288,[ 11 115] ; [26 64],[ 21.58333333 104.41666667] ; [15.41666667 74.58333333],1
b1,1,0.000153,14.33175,[62 70] ; [21 73],[48.47787611 83.52212389] ; [34.52212389 59.47787611],1
s8,1,0.000176,14.07159,[  9 123] ; [23 71],[ 18.69026549 113.30973451] ; [13.30973451 80.69026549],1
n6,1,0.000333,12.876719,[82 50] ; [79 15],[94.03539823 37.96460177] ; [66.96460177 27.03539823],1
r4,1,0.000588,11.81408,[87 45] ; [81 13],[98.12389381 33.87610619] ; [69.87610619 24.12389381],1
p4,1,0.000626,11.696312,[ 31 101] ; [42 51],[42.82666667 89.17333333] ; [30.17333333 62.82666667],1
v1,1,0.000937,10.947249,[37 94] ; [46 46],[48.75784753 82.24215247] ; [34.24215247 57.75784753],1
s4,1,0.001147,10.574241,[ 10 122] ; [21 71],[ 18.26785714 113.73214286] ; [12.73214286 79.26785714],0
r1,1,0.001386,10.223777,[75 57] ; [72 21],[86.24 45.76] ; [60.76 32.24],0
r3,1,0.00415,8.216999,[102  28] ; [87  7],[109.6875  20.3125] ; [79.3125 14.6875],0
n3,1,0.006494,7.407895,[23 23] ; [25  6],[28.67532468 17.32467532] ; [19.32467532 11.67532468],0
p12,1,0.007763,7.087261,[  3 129] ; [10 84],[  7.59292035 124.40707965] ; [ 5.40707965 88.59292035],0
p9,1,0.008859,6.850987,[80 49] ; [73 20],[88.90540541 40.09459459] ; [64.09459459 28.90540541],0
n2,1,0.014397,5.988811,[27 20] ; [26  5],[31.93589744 15.06410256] ; [21.06410256  9.93589744],0
p11,1,0.015798,5.825269,[81 51] ; [72 22],[89.36283186 42.63716814] ; [63.63716814 30.36283186],0
p3,1,0.018533,5.545036,[ 24 107] ; [30 64],[31.44 99.56] ; [22.56 71.44],0
v4,1,0.027597,4.853087,[105  27] ; [85  9],[110.97345133  21.02654867] ; [79.02654867 14.97345133],0
p10,1,0.03241,4.576651,[74 56] ; [66 27],[81.61434978 48.38565022] ; [58.38565022 34.61434978],0
p2,1,0.040474,4.197886,[75 57] ; [66 28],[82.3539823 49.6460177] ; [58.6460177 35.3539823],0
v2,1,0.054242,3.705225,[47 79] ; [44 43],[53.83098592 72.16901408] ; [37.16901408 49.83098592],0
p5,1,0.062282,3.475545,[  3 129] ; [ 7 87],[  5.84070796 126.15929204] ; [ 4.15929204 89.84070796],0
u2,1,0.091124,2.85441,[23 32] ; [27 19],[27.22772277 27.77227723] ; [22.77227723 23.22772277],0
a5,1,0.107462,2.591161,[73 59] ; [62 32],[78.84955752 53.15044248] ; [56.15044248 37.84955752],0
b5,1,0.119205,2.42774,[72 60] ; [61 33],[77.68141593 54.31858407] ; [55.31858407 38.68141593],0
r2,1,0.129958,2.293009,[111  20] ; [86  8],[114.69777778  16.30222222] ; [82.30222222 11.69777778],0
s1,1,0.140818,2.168993,[  6 125] ; [ 1 91],[  4.11210762 126.88789238] ; [ 2.88789238 89.11210762],0
d1,1,0.16209,1.954616,[55 77] ; [48 46],[60.15929204 71.84070796] ; [42.84070796 51.15929204],0
a1,1,0.162951,1.946621,[ 10 122] ; [ 3 91],[  7.59292035 124.40707965] ; [ 5.40707965 88.59292035],0
a6,1,0.251553,1.314657,[83 49] ; [66 28],[87.02654867 44.97345133] ; [61.97345133 32.02654867],0
d5,1,0.253112,1.306043,[89 43] ; [70 24],[92.86725664 39.13274336] ; [66.13274336 27.86725664],0
d3,1,0.261895,1.258713,[73 59] ; [59 35],[77.09734513 54.90265487] ; [54.90265487 39.09734513],0
d4,1,0.262124,1.257505,[93 38] ; [73 21],[96.64888889 34.35111111] ; [69.35111111 24.64888889],0
p1,1,0.270567,1.21387,[ 14 118] ; [ 6 88],[ 11.68141593 120.31858407] ; [ 8.31858407 85.68141593],0
a3,1,0.287277,1.132341,[77 54] ; [48 45],[73.10267857 57.89732143] ; [51.89732143 41.10267857],0
p6,1,0.297127,1.087046,[ 10 120] ; [11 82],[ 12.24215247 117.75784753] ; [ 8.75784753 84.24215247],0
v3,1,0.333282,0.936105,[31 96] ; [27 62],[34.10185185 92.89814815] ; [23.89814815 65.10185185],0
u3,1,0.373331,0.792548,[25 30] ; [25 21],[27.22772277 27.77227723] ; [22.77227723 23.22772277],0
b4,1,0.383279,0.760159,[81 51] ; [63 31],[84.10619469 47.89380531] ; [59.89380531 34.10619469],0
