Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.934048,[ 2 17] ; [97 15],[14.35877863  4.64122137] ; [84.64122137 27.35877863],1
v4,1,2.1e-05,18.092882,[11  8] ; [102   8],[16.64341085  2.35658915] ; [96.35658915 13.64341085],1
p11,1,0.000568,11.87816,[ 5 14] ; [76 36],[11.7480916  7.2519084] ; [69.2519084 42.7480916],1
r2,1,0.007925,7.050237,[11  7] ; [96 15],[14.93023256  3.06976744] ; [92.06976744 18.93023256],0
n2,1,0.009697,6.689815,[2 7] ; [25 11],[5.4 3.6] ; [21.6 14.4],0
s6,1,0.010717,6.511678,[ 4 15] ; [58 52],[9.13178295 9.86821705] ; [52.86821705 57.13178295],0
n6,1,0.017856,5.610176,[ 6 13] ; [68 44],[10.73282443  8.26717557] ; [63.26717557 48.73282443],0
a6,1,0.019202,5.483045,[ 5 14] ; [62 50],[9.71755725 9.28244275] ; [57.28244275 54.71755725],0
b1,1,0.029236,4.753638,[12  7] ; [41 71],[ 7.6870229 11.3129771] ; [45.3129771 66.6870229],0
p6,1,0.032681,4.562393,[ 1 18] ; [31 79],[ 4.71317829 14.28682171] ; [27.28682171 82.71317829],0
p2,1,0.038059,4.302382,[10  9] ; [84 27],[13.73846154  5.26153846] ; [80.26153846 30.73846154],0
r1,1,0.055585,3.66444,[ 8 11] ; [73 39],[11.7480916  7.2519084] ; [69.2519084 42.7480916],0
s3,1,0.075902,3.150539,[ 4 13] ; [52 60],[7.37984496 9.62015504] ; [48.62015504 63.37984496],0
s5,1,0.079465,3.075805,[ 2 17] ; [32 75],[ 5.12698413 13.87301587] ; [28.87301587 78.12698413],0
s8,1,0.093458,2.813787,[ 2 17] ; [32 79],[ 4.96923077 14.03076923] ; [29.03076923 81.96923077],0
p9,1,0.094402,2.797655,[ 9 10] ; [74 36],[12.2248062  6.7751938] ; [70.7751938 39.2248062],0
s7,1,0.096049,2.769949,[ 2 14] ; [35 71],[ 4.85245902 11.14754098] ; [32.14754098 73.85245902],0
s2,1,0.105297,2.623429,[ 4 15] ; [45 66],[ 7.16153846 11.83846154] ; [41.83846154 69.16153846],0
a7,1,0.108048,2.582536,[10  9] ; [79 32],[13.00769231  5.99230769] ; [75.99230769 35.00769231],0
a5,1,0.116848,2.459076,[ 7 12] ; [63 49],[10.15267176  8.84732824] ; [59.84732824 52.15267176],0
d2,1,0.164904,1.928675,[ 4 15] ; [42 70],[ 6.67175573 12.32824427] ; [39.32824427 72.67175573],0
v1,1,0.347056,0.884191,[ 7 12] ; [29 81],[ 5.30232558 13.69767442] ; [30.69767442 79.30232558],0
p4,1,0.355767,0.852781,[ 6 13] ; [48 64],[ 7.83206107 11.16793893] ; [46.16793893 65.83206107],0
n3,1,0.361855,0.831444,[5 4] ; [25 10],[6.13636364 2.86363636] ; [23.86363636 11.13636364],0
p1,1,0.397314,0.71644,[ 2 17] ; [  6 104],[ 1.17829457 17.82170543] ; [  6.82170543 103.17829457],0
a2,1,0.40789,0.684941,[ 1 18] ; [13 99],[ 2.03053435 16.96946565] ; [ 11.96946565 100.03053435],0
v3,1,0.419486,0.651754,[ 4 15] ; [15 93],[ 2.84251969 16.15748031] ; [16.15748031 91.84251969],0
d5,1,0.457688,0.551542,[11  8] ; [74 37],[12.42307692  6.57692308] ; [72.57692308 38.42307692],0
p7,1,0.469165,0.523942,[ 8 10] ; [59 51],[9.421875 8.578125] ; [57.578125 52.421875],0
d1,1,0.477184,0.505291,[ 6 13] ; [45 67],[ 7.39694656 11.60305344] ; [43.60305344 68.39694656],0
s1,1,0.49563,0.46428,[ 2 17] ; [  7 105],[ 1.30534351 17.69465649] ; [  7.69465649 104.30534351],0
p10,1,0.496988,0.461362,[10  9] ; [67 43],[11.34108527  7.65891473] ; [65.65891473 44.34108527],0
d3,1,0.50455,0.445353,[13  6] ; [67 44],[11.69230769  7.30769231] ; [68.30769231 42.69230769],0
b5,1,0.506862,0.440541,[10  9] ; [68 44],[11.3129771  7.6870229] ; [66.6870229 45.3129771],0
n1,1,0.613102,0.255682,[3 6] ; [ 9 27],[2.4 6.6] ; [ 9.6 26.4],0
n4,1,0.620394,0.245313,[ 6 13] ; [42 70],[ 6.96183206 12.03816794] ; [41.03816794 70.96183206],0
u2,1,0.626087,0.237405,[6 3] ; [29 21],[5.33898305 3.66101695] ; [29.66101695 20.33898305],0
p3,1,0.646979,0.20973,[ 8 11] ; [41 71],[ 7.10687023 11.89312977] ; [41.89312977 70.10687023],0
b4,1,0.67492,0.175901,[12  7] ; [65 47],[11.16793893  7.83206107] ; [65.83206107 46.16793893],0
d4,1,0.71117,0.137111,[15  4] ; [84 28],[14.35877863  4.64122137] ; [84.64122137 27.35877863],0
p8,1,0.783433,0.075542,[ 7 12] ; [45 67],[ 7.54198473 11.45801527] ; [44.45801527 67.54198473],0
u3,1,0.78984,0.071032,[6 3] ; [31 19],[5.6440678 3.3559322] ; [31.3559322 18.6440678],0
b2,1,0.835543,0.043097,[3 7] ; [18 49],[2.72727273 7.27272727] ; [18.27272727 48.72727273],0
b3,1,0.835543,0.043097,[3 7] ; [18 49],[2.72727273 7.27272727] ; [18.27272727 48.72727273],0
a4,1,0.841083,0.040204,[ 6 13] ; [38 74],[ 6.38167939 12.61832061] ; [37.61832061 74.38167939],0
a3,1,0.850905,0.03533,[10  9] ; [61 50],[10.37692308  8.62307692] ; [60.62307692 50.37692308],0
s4,1,0.958924,0.002653,[ 4 15] ; [23 89],[ 3.91603053 15.08396947] ; [23.08396947 88.91603053],0
