Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.01962,5.445378,[15  3] ; [2 4],[12.75  5.25] ; [4.25 1.75],0
n1,1,0.054292,3.703704,[1 8] ; [2 1],[2.25 6.75] ; [0.75 2.25],0
p12,1,0.074791,3.174603,[ 1 17] ; [2 4],[ 2.25 15.75] ; [0.75 5.25],0
a1,1,0.074791,3.174603,[ 1 17] ; [2 4],[ 2.25 15.75] ; [0.75 5.25],0
s2,1,0.088376,2.903704,[ 5 13] ; [4 2],[ 6.75 11.25] ; [2.25 3.75],0
n5,1,0.151494,2.057143,[12  6] ; [2 4],[10.5  7.5] ; [3.5 2.5],0
n6,1,0.18262,1.776169,[11  6] ; [2 4],[9.60869565 7.39130435] ; [3.39130435 2.60869565],0
p9,1,0.194835,1.680672,[14  4] ; [3 3],[12.75  5.25] ; [4.25 1.75],0
p2,1,0.194835,1.680672,[14  4] ; [3 3],[12.75  5.25] ; [4.25 1.75],0
d5,1,0.223543,1.481481,[10  8] ; [5 1],[11.25  6.75] ; [3.75 2.25],0
b5,1,0.236958,1.398601,[ 7 11] ; [4 2],[8.25 9.75] ; [2.75 3.25],0
r1,1,0.317311,1.0,[ 7 11] ; [1 5],[ 6. 12.] ; [2. 4.],0
v3,1,0.317311,1.0,[ 7 11] ; [1 5],[ 6. 12.] ; [2. 4.],0
b1,1,0.317311,1.0,[13  5] ; [3 3],[12.  6.] ; [4. 2.],0
a7,1,0.345779,0.888889,[10  8] ; [2 4],[9. 9.] ; [3. 3.],0
p1,1,0.393769,0.727273,[ 1 17] ; [1 5],[ 1.5 16.5] ; [0.5 5.5],0
a3,1,0.436661,0.605042,[12  6] ; [5 1],[12.75  5.25] ; [4.25 1.75],0
a5,1,0.465209,0.533333,[12  6] ; [3 3],[11.25  6.75] ; [3.75 2.25],0
d2,1,0.465209,0.533333,[ 6 12] ; [3 3],[ 6.75 11.25] ; [2.25 3.75],0
s6,1,0.477968,0.503497,[9 9] ; [4 2],[9.75 8.25] ; [3.25 2.75],0
p11,1,0.586214,0.296296,[14  4] ; [4 2],[13.5  4.5] ; [4.5 1.5],0
s8,1,0.586214,0.296296,[ 5 13] ; [1 5],[ 4.5 13.5] ; [1.5 4.5],0
p6,1,0.599275,0.276091,[ 5 13] ; [2 3],[ 5.47826087 12.52173913] ; [1.52173913 3.47826087],0
p8,1,0.632585,0.228571,[ 7 11] ; [3 3],[ 7.5 10.5] ; [2.5 3.5],0
s1,1,0.72158,0.126984,[ 2 16] ; [1 5],[ 2.25 15.75] ; [0.75 5.25],0
s7,1,0.735039,0.114535,[ 7 10] ; [2 4],[ 6.65217391 10.34782609] ; [2.34782609 3.65217391],0
n2,1,0.735317,0.114286,[5 4] ; [2 1],[5.25 3.75] ; [1.75 1.25],0
n3,1,0.735317,0.114286,[4 5] ; [1 2],[3.75 5.25] ; [1.25 1.75],0
p5,1,0.771671,0.084211,[ 4 14] ; [1 5],[ 3.75 14.25] ; [1.25 4.75],0
b4,1,0.795418,0.067227,[ 5 13] ; [2 4],[ 5.25 12.75] ; [1.75 4.25],0
s5,1,0.795418,0.067227,[ 5 13] ; [2 4],[ 5.25 12.75] ; [1.75 4.25],0
a4,1,0.807671,0.059259,[ 7 11] ; [2 4],[ 6.75 11.25] ; [2.25 3.75],0
p7,1,0.807671,0.059259,[11  7] ; [4 2],[11.25  6.75] ; [3.75 2.25],0
d1,1,0.807671,0.059259,[ 7 11] ; [2 4],[ 6.75 11.25] ; [2.25 3.75],0
v4,1,0.807671,0.059259,[11  7] ; [4 2],[11.25  6.75] ; [3.75 2.25],0
d3,1,0.813025,0.055944,[10  8] ; [3 3],[9.75 8.25] ; [3.25 2.75],0
a6,1,0.813025,0.055944,[10  8] ; [3 3],[9.75 8.25] ; [3.25 2.75],0
n4,1,0.813025,0.055944,[10  8] ; [3 3],[9.75 8.25] ; [3.25 2.75],0
p3,1,0.964079,0.002028,[ 7 11] ; [2 3],[ 7.04347826 10.95652174] ; [1.95652174 3.04347826],0
p4,1,1.0,0.0,[12  6] ; [4 2],[12.  6.] ; [4. 2.],0
v2,1,1.0,0.0,[12  6] ; [4 2],[12.  6.] ; [4. 2.],0
s4,1,1.0,0.0,[ 3 15] ; [1 5],[ 3. 15.] ; [1. 5.],0
b3,1,1.0,0.0,[3 6] ; [2 4],[3. 6.] ; [2. 4.],0
b2,1,1.0,0.0,[3 6] ; [2 4],[3. 6.] ; [2. 4.],0
