Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0003,13.071172,[25  2] ; [46 39],[17.11607143  9.88392857] ; [53.88392857 31.11607143],1
s2,1,0.001055,10.727969,[21  7] ; [33 51],[13.5 14.5] ; [40.5 43.5],0
s5,1,0.002598,9.070084,[16 10] ; [24 59],[ 9.5412844 16.4587156] ; [30.4587156 52.5412844],0
s7,1,0.003153,8.71653,[15 11] ; [20 57],[ 8.83495146 17.16504854] ; [26.16504854 50.83495146],0
p1,1,0.003639,8.455599,[ 5 23] ; [ 2 81],[ 1.76576577 26.23423423] ; [ 5.23423423 77.76576577],0
p6,1,0.005559,7.687968,[12 16] ; [14 68],[ 6.61818182 21.38181818] ; [19.38181818 62.61818182],0
s8,1,0.01001,6.633082,[15 13] ; [23 62],[ 9.4159292 18.5840708] ; [28.5840708 56.4159292],0
p10,1,0.010385,6.567695,[24  3] ; [52 31],[18.65454545  8.34545455] ; [57.34545455 25.65454545],0
a7,1,0.01231,6.265614,[18 10] ; [73 12],[22.54867257  5.45132743] ; [68.45132743 16.54867257],0
s3,1,0.016309,5.769264,[20  8] ; [38 46],[14.5 13.5] ; [43.5 40.5],0
a6,1,0.02082,5.341836,[15 13] ; [65 20],[19.82300885  8.17699115] ; [60.17699115 24.82300885],0
r1,1,0.097305,2.749165,[18 10] ; [67 17],[21.25  6.75] ; [63.75 20.25],0
p11,1,0.133285,2.253817,[14 14] ; [56 29],[17.34513274 10.65486726] ; [52.65486726 32.34513274],0
p7,1,0.202385,1.625076,[16 11] ; [37 45],[13.12844037 13.87155963] ; [39.87155963 42.12844037],0
p9,1,0.272917,1.202029,[22  5] ; [58 24],[19.81651376  7.18348624] ; [60.18348624 21.81651376],0
d2,1,0.287482,1.131377,[19  9] ; [48 37],[16.60176991 11.39823009] ; [50.39823009 34.60176991],0
v1,1,0.303452,1.058961,[10 18] ; [38 43],[12.33027523 15.66972477] ; [35.66972477 45.33027523],0
n6,1,0.308096,1.038818,[20  8] ; [51 33],[17.75 10.25] ; [53.25 30.75],0
a5,1,0.350811,0.870521,[22  6] ; [59 26],[20.07079646  7.92920354] ; [60.92920354 24.07079646],0
a2,1,0.387764,0.745944,[ 5 23] ; [22 63],[ 6.69026549 21.30973451] ; [20.30973451 64.69026549],0
p8,1,0.392595,0.730889,[10 17] ; [39 45],[11.91891892 15.08108108] ; [37.08108108 46.91891892],0
a1,1,0.404516,0.694861,[ 1 27] ; [ 1 84],[ 0.49557522 27.50442478] ; [ 1.50442478 83.49557522],0
v3,1,0.466799,0.529544,[ 6 21] ; [23 55],[ 7.45714286 19.54285714] ; [21.54285714 56.45714286],0
p2,1,0.480862,0.496907,[19  9] ; [62 21],[20.43243243  7.56756757] ; [60.56756757 22.43243243],0
n2,1,0.482305,0.493647,[9 5] ; [17 15],[7.91304348 6.08695652] ; [18.08695652 13.91304348],0
a3,1,0.49847,0.458192,[21  7] ; [58 27],[19.57522124  8.42477876] ; [59.42477876 25.57522124],0
u2,1,0.505005,0.444403,[4 3] ; [19  8],[4.73529412 2.26470588] ; [18.26470588  8.73529412],0
b1,1,0.513722,0.426478,[ 8 20] ; [30 55],[ 9.4159292 18.5840708] ; [28.5840708 56.4159292],0
u3,1,0.517636,0.4186,[6 1] ; [20  7],[5.35294118 1.64705882] ; [20.64705882  6.35294118],0
b4,1,0.52579,0.402521,[19  9] ; [52 33],[17.59292035 10.40707965] ; [53.40707965 31.59292035],0
n1,1,0.562775,0.334922,[5 9] ; [ 9 24],[4.17021277 9.82978723] ; [ 9.82978723 23.17021277],0
v2,1,0.583843,0.300063,[13 12] ; [46 33],[14.18269231 10.81730769] ; [44.81730769 34.18269231],0
r4,1,0.585303,0.297739,[24  4] ; [69 16],[23.04424779  4.95575221] ; [69.95575221 15.04424779],0
p3,1,0.604928,0.267627,[12 16] ; [31 52],[10.84684685 17.15315315] ; [32.15315315 50.84684685],0
n3,1,0.610534,0.259398,[9 5] ; [18 14],[8.2173913 5.7826087] ; [18.7826087 13.2173913],0
r3,1,0.636225,0.223713,[27  1] ; [80  5],[26.51327434  1.48672566] ; [80.48672566  4.51327434],0
p4,1,0.66171,0.191453,[14 14] ; [38 46],[13. 15.] ; [39. 45.],0
b2,1,0.674477,0.176409,[7 9] ; [17 28],[6.29508197 9.70491803] ; [17.70491803 27.29508197],0
b3,1,0.674477,0.176409,[7 9] ; [17 28],[6.29508197 9.70491803] ; [17.70491803 27.29508197],0
s1,1,0.727953,0.120999,[ 1 27] ; [ 2 83],[ 0.74336283 27.25663717] ; [ 2.25663717 82.74336283],0
u1,1,0.784082,0.075078,[ 4 24] ; [14 71],[ 4.46017699 23.53982301] ; [13.53982301 71.46017699],0
n5,1,0.830573,0.045782,[ 7 21] ; [23 62],[ 7.43362832 20.56637168] ; [22.56637168 62.43362832],0
d3,1,0.853091,0.03429,[26  2] ; [78  7],[25.7699115  2.2300885] ; [78.2300885  6.7699115],0
a4,1,0.873768,0.025241,[13 15] ; [38 47],[12.63716814 15.36283186] ; [38.36283186 46.63716814],0
b5,1,0.937771,0.006095,[19  9] ; [57 28],[18.83185841  9.16814159] ; [57.16814159 27.83185841],0
v4,1,1.0,0.0,[26  2] ; [78  6],[26.  2.] ; [78.  6.],0
