Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n2,1,0.012782,6.19899,[10  1] ; [2 4],[7.76470588 3.23529412] ; [4.23529412 1.76470588],0
s2,1,0.014019,6.035688,[41 13] ; [12 13],[36.2278481 17.7721519] ; [16.7721519  8.2278481],0
a5,1,0.024017,5.093421,[45  9] ; [15 10],[41.01265823 12.98734177] ; [18.98734177  6.01265823],0
v3,1,0.025405,4.996047,[36 18] ; [10 15],[31.44303797 22.55696203] ; [14.55696203 10.44303797],0
b4,1,0.037918,4.308701,[37 17] ; [11 14],[32.81012658 21.18987342] ; [15.18987342  9.81012658],0
s1,1,0.055016,3.68159,[ 2 52] ; [ 4 21],[ 4.10126582 49.89873418] ; [ 1.89873418 23.10126582],0
v2,1,0.056012,3.651708,[34 20] ; [10 15],[30.07594937 23.92405063] ; [13.92405063 11.07594937],0
a1,1,0.059372,3.554854,[11 43] ; [ 1 24],[ 8.20253165 45.79746835] ; [ 3.79746835 21.20253165],0
p11,1,0.059708,3.545486,[48  6] ; [18  7],[45.11392405  8.88607595] ; [20.88607595  4.11392405],0
u2,1,0.087375,2.922078,[9 2] ; [3 4],[7.33333333 3.66666667] ; [4.66666667 2.33333333],0
d3,1,0.12041,2.411985,[39 14] ; [14 11],[36.01282051 16.98717949] ; [16.98717949  8.01282051],0
s4,1,0.152363,2.048433,[ 8 45] ; [ 1 24],[ 6.11538462 46.88461538] ; [ 2.88461538 22.11538462],0
b5,1,0.198378,1.654274,[24 30] ; [15 10],[26.65822785 27.34177215] ; [12.34177215 12.65822785],0
d5,1,0.198923,1.650264,[43 10] ; [17  8],[40.76923077 12.23076923] ; [19.23076923  5.76923077],0
u3,1,0.205054,1.606004,[8 3] ; [3 4],[6.72222222 4.27777778] ; [4.27777778 2.72222222],0
a7,1,0.205848,1.600393,[40 14] ; [15 10],[37.59493671 16.40506329] ; [17.40506329  7.59493671],0
n3,1,0.231605,1.430976,[7 4] ; [2 4],[5.82352941 5.17647059] ; [3.17647059 2.82352941],0
p10,1,0.250836,1.318642,[49  4] ; [21  4],[47.56410256  5.43589744] ; [22.43589744  2.56410256],0
a4,1,0.294671,1.098156,[24 30] ; [ 8 17],[21.87341772 32.12658228] ; [10.12658228 14.87341772],0
n4,1,0.314604,1.011248,[51  3] ; [22  3],[49.89873418  4.10126582] ; [23.10126582  1.89873418],0
u1,1,0.320043,0.98877,[ 8 46] ; [ 6 19],[ 9.56962025 44.43037975] ; [ 4.43037975 20.56962025],0
v1,1,0.382841,0.761559,[37 17] ; [14 10],[35.30769231 18.69230769] ; [15.69230769  8.30769231],0
a3,1,0.452088,0.565413,[43 11] ; [18  7],[41.69620253 12.30379747] ; [19.30379747  5.69620253],0
p6,1,0.492377,0.471328,[36 17] ; [15 10],[34.65384615 18.34615385] ; [16.34615385  8.65384615],0
b1,1,0.555536,0.347493,[20 34] ; [11 14],[21.18987342 32.81012658] ; [ 9.81012658 15.18987342],0
r1,1,0.563198,0.334197,[46  8] ; [20  5],[45.11392405  8.88607595] ; [20.88607595  4.11392405],0
p7,1,0.566339,0.328846,[42 10] ; [18  6],[41.05263158 10.94736842] ; [18.94736842  5.05263158],0
p8,1,0.57287,0.317904,[44 10] ; [19  6],[43.06329114 10.93670886] ; [19.93670886  5.06329114],0
p1,1,0.575371,0.313779,[14 40] ; [ 8 17],[15.03797468 38.96202532] ; [ 6.96202532 18.03797468],0
d1,1,0.666905,0.185244,[33 21] ; [14 11],[32.12658228 21.87341772] ; [14.87341772 10.12658228],0
n6,1,0.69381,0.154992,[50  3] ; [23  2],[49.6025641  3.3974359] ; [23.3974359  1.6025641],0
n1,1,0.69627,0.152381,[6 4] ; [3 3],[5.625 4.375] ; [3.375 2.625],0
r2,1,0.707247,0.141042,[49  5] ; [22  3],[48.53164557  5.46835443] ; [22.46835443  2.53164557],0
s3,1,0.73818,0.111733,[38 15] ; [17  8],[37.37179487 15.62820513] ; [17.62820513  7.37179487],0
r3,1,0.769296,0.086022,[51  3] ; [24  1],[51.26582278  2.73417722] ; [23.73417722  1.26582278],0
v4,1,0.769296,0.086022,[51  3] ; [24  1],[51.26582278  2.73417722] ; [23.73417722  1.26582278],0
b2,1,0.816442,0.053882,[16 20] ; [10 11],[16.42105263 19.57894737] ; [ 9.57894737 11.42105263],0
b3,1,0.816442,0.053882,[16 20] ; [10 11],[16.42105263 19.57894737] ; [ 9.57894737 11.42105263],0
n5,1,0.854656,0.033555,[49  5] ; [23  2],[49.21518987  4.78481013] ; [22.78481013  2.21518987],0
a8,1,0.881556,0.0222,[ 8 42] ; [ 4 19],[ 8.21917808 41.78082192] ; [ 3.78082192 19.21917808],0
p12,1,0.882114,0.02199,[16 38] ; [ 7 18],[15.72151899 38.27848101] ; [ 7.27848101 17.72151899],0
p2,1,0.891425,0.018633,[46  8] ; [21  4],[45.79746835  8.20253165] ; [21.20253165  3.79746835],0
p3,1,0.894279,0.01766,[41 12] ; [19  6],[40.76923077 12.23076923] ; [19.23076923  5.76923077],0
a6,1,0.899353,0.015997,[31 22] ; [15 10],[31.25641026 21.74358974] ; [14.74358974 10.25641026],0
d4,1,0.913594,0.011774,[44  9] ; [21  4],[44.16666667  8.83333333] ; [20.83333333  4.16666667],0
p9,1,0.926325,0.008551,[50  4] ; [23  2],[49.89873418  4.10126582] ; [23.10126582  1.89873418],0
d2,1,0.930572,0.007591,[26 27] ; [12 13],[25.82051282 27.17948718] ; [12.17948718 12.82051282],0
s7,1,0.933474,0.006968,[40 10] ; [19  5],[39.86486486 10.13513514] ; [19.13513514  4.86486486],0
a2,1,0.94075,0.005524,[ 9 45] ; [ 4 21],[ 8.88607595 45.11392405] ; [ 4.11392405 20.88607595],0
