Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000161,14.236687,[51 66] ; [119  62],[66.74496644 50.25503356] ; [103.25503356  77.74496644],1
d3,1,0.000714,11.451428,[35 82] ; [90 91],[49.07718121 67.92281879] ; [ 75.92281879 105.07718121],1
p1,1,0.004608,8.027282,[17 99] ; [  9 169],[ 10.2585034 105.7414966] ; [ 15.7414966 162.2585034],0
b3,1,0.013689,6.077754,[17 55] ; [39 54],[24.43636364 47.56363636] ; [31.56363636 61.43636364],0
b2,1,0.013689,6.077754,[17 55] ; [39 54],[24.43636364 47.56363636] ; [31.56363636 61.43636364],0
a3,1,0.041771,4.144458,[62 53] ; [119  62],[70.32094595 44.67905405] ; [110.67905405  70.32094595],0
r3,1,0.053273,3.735349,[106  11] ; [172   7],[109.88513514   7.11486486] ; [168.11486486  10.88513514],0
d2,1,0.055581,3.664574,[23 94] ; [ 21 160],[17.27516779 99.72483221] ; [ 26.72483221 154.27516779],0
p2,1,0.07012,3.280203,[85 31] ; [147  32],[91.22711864 24.77288136] ; [140.77288136  38.22711864],0
s2,1,0.109924,2.555312,[42 71] ; [84 96],[48.59385666 64.40614334] ; [ 77.40614334 102.59385666],0
v3,1,0.136236,2.219964,[47 66] ; [ 58 118],[41.05536332 71.94463668] ; [ 63.94463668 112.05536332],0
u2,1,0.138398,2.195686,[25 30] ; [35 24],[28.94736842 26.05263158] ; [31.05263158 27.94736842],0
u3,1,0.18111,1.788493,[29 26] ; [39 21],[32.52173913 22.47826087] ; [35.47826087 24.52173913],0
n5,1,0.185438,1.753493,[87 29] ; [120  57],[81.95221843 34.04778157] ; [125.04778157  51.95221843],0
s4,1,0.18748,1.737311,[22 93] ; [ 24 155],[17.99319728 97.00680272] ; [ 28.00680272 150.99319728],0
a1,1,0.204514,1.609842,[  2 115] ; [  8 173],[  3.9261745 113.0738255] ; [  6.0738255 174.9261745],0
n4,1,0.213861,1.545093,[89 28] ; [125  55],[84.3030303 32.6969697] ; [129.6969697  50.3030303],0
n1,1,0.214673,1.53963,[16 19] ; [12 26],[13.42465753 21.57534247] ; [14.57534247 23.42465753],0
p9,1,0.215884,1.531526,[83 31] ; [140  37],[87.36082474 26.63917526] ; [135.63917526  41.36082474],0
