Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,26.103047,[20  2] ; [10 32],[10.3125 11.6875] ; [19.6875 22.3125],1
s6,1,8.1e-05,15.541821,[13  8] ; [ 6 37],[ 6.234375 14.765625] ; [12.765625 30.234375],1
r3,1,0.0002,13.833188,[21  1] ; [21 22],[14.21538462  7.78461538] ; [27.78461538 15.21538462],1
s7,1,0.000682,11.538258,[10 10] ; [ 4 35],[ 4.74576271 15.25423729] ; [ 9.25423729 29.74576271],1
v1,1,0.002971,8.825464,[12 10] ; [ 8 35],[ 6.76923077 15.23076923] ; [13.23076923 29.76923077],0
v4,1,0.003254,8.659223,[19  3] ; [21 22],[13.53846154  8.46153846] ; [26.46153846 16.53846154],0
r4,1,0.006722,7.345762,[16  6] ; [16 27],[10.83076923 11.16923077] ; [21.16923077 21.83076923],0
v2,1,0.008,7.033493,[12  8] ; [10 30],[ 7.33333333 12.66666667] ; [14.66666667 25.33333333],0
s8,1,0.008624,6.899145,[ 7 15] ; [ 3 40],[ 3.38461538 18.61538462] ; [ 6.61538462 36.38461538],0
p7,1,0.010722,6.510864,[10 11] ; [ 7 34],[ 5.75806452 15.24193548] ; [11.24193548 29.75806452],0
n2,1,0.02231,5.221445,[11  2] ; [10 12],[7.8 5.2] ; [13.2  8.8],0
s4,1,0.026111,4.948669,[ 5 17] ; [ 2 41],[ 2.36923077 19.63076923] ; [ 4.63076923 38.36923077],0
d4,1,0.027385,4.866348,[18  3] ; [25 18],[14.109375  6.890625] ; [28.890625 14.109375],0
p10,1,0.027708,4.846154,[12  9] ; [12 30],[ 8. 13.] ; [16. 26.],0
p11,1,0.029131,4.759828,[11 11] ; [10 33],[ 7.10769231 14.89230769] ; [13.89230769 29.10769231],0
r2,1,0.049887,3.84524,[20  2] ; [29 13],[16.84375  5.15625] ; [32.15625  9.84375],0
a8,1,0.067399,3.34526,[ 5 17] ; [ 3 40],[ 2.70769231 19.29230769] ; [ 5.29230769 37.70769231],0
r1,1,0.095033,2.786989,[16  6] ; [22 21],[12.86153846  9.13846154] ; [25.13846154 17.86153846],0
s5,1,0.123143,2.376881,[ 4 15] ; [ 3 38],[ 2.21666667 16.78333333] ; [ 4.78333333 36.21666667],0
p6,1,0.156376,2.008929,[ 4 17] ; [ 3 39],[ 2.33333333 18.66666667] ; [ 4.66666667 37.33333333],0
n3,1,0.17196,1.865769,[9 4] ; [ 9 11],[7.09090909 5.90909091] ; [10.90909091  9.09090909],0
u3,1,0.177895,1.815126,[5 2] ; [ 7 10],[3.5 3.5] ; [8.5 8.5],0
a4,1,0.189802,1.719152,[ 7 15] ; [21 22],[ 9.47692308 12.52307692] ; [18.52307692 24.47692308],0
p9,1,0.210874,1.565416,[12  9] ; [17 25],[ 9.66666667 11.33333333] ; [19.33333333 22.66666667],0
p1,1,0.246941,1.340529,[ 1 21] ; [ 6 37],[ 2.36923077 19.63076923] ; [ 4.63076923 38.36923077],0
a2,1,0.314444,1.011916,[ 2 20] ; [ 8 35],[ 3.38461538 18.61538462] ; [ 6.61538462 36.38461538],0
d3,1,0.330129,0.948393,[12  9] ; [19 24],[10.171875 10.828125] ; [20.828125 22.171875],0
n5,1,0.388633,0.743214,[ 8 14] ; [20 22],[ 9.625 12.375] ; [18.375 23.625],0
u2,1,0.403713,0.697239,[5 2] ; [9 8],[4.08333333 2.91666667] ; [9.91666667 7.08333333],0
d2,1,0.417619,0.657006,[ 8 13] ; [21 22],[ 9.515625 11.484375] ; [19.484375 23.515625],0
a1,1,0.427212,0.63039,[ 2 20] ; [ 7 36],[ 3.04615385 18.95384615] ; [ 5.95384615 37.04615385],0
a7,1,0.428795,0.626086,[10 12] ; [24 19],[11.50769231 10.49230769] ; [22.49230769 20.50769231],0
b2,1,0.501078,0.452653,[3 7] ; [13 18],[3.90243902 6.09756098] ; [12.09756098 18.90243902],0
b3,1,0.501078,0.452653,[3 7] ; [13 18],[3.90243902 6.09756098] ; [12.09756098 18.90243902],0
v3,1,0.527089,0.4,[ 6 14] ; [ 9 31],[ 5. 15.] ; [10. 30.],0
n4,1,0.544047,0.368091,[ 9 13] ; [21 22],[10.15384615 11.84615385] ; [19.84615385 23.15384615],0
p3,1,0.555193,0.348096,[ 5 17] ; [ 7 35],[ 4.125 17.875] ; [ 7.875 34.125],0
a3,1,0.619133,0.247088,[15  7] ; [26 16],[14.09375  7.90625] ; [26.90625 15.09375],0
d1,1,0.646755,0.210015,[10 12] ; [17 26],[ 9.13846154 12.86153846] ; [17.86153846 25.13846154],0
b5,1,0.65638,0.197951,[11 11] ; [19 24],[10.15384615 11.84615385] ; [19.84615385 23.15384615],0
b4,1,0.663138,0.189734,[10 12] ; [22 21],[10.83076923 11.16923077] ; [21.16923077 21.83076923],0
a5,1,0.668614,0.183228,[14  8] ; [25 18],[13.2  8.8] ; [25.8 17.2],0
p8,1,0.728203,0.120768,[ 5 17] ; [ 8 34],[ 4.46875 17.53125] ; [ 8.53125 33.46875],0
p4,1,0.728203,0.120768,[ 5 17] ; [ 8 34],[ 4.46875 17.53125] ; [ 8.53125 33.46875],0
s1,1,0.762752,0.091125,[ 3 18] ; [ 5 38],[ 2.625 18.375] ; [ 5.375 37.625],0
a6,1,0.790067,0.070875,[10 11] ; [22 21],[10.5 10.5] ; [21.5 21.5],0
b1,1,0.935526,0.006544,[12 10] ; [23 20],[11.84615385 10.15384615] ; [23.15384615 19.84615385],0
d5,1,0.945198,0.004725,[13  8] ; [27 16],[13.125  7.875] ; [26.875 16.125],0
n1,1,1.0,0.0,[6 6] ; [11 11],[6. 6.] ; [11. 11.],0
