Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.704393,[ 2 38] ; [79 45],[19.75609756 20.24390244] ; [61.24390244 62.75609756],1
v4,1,0.0,26.828466,[19 21] ; [107  16],[30.9202454  9.0797546] ; [95.0797546 27.9202454],1
p9,1,2e-06,23.074244,[14 23] ; [96 25],[25.75949367 11.24050633] ; [84.24050633 36.75949367],1
n6,1,2e-06,22.695329,[16 23] ; [100  24],[27.75460123 11.24539877] ; [88.24539877 35.75460123],1
p10,1,3.4e-05,17.184931,[12 27] ; [82 38],[23.05660377 15.94339623] ; [70.94339623 49.05660377],1
p11,1,5.3e-05,16.342827,[13 27] ; [85 39],[23.90243902 16.09756098] ; [74.09756098 49.90243902],1
p2,1,5.7e-05,16.186914,[15 25] ; [88 33],[25.59006211 14.40993789] ; [77.40993789 43.59006211],1
n2,1,0.000196,13.865679,[ 5 11] ; [36  8],[10.93333333  5.06666667] ; [30.06666667 13.93333333],1
a7,1,0.001641,9.91267,[14 26] ; [78 45],[22.57668712 17.42331288] ; [69.42331288 53.57668712],0
s6,1,0.005521,7.700273,[ 8 32] ; [54 67],[15.40372671 24.59627329] ; [46.59627329 74.40372671],0
d4,1,0.006724,7.345299,[19 21] ; [88 36],[26.09756098 13.90243902] ; [80.90243902 43.09756098],0
d5,1,0.016466,5.752426,[20 20] ; [87 36],[26.25766871 13.74233129] ; [80.74233129 42.25766871],0
d3,1,0.017867,5.609101,[15 25] ; [72 50],[21.48148148 18.51851852] ; [65.51851852 56.48148148],0
a1,1,0.019639,5.443742,[ 7 33] ; [  7 117],[ 3.41463415 36.58536585] ; [ 10.58536585 113.41463415],0
b1,1,0.023409,5.137896,[24 16] ; [49 75],[17.80487805 22.19512195] ; [55.19512195 68.80487805],0
r2,1,0.034725,4.458659,[24 15] ; [95 26],[29.00625  9.99375] ; [89.99375 31.00625],0
v2,1,0.041972,4.136321,[ 8 31] ; [47 76],[13.24074074 25.75925926] ; [41.75925926 81.24074074],0
b5,1,0.044506,4.03726,[19 21] ; [81 43],[24.3902439 15.6097561] ; [75.6097561 48.3902439],0
n3,1,0.057669,3.603197,[7 9] ; [31 13],[10.13333333  5.86666667] ; [27.86666667 16.13333333],0
p1,1,0.059051,3.563845,[ 6 34] ; [  7 116],[ 3.19018405 36.80981595] ; [  9.80981595 113.19018405],0
s1,1,0.059683,3.54618,[ 3 37] ; [  2 122],[ 1.2195122 38.7804878] ; [  3.7804878 120.2195122],0
p6,1,0.062764,3.462811,[ 4 35] ; [29 91],[ 8.09433962 30.90566038] ; [24.90566038 95.09433962],0
p8,1,0.087592,2.918074,[ 9 30] ; [46 75],[13.40625 25.59375] ; [41.59375 79.40625],0
p4,1,0.08864,2.898893,[11 29] ; [52 70],[15.55555556 24.44444444] ; [47.44444444 74.55555556],0
s3,1,0.089874,2.876631,[ 8 30] ; [44 79],[12.27329193 25.72670807] ; [39.72670807 83.27329193],0
a8,1,0.108316,2.578625,[ 1 38] ; [ 13 105],[ 3.47770701 35.52229299] ; [ 10.52229299 107.47770701],0
b2,1,0.125608,2.345964,[13 14] ; [20 44],[ 9.79120879 17.20879121] ; [23.20879121 40.79120879],0
b3,1,0.125608,2.345964,[13 14] ; [20 44],[ 9.79120879 17.20879121] ; [23.20879121 40.79120879],0
s2,1,0.149316,2.07922,[ 7 33] ; [36 88],[10.48780488 29.51219512] ; [32.51219512 91.48780488],0
s7,1,0.164462,1.932709,[ 4 34] ; [24 93],[ 6.86451613 31.13548387] ; [21.13548387 95.86451613],0
v3,1,0.173516,1.852298,[ 6 34] ; [31 91],[ 9.13580247 30.86419753] ; [27.86419753 94.13580247],0
u3,1,0.188798,1.726974,[ 4 15] ; [21 35],[ 6.33333333 12.66666667] ; [18.66666667 37.33333333],0
n5,1,0.219007,1.510868,[29 11] ; [76 47],[25.76687117 14.23312883] ; [79.23312883 43.76687117],0
p3,1,0.267787,1.228047,[10 30] ; [42 80],[12.83950617 27.16049383] ; [39.16049383 82.83950617],0
d2,1,0.330793,0.94579,[17 22] ; [43 80],[14.44444444 24.55555556] ; [45.55555556 77.44444444],0
p7,1,0.332206,0.940281,[15 25] ; [56 65],[17.63975155 22.36024845] ; [53.36024845 67.63975155],0
d1,1,0.352372,0.864895,[11 29] ; [44 80],[13.41463415 26.58536585] ; [41.58536585 82.41463415],0
p5,1,0.370118,0.80327,[ 2 37] ; [ 12 111],[ 3.37037037 35.62962963] ; [ 10.62962963 112.37037037],0
b4,1,0.37281,0.794278,[21 19] ; [75 49],[23.41463415 16.58536585] ; [72.58536585 51.41463415],0
s5,1,0.418865,0.653497,[ 6 34] ; [25 95],[ 7.75 32.25] ; [23.25 96.75],0
u1,1,0.421993,0.644758,[ 1 39] ; [  7 117],[ 1.95121951 38.04878049] ; [  6.04878049 117.95121951],0
a6,1,0.475841,0.508379,[20 20] ; [70 54],[21.95121951 18.04878049] ; [68.04878049 55.95121951],0
n4,1,0.548466,0.360073,[26 14] ; [74 50],[24.3902439 15.6097561] ; [75.6097561 48.3902439],0
a4,1,0.609398,0.261052,[13 26] ; [36 88],[11.72392638 27.27607362] ; [37.27607362 86.72392638],0
p12,1,0.642275,0.215779,[ 1 39] ; [  5 117],[ 1.48148148 38.51851852] ; [  4.51851852 117.48148148],0
u2,1,0.745055,0.105733,[ 7 12] ; [23 33],[ 7.6 11.4] ; [22.4 33.6],0
a2,1,0.787296,0.072805,[ 3 37] ; [ 11 113],[ 3.41463415 36.58536585] ; [ 10.58536585 113.41463415],0
a5,1,0.790023,0.070905,[20 20] ; [59 65],[19.26829268 20.73170732] ; [59.73170732 64.26829268],0
a3,1,0.827955,0.04723,[21 19] ; [67 56],[21.59509202 18.40490798] ; [66.40490798 56.59509202],0
v1,1,0.846916,0.03727,[13 27] ; [41 79],[13.5 26.5] ; [40.5 79.5],0
n1,1,0.966627,0.00175,[ 5 11] ; [14 30],[ 5.06666667 10.93333333] ; [13.93333333 30.06666667],0
s4,1,0.972181,0.001216,[ 7 33] ; [ 22 102],[ 7.07317073 32.92682927] ; [ 21.92682927 102.07317073],0
