Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,43.592136,[13 44] ; [104  37],[33.68181818 23.31818182] ; [83.31818182 57.68181818],1
p11,1,3e-06,21.976701,[32 26] ; [122  20],[44.66 13.34] ; [109.34  32.66],1
p6,1,3e-06,21.972811,[12 45] ; [82 60],[26.92462312 30.07537688] ; [67.07537688 74.92462312],1
p2,1,6.7e-05,15.904247,[41 17] ; [131  11],[49.88  8.12] ; [122.12  19.88],1
p3,1,0.000115,14.865051,[21 37] ; [93 48],[33.22613065 24.77386935] ; [80.77386935 60.22613065],1
r1,1,0.000275,13.236816,[40 17] ; [127  13],[48.31979695  8.68020305] ; [118.68020305  21.31979695],1
p4,1,0.000588,11.812718,[30 27] ; [109  32],[40.01515152 16.98484848] ; [98.98484848 42.01515152],1
r3,1,0.001071,10.701196,[51  7] ; [138   2],[55.36363636  2.63636364] ; [133.63636364   6.36363636],0
n5,1,0.00162,9.936939,[36 22] ; [116  24],[44.52525253 13.47474747] ; [107.47474747  32.52525253],0
s8,1,0.003116,8.738336,[24 33] ; [91 49],[33.27411168 23.72588832] ; [81.72588832 58.27411168],0
a5,1,0.004965,7.892286,[41 17] ; [124  18],[47.85 10.15] ; [117.15  24.85],0
p9,1,0.005049,7.861657,[47  9] ; [134   6],[51.71428571  4.28571429] ; [129.28571429  10.71428571],0
n6,1,0.01133,6.412796,[48 10] ; [130   8],[52.67346939  5.32653061] ; [125.32653061  12.67346939],0
v4,1,0.013073,6.159265,[53  5] ; [137   2],[55.93908629  2.06091371] ; [134.06091371   4.93908629],0
p10,1,0.015769,5.828402,[47 10] ; [132   9],[51.53030303  5.46969697] ; [127.46969697  13.53030303],0
b5,1,0.016048,5.797611,[44 14] ; [82 60],[36.54 21.46] ; [89.46 52.54],0
n4,1,0.020262,5.389213,[39 19] ; [116  25],[45.1758794 12.8241206] ; [109.8241206  31.1758794],0
r4,1,0.020903,5.334821,[51  7] ; [137   5],[54.52  3.48] ; [133.48   8.52],0
s7,1,0.035187,4.436092,[31 25] ; [94 38],[37.23404255 18.76595745] ; [87.76595745 44.23404255],0
v1,1,0.09242,2.831709,[30 28] ; [91 50],[35.26633166 22.73366834] ; [85.73366834 55.26633166],0
b4,1,0.098113,2.735956,[40 18] ; [80 62],[34.8 23.2] ; [85.2 56.8],0
a8,1,0.099216,2.718094,[ 4 46] ; [ 23 106],[ 7.54189944 42.45810056] ; [ 19.45810056 109.54189944],0
s6,1,0.111829,2.528182,[48 10] ; [127  13],[51.26262626  6.73737374] ; [123.73737374  16.26262626],0
v2,1,0.113147,2.509703,[30 26] ; [92 48],[34.85714286 21.14285714] ; [87.14285714 52.85714286],0
p5,1,0.157231,2.000654,[ 9 49] ; [ 35 107],[12.76 45.24] ; [ 31.24 110.76],0
u2,1,0.169201,1.890007,[10  5] ; [13 16],[7.84090909 7.15909091] ; [15.15909091 13.84090909],0
s1,1,0.183436,1.769564,[ 4 53] ; [  4 135],[ 2.32653061 54.67346939] ; [  5.67346939 133.32653061],0
b1,1,0.190882,1.710799,[24 34] ; [45 97],[20.01 37.99] ; [48.99 93.01],0
a2,1,0.20022,1.640771,[15 43] ; [50 92],[18.85 39.15] ; [46.15 95.85],0
a6,1,0.220379,1.501904,[39 19] ; [106  34],[42.47474747 15.52525253] ; [102.52525253  37.47474747],0
n3,1,0.229767,1.442301,[12  6] ; [23  5],[13.69565217  4.30434783] ; [21.30434783  6.69565217],0
r2,1,0.261826,1.259074,[55  3] ; [136   3],[56.23350254  1.76649746] ; [134.76649746   4.23350254],0
d4,1,0.281864,1.158083,[53  5] ; [121  20],[50.71356784  7.28643216] ; [123.28643216  17.71356784],0
b2,1,0.286356,1.136673,[10 21] ; [38 50],[12.50420168 18.49579832] ; [35.49579832 52.50420168],0
b3,1,0.286356,1.136673,[10 21] ; [38 50],[12.50420168 18.49579832] ; [35.49579832 52.50420168],0
n1,1,0.298888,1.079151,[10  7] ; [12 16],[8.31111111 8.68888889] ; [13.68888889 14.31111111],0
u1,1,0.332819,0.937898,[14 44] ; [44 98],[16.82 41.18] ; [ 41.18 100.82],0
s3,1,0.358176,0.844278,[36 20] ; [98 40],[38.68041237 17.31958763] ; [95.31958763 42.68041237],0
a3,1,0.413416,0.668956,[43 15] ; [112  29],[45.1758794 12.8241206] ; [109.8241206  31.1758794],0
d2,1,0.460616,0.544398,[32 25] ; [71 70],[29.65151515 27.34848485] ; [73.34848485 67.65151515],0
u3,1,0.502335,0.45,[9 6] ; [21  9],[10.  5.] ; [20. 10.],0
a4,1,0.506598,0.441087,[26 32] ; [71 71],[28.13 29.87] ; [68.87 73.13],0
u4,1,0.510672,0.43269,[ 1 57] ; [  1 141],[ 0.58 57.42] ; [  1.42 140.58],0
v3,1,0.52839,0.397487,[23 32] ; [66 75],[24.9744898 30.0255102] ; [64.0255102 76.9744898],0
