Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.89377,[1 9] ; [109  13],[8.33333333 1.66666667] ; [101.66666667  20.33333333],1
v4,1,6.1e-05,16.085415,[6 4] ; [115   6],[9.23664122 0.76335878] ; [111.76335878   9.23664122],1
d2,1,0.006288,7.465972,[1 9] ; [67 55],[5.15151515 4.84848485] ; [62.84848485 59.15151515],0
s6,1,0.0079,7.055897,[5 5] ; [100  19],[8.13953488 1.86046512] ; [96.86046512 22.13953488],0
d5,1,0.009635,6.701162,[5 5] ; [101  20],[8.09160305 1.90839695] ; [97.90839695 23.09160305],0
d3,1,0.012973,6.172813,[1 9] ; [62 60],[4.77272727 5.22727273] ; [58.22727273 63.77272727],0
r3,1,0.014668,5.955972,[8 2] ; [118   4],[9.54545455 0.45454545] ; [116.45454545   5.54545455],0
s1,1,0.014668,5.955972,[2 8] ; [  4 118],[0.45454545 9.54545455] ; [  5.54545455 116.45454545],0
a5,1,0.039641,4.233184,[5 5] ; [96 26],[7.65151515 2.34848485] ; [93.34848485 28.65151515],0
s3,1,0.048039,3.908607,[5 5] ; [95 27],[7.57575758 2.42424242] ; [92.42424242 29.57575758],0
n3,1,0.059709,3.545455,[2 4] ; [24  9],[4. 2.] ; [22. 11.],0
v2,1,0.060914,3.512328,[2 8] ; [60 58],[4.84375 5.15625] ; [57.15625 60.84375],0
p11,1,0.077056,3.125935,[6 4] ; [101  21],[8.10606061 1.89393939] ; [98.89393939 23.10606061],0
s8,1,0.107627,2.588718,[5 5] ; [90 32],[7.1969697 2.8030303] ; [87.8030303 34.1969697],0
p9,1,0.120188,2.414872,[7 3] ; [106  15],[8.6259542 1.3740458] ; [104.3740458  16.6259542],0
r1,1,0.200015,1.642268,[6 4] ; [95 27],[7.65151515 2.34848485] ; [93.34848485 28.65151515],0
b1,1,0.2055,1.602852,[7 3] ; [60 62],[5.07575758 4.92424242] ; [61.92424242 60.07575758],0
p7,1,0.213054,1.55055,[5 5] ; [83 37],[6.76923077 3.23076923] ; [81.23076923 38.76923077],0
p1,1,0.26746,1.229726,[2 8] ; [ 11 110],[0.99236641 9.00763359] ; [ 12.00763359 108.99236641],0
v3,1,0.275742,1.187959,[3 7] ; [57 62],[4.65116279 5.34883721] ; [55.34883721 63.65116279],0
v1,1,0.280648,1.163949,[4 6] ; [68 50],[5.625 4.375] ; [66.375 51.625],0
p10,1,0.28188,1.158003,[7 3] ; [101  20],[8.24427481 1.75572519] ; [99.75572519 21.24427481],0
s4,1,0.291778,1.111401,[4 6] ; [30 91],[2.59541985 7.40458015] ; [31.40458015 89.59541985],0
s5,1,0.30002,1.074105,[3 7] ; [55 62],[4.56692913 5.43307087] ; [53.43307087 63.56692913],0
p6,1,0.309115,1.034455,[3 7] ; [56 64],[4.53846154 5.46153846] ; [54.46153846 65.53846154],0
s2,1,0.380704,0.768428,[6 4] ; [89 33],[7.1969697 2.8030303] ; [87.8030303 34.1969697],0
d4,1,0.416582,0.659937,[9 1] ; [96 25],[8.01526718 1.98473282] ; [96.98473282 24.01526718],0
n4,1,0.433974,0.612165,[8 2] ; [107  14],[8.77862595 1.22137405] ; [106.22137405  14.77862595],0
n6,1,0.450779,0.568692,[7 2] ; [105  16],[7.75384615 1.24615385] ; [104.24615385  16.75384615],0
n2,1,0.490657,0.475086,[4 2] ; [27  7],[4.65 1.35] ; [26.35  7.65],0
n1,1,0.527677,0.398864,[3 3] ; [21 12],[3.69230769 2.30769231] ; [20.30769231 12.69230769],0
p4,1,0.593165,0.285428,[7 3] ; [75 47],[6.21212121 3.78787879] ; [75.78787879 46.21212121],0
u2,1,0.599126,0.276316,[1 1] ; [13  6],[1.33333333 0.66666667] ; [12.66666667  6.33333333],0
b4,1,0.610839,0.258955,[4 6] ; [59 63],[4.77272727 5.22727273] ; [58.22727273 63.77272727],0
p5,1,0.623277,0.241288,[1 9] ; [ 19 101],[1.53846154 8.46153846] ; [ 18.46153846 101.53846154],0
a1,1,0.677978,0.172411,[1 9] ; [  8 114],[0.68181818 9.31818182] ; [  8.31818182 113.68181818],0
a6,1,0.700159,0.148307,[3 7] ; [44 78],[3.56060606 6.43939394] ; [43.43939394 78.56060606],0
a3,1,0.712948,0.13535,[8 2] ; [103  19],[8.40909091 1.59090909] ; [102.59090909  19.40909091],0
n5,1,0.721847,0.12673,[8 2] ; [102  19],[8.39694656 1.60305344] ; [101.60305344  19.39694656],0
p12,1,0.775611,0.08125,[1 9] ; [  9 111],[0.76923077 9.23076923] ; [  9.23076923 110.76923077],0
b2,1,0.779171,0.078624,[4 3] ; [47 44],[3.64285714 3.35714286] ; [47.35714286 43.64285714],0
b3,1,0.779171,0.078624,[4 3] ; [47 44],[3.64285714 3.35714286] ; [47.35714286 43.64285714],0
b5,1,0.794028,0.068165,[4 6] ; [54 68],[4.39393939 5.60606061] ; [53.60606061 68.39393939],0
u3,1,0.83008,0.046053,[1 1] ; [11  8],[1.14285714 0.85714286] ; [10.85714286  8.14285714],0
p8,1,0.898378,0.01631,[5 5] ; [62 57],[5.19379845 4.80620155] ; [61.80620155 57.19379845],0
p2,1,0.938861,0.005883,[8 2] ; [98 23],[8.09160305 1.90839695] ; [97.90839695 23.09160305],0
p3,1,0.951503,0.003699,[6 4] ; [72 50],[5.90909091 4.09090909] ; [72.09090909 49.90909091],0
