Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.041411,4.159105,[4 3] ; [ 34 113],[1.72727273 5.27272727] ; [ 36.27272727 110.72727273],0
s7,1,0.045686,3.993124,[4 3] ; [ 32 104],[1.76223776 5.23776224] ; [ 34.23776224 101.76223776],0
p7,1,0.074045,3.191004,[5 1] ; [66 77],[2.8590604 3.1409396] ; [68.1409396 74.8590604],0
b1,1,0.078041,3.105239,[6 1] ; [76 71],[3.72727273 3.27272727] ; [78.27272727 68.72727273],0
p4,1,0.083701,2.99154,[5 2] ; [56 89],[2.80921053 4.19078947] ; [58.19078947 86.80921053],0
p10,1,0.097121,2.752196,[6 1] ; [78 67],[3.86842105 3.13157895] ; [80.13157895 64.86842105],0
b4,1,0.110461,2.547607,[6 1] ; [81 66],[3.95454545 3.04545455] ; [83.04545455 63.95454545],0
p11,1,0.117942,2.444444,[6 1] ; [82 65],[4. 3.] ; [84. 63.],0
d3,1,0.144043,2.134232,[6 1] ; [84 61],[4.14473684 2.85526316] ; [85.85526316 59.14473684],0
b5,1,0.170614,1.877541,[6 1] ; [88 59],[4.27272727 2.72727273] ; [89.72727273 57.27272727],0
a6,1,0.200245,1.640585,[3 4] ; [97 49],[4.5751634 2.4248366] ; [95.4248366 50.5751634],0
n1,1,0.277441,1.179585,[2 1] ; [17 31],[1.11764706 1.88235294] ; [17.88235294 30.11764706],0
s5,1,0.29154,1.112496,[2 5] ; [ 20 122],[1.03355705 5.96644295] ; [ 20.96644295 121.03355705],0
p2,1,0.295865,1.092738,[5 1] ; [91 55],[3.78947368 2.21052632] ; [92.21052632 53.78947368],0
s2,1,0.318585,0.994746,[1 6] ; [47 99],[2.19607843 4.80392157] ; [ 45.80392157 100.19607843],0
d5,1,0.368589,0.808415,[6 1] ; [102  44],[4.94117647 2.05882353] ; [103.05882353  42.94117647],0
u1,1,0.391805,0.733333,[1 6] ; [  9 138],[0.45454545 6.54545455] ; [  9.54545455 137.45454545],0
r1,1,0.424165,0.638748,[4 3] ; [104  42],[4.94117647 2.05882353] ; [103.05882353  42.94117647],0
v1,1,0.427714,0.629022,[4 3] ; [60 83],[2.98666667 4.01333333] ; [61.01333333 81.98666667],0
a2,1,0.431769,0.618062,[2 5] ; [ 25 122],[1.22727273 5.77272727] ; [ 25.77272727 121.22727273],0
d4,1,0.43869,0.599706,[6 1] ; [105  40],[5.11184211 1.88815789] ; [105.88815789  39.11184211],0
s6,1,0.456358,0.554812,[4 3] ; [63 84],[3.04545455 3.95454545] ; [63.95454545 83.04545455],0
d1,1,0.4788,0.501596,[4 3] ; [64 83],[3.09090909 3.90909091] ; [64.90909091 82.09090909],0
p3,1,0.484178,0.489438,[3 4] ; [ 44 101],[2.16447368 4.83552632] ; [ 44.83552632 100.16447368],0
r4,1,0.494379,0.466981,[4 3] ; [102  45],[4.81818182 2.18181818] ; [101.18181818  45.81818182],0
r3,1,0.499889,0.455172,[5 2] ; [120  27],[5.68181818 1.31818182] ; [119.31818182  27.68181818],0
v2,1,0.512909,0.428129,[4 3] ; [61 76],[3.15972222 3.84027778] ; [61.84027778 75.15972222],0
n5,1,0.522694,0.408574,[4 3] ; [65 80],[3.17763158 3.82236842] ; [65.82236842 79.17763158],0
n4,1,0.597327,0.279046,[3 4] ; [78 69],[3.68181818 3.31818182] ; [77.31818182 69.68181818],0
a7,1,0.630398,0.231521,[4 3] ; [97 50],[4.59090909 2.40909091] ; [96.40909091 50.59090909],0
a5,1,0.66091,0.19242,[5 2] ; [93 54],[4.45454545 2.54545455] ; [93.54545455 53.45454545],0
a4,1,0.686443,0.162963,[3 4] ; [52 95],[2.5 4.5] ; [52.5 94.5],0
p8,1,0.696541,0.152095,[3 4] ; [52 94],[2.51633987 4.48366013] ; [52.48366013 93.51633987],0
a3,1,0.725037,0.123717,[4 3] ; [93 53],[4.4379085 2.5620915] ; [92.5620915 53.4379085],0
v4,1,0.741059,0.109198,[6 1] ; [117  28],[5.66447368 1.33552632] ; [117.33552632  27.66447368],0
b2,1,0.781725,0.076769,[2 4] ; [23 59],[1.70454545 4.29545455] ; [23.29545455 58.70454545],0
b3,1,0.781725,0.076769,[2 4] ; [23 59],[1.70454545 4.29545455] ; [23.29545455 58.70454545],0
d2,1,0.81111,0.057118,[3 4] ; [56 90],[2.69934641 4.30065359] ; [56.30065359 89.69934641],0
n3,1,0.88486,0.02097,[2 1] ; [30 18],[1.88235294 1.11764706] ; [30.11764706 17.88235294],0
v3,1,0.893147,0.018043,[2 5] ; [ 36 101],[1.84722222 5.15277778] ; [ 36.15277778 100.84722222],0
s3,1,0.905677,0.014041,[3 4] ; [65 79],[3.15231788 3.84768212] ; [64.84768212 79.15231788],0
p6,1,0.938042,0.006042,[1 5] ; [ 22 120],[0.93243243 5.06756757] ; [ 22.06756757 119.93243243],0
