Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.001594,9.967216,[71 41] ; [29 44],[60.54054054 51.45945946] ; [39.45945946 33.54054054],0
s8,1,0.002151,9.415667,[54 57] ; [19 54],[44.03804348 66.96195652] ; [28.96195652 44.03804348],0
p9,1,0.010252,6.590605,[95 14] ; [51 20],[88.41111111 20.58888889] ; [57.58888889 13.41111111],0
p6,1,0.017395,5.656091,[49 59] ; [20 52],[41.4 66.6] ; [27.6 44.4],0
u1,1,0.033597,4.515084,[ 10 102] ; [ 1 72],[  6.65945946 105.34054054] ; [ 4.34054054 68.65945946],0
a2,1,0.033597,4.515084,[ 10 102] ; [ 1 72],[  6.65945946 105.34054054] ; [ 4.34054054 68.65945946],0
a4,1,0.03756,4.324833,[32 80] ; [11 61],[26.17391304 85.82608696] ; [16.82608696 55.17391304],0
u3,1,0.057396,3.61107,[25 16] ; [11 18],[21.08571429 19.91428571] ; [14.91428571 14.08571429],0
n1,1,0.059161,3.560739,[11 14] ; [ 3 15],[ 8.13953488 16.86046512] ; [ 5.86046512 12.13953488],0
b2,1,0.084561,2.974988,[30 42] ; [ 8 25],[26.05714286 45.94285714] ; [11.94285714 21.05714286],0
b3,1,0.084561,2.974988,[30 42] ; [ 8 25],[26.05714286 45.94285714] ; [11.94285714 21.05714286],0
n4,1,0.088747,2.896953,[86 26] ; [47 25],[80.95652174 31.04347826] ; [52.04347826 19.95652174],0
a8,1,0.094671,2.793104,[17 88] ; [ 5 62],[13.43023256 91.56976744] ; [ 8.56976744 58.43023256],0
v3,1,0.097049,2.753373,[60 52] ; [30 43],[54.48648649 57.51351351] ; [35.51351351 37.48648649],0
n5,1,0.11308,2.510643,[86 24] ; [48 23],[81.43646409 28.56353591] ; [52.56353591 18.43646409],0
s7,1,0.13702,2.211108,[55 51] ; [27 40],[50.24277457 55.75722543] ; [31.75722543 35.24277457],0
p2,1,0.138986,2.189145,[91 19] ; [53 19],[87.03296703 22.96703297] ; [56.96703297 15.03296703],0
p10,1,0.142276,2.153173,[89 19] ; [52 19],[85.0726257 22.9273743] ; [55.9273743 15.0726257],0
r3,1,0.163614,1.9405,[109   2] ; [68  4],[107.36065574   3.63934426] ; [69.63934426  2.36065574],0
p1,1,0.212875,1.551763,[ 10 101] ; [ 3 69],[  7.8852459 103.1147541] ; [ 5.1147541 66.8852459],0
b1,1,0.26815,1.226185,[40 72] ; [32 41],[43.58918919 68.41081081] ; [28.41081081 44.58918919],0
d2,1,0.344,0.895469,[16 96] ; [ 7 66],[13.92432432 98.07567568] ; [ 9.07567568 63.92432432],0
d3,1,0.348164,0.880136,[53 59] ; [29 43],[49.91304348 62.08695652] ; [32.08695652 39.91304348],0
s1,1,0.364391,0.822703,[  4 106] ; [ 1 71],[  3.02197802 106.97802198] ; [ 1.97802198 70.02197802],0
r4,1,0.380328,0.769641,[100  12] ; [62 11],[98.07567568 13.92432432] ; [63.92432432  9.07567568],0
p12,1,0.402111,0.702004,[  8 102] ; [ 3 68],[  6.68508287 103.31491713] ; [ 4.31491713 66.68508287],0
r2,1,0.415953,0.661721,[102   7] ; [65  7],[100.56906077   8.43093923] ; [66.43093923  5.56906077],0
p11,1,0.418047,0.655799,[90 22] ; [55 18],[87.78378378 24.21621622] ; [57.21621622 15.78378378],0
