Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,77.662594,[153  79] ; [ 3 63],[121.44966443 110.55033557] ; [34.55033557 31.44966443],1
d3,1,0.0,54.282693,[171  61] ; [15 49],[145.78378378  86.21621622] ; [40.21621622 23.78378378],1
d5,1,0.0,50.053241,[196  36] ; [27 38],[174.1952862  57.8047138] ; [48.8047138 16.1952862],1
a3,1,5e-05,16.445029,[169  61] ; [31 35],[155.40540541  74.59459459] ; [44.59459459 21.40540541],1
d2,1,0.000111,14.934111,[118 113] ; [16 50],[104.22222222 126.77777778] ; [29.77777778 36.22222222],1
r1,1,0.00012,14.786455,[181  50] ; [36 30],[168.77777778  62.22222222] ; [48.22222222 17.77777778],1
a5,1,0.000264,13.31257,[165  67] ; [31 35],[152.59060403  79.40939597] ; [43.40939597 22.59060403],1
a6,1,0.004605,8.0284,[166  66] ; [35 31],[156.48322148  75.51677852] ; [44.51677852 21.48322148],0
u1,1,0.005038,7.865752,[ 32 200] ; [ 1 65],[ 25.69127517 206.30872483] ; [ 7.30872483 58.69127517],0
a2,1,0.01396,6.04324,[ 48 184] ; [ 5 61],[ 41.26174497 190.73825503] ; [11.73825503 54.26174497],0
v2,1,0.020612,5.359341,[128  97] ; [25 37],[119.94773519 105.05226481] ; [33.05226481 28.94773519],0
p1,1,0.025643,4.979932,[ 13 218] ; [ 9 56],[ 17.16891892 213.83108108] ; [ 4.83108108 60.16891892],0
a4,1,0.026734,4.907925,[102 130] ; [19 47],[ 94.20134228 137.79865772] ; [26.79865772 39.20134228],0
b4,1,0.029199,4.75586,[137  95] ; [29 37],[129.23489933 102.76510067] ; [36.76510067 29.23489933],0
n3,1,0.030295,4.692453,[38 17] ; [17  1],[41.43835616 13.56164384] ; [13.56164384  4.43835616],0
u2,1,0.035922,4.400827,[35 27] ; [12 23],[30.04123711 31.95876289] ; [16.95876289 18.04123711],0
a7,1,0.038293,4.291946,[170  62] ; [39 26],[163.25925926  68.74074074] ; [45.74074074 19.25925926],0
r2,1,0.03926,4.249593,[213  16] ; [56 10],[208.81694915  20.18305085] ; [60.18305085  5.81694915],0
p10,1,0.045021,4.01784,[169  60] ; [39 25],[162.5665529  66.4334471] ; [45.4334471 18.5665529],0
n4,1,0.055254,3.674407,[169  63] ; [40 26],[162.7114094  69.2885906] ; [46.2885906 19.7114094],0
p9,1,0.05912,3.561906,[177  51] ; [43 22],[171.19453925  56.80546075] ; [48.80546075 16.19453925],0
u3,1,0.061378,3.49974,[34 29] ; [12 23],[29.57142857 33.42857143] ; [16.42857143 18.57142857],0
v3,1,0.069104,3.304183,[ 82 138] ; [16 48],[ 75.91549296 144.08450704] ; [22.08450704 41.91549296],0
b3,1,0.075382,3.161756,[57 78] ; [10 28],[52.28323699 82.71676301] ; [14.71676301 23.28323699],0
b2,1,0.075382,3.161756,[57 78] ; [10 28],[52.28323699 82.71676301] ; [14.71676301 23.28323699],0
n2,1,0.123059,2.377944,[36 19] ; [16  3],[38.64864865 16.35135135] ; [13.35135135  5.64864865],0
s8,1,0.1754,1.836176,[ 49 183] ; [ 9 57],[ 45.15436242 186.84563758] ; [12.84563758 53.15436242],0
p12,1,0.190275,1.715486,[  4 224] ; [ 3 63],[  5.42857143 222.57142857] ; [ 1.57142857 64.42857143],0
s7,1,0.203257,1.618816,[ 54 167] ; [10 50],[ 50.33451957 170.66548043] ; [13.66548043 46.33451957],0
s3,1,0.260876,1.264101,[ 57 172] ; [21 45],[ 60.54915254 168.45084746] ; [17.45084746 48.54915254],0
s5,1,0.271686,1.208215,[ 32 192] ; [ 6 60],[ 29.35172414 194.64827586] ; [ 8.64827586 57.35172414],0
s2,1,0.295454,1.0946,[ 48 181] ; [10 56],[ 45.02372881 183.97627119] ; [12.97627119 53.02372881],0
p6,1,0.305008,1.05217,[ 55 170] ; [20 45],[ 58.18965517 166.81034483] ; [16.81034483 48.18965517],0
v1,1,0.340812,0.907373,[104 122] ; [26 40],[100.61643836 125.38356164] ; [29.38356164 36.61643836],0
v4,1,0.344329,0.894246,[213  19] ; [61  3],[214.75675676  17.24324324] ; [59.24324324  4.75675676],0
r4,1,0.380954,0.76762,[203  29] ; [55 11],[200.8590604  31.1409396] ; [57.1409396  8.8590604],0
s1,1,0.406183,0.689946,[  6 224] ; [ 3 62],[  7.01694915 222.98305085] ; [ 1.98305085 63.01694915],0
b5,1,0.411843,0.673474,[131 101] ; [41 25],[133.90604027  98.09395973] ; [38.09395973 27.90604027],0
a1,1,0.418124,0.655583,[  8 224] ; [ 1 65],[  7.00671141 224.99328859] ; [ 1.99328859 64.00671141],0
a8,1,0.430854,0.62052,[ 26 188] ; [ 5 54],[ 24.3003663 189.6996337] ; [ 6.6996337 52.3003663],0
p7,1,0.437148,0.603758,[124 106] ; [38 26],[126.73469388 103.26530612] ; [35.26530612 28.73469388],0
s4,1,0.462153,0.540676,[ 15 217] ; [ 6 60],[ 16.34899329 215.65100671] ; [ 4.65100671 61.34899329],0
p5,1,0.469809,0.522425,[ 12 217] ; [ 2 63],[ 10.9047619 218.0952381] ; [ 3.0952381 61.9047619],0
b1,1,0.527304,0.399585,[ 85 147] ; [27 39],[ 87.19463087 144.80536913] ; [24.80536913 41.19463087],0
p11,1,0.535162,0.38458,[184  48] ; [50 16],[182.17449664  49.82550336] ; [51.82550336 14.17449664],0
p3,1,0.745022,0.105762,[ 90 139] ; [27 38],[ 91.13265306 137.86734694] ; [25.86734694 39.13265306],0
n1,1,0.767673,0.087273,[16 38] ; [ 6 12],[16.5 37.5] ; [ 5.5 12.5],0
