Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,39.394845,[42 27] ; [ 7 63],[24.32374101 44.67625899] ; [24.67625899 45.32374101],1
s6,1,0.000343,12.819664,[47 19] ; [28 41],[36.66666667 29.33333333] ; [38.33333333 30.66666667],1
s8,1,0.000351,12.777778,[34 35] ; [14 55],[24. 45.] ; [24. 45.],1
s7,1,0.000547,11.949253,[38 28] ; [18 47],[28.21374046 37.78625954] ; [27.78625954 37.21374046],1
n4,1,0.018717,5.527731,[55 13] ; [44 26],[48.7826087 19.2173913] ; [50.2173913 19.7826087],0
v3,1,0.025279,5.004663,[25 44] ; [13 55],[19.13868613 49.86131387] ; [18.86131387 49.13868613],0
n2,1,0.029921,4.713805,[17  1] ; [16  8],[14.14285714  3.85714286] ; [18.85714286  5.14285714],0
r2,1,0.03886,4.266993,[64  4] ; [58 12],[60.11594203  7.88405797] ; [61.88405797  8.11594203],0
u2,1,0.04315,4.08952,[12 24] ; [19 14],[16.17391304 19.82608696] ; [14.82608696 18.17391304],0
a2,1,0.044225,4.04796,[ 3 66] ; [10 60],[ 6.45323741 62.54676259] ; [ 6.54676259 63.45323741],0
r4,1,0.05903,3.564419,[60  9] ; [52 18],[55.5971223 13.4028777] ; [56.4028777 13.5971223],0
p12,1,0.09498,2.787879,[ 1 68] ; [ 5 64],[ 3. 66.] ; [ 3. 66.],0
b5,1,0.10463,2.633507,[36 33] ; [46 24],[40.70503597 28.29496403] ; [41.29496403 28.70503597],0
s4,1,0.121831,2.393628,[16 53] ; [ 9 60],[12.5 56.5] ; [12.5 56.5],0
d3,1,0.159999,1.974233,[26 43] ; [18 50],[22.16058394 46.83941606] ; [21.83941606 46.16058394],0
r3,1,0.171484,1.869919,[64  5] ; [59 10],[61.5  7.5] ; [61.5  7.5],0
p6,1,0.182477,1.777336,[19 50] ; [26 42],[22.66423358 46.33576642] ; [22.33576642 45.66423358],0
p8,1,0.198481,1.653517,[30 39] ; [36 30],[33.73333333 35.26666667] ; [32.26666667 33.73333333],0
n6,1,0.220084,1.503823,[58 11] ; [53 17],[55.10071942 13.89928058] ; [55.89928058 14.10071942],0
n3,1,0.256645,1.286765,[16  2] ; [18  6],[14.57142857  3.42857143] ; [19.42857143  4.57142857],0
a4,1,0.264084,1.24722,[13 55] ; [19 51],[15.76811594 52.23188406] ; [16.23188406 53.76811594],0
p10,1,0.27603,1.186531,[53 14] ; [49 20],[50.25 16.75] ; [51.75 17.25],0
b1,1,0.324052,0.97252,[23 46] ; [29 41],[25.81294964 43.18705036] ; [26.18705036 43.81294964],0
b2,1,0.334895,0.929875,[ 9 35] ; [11 26],[10.86419753 33.13580247] ; [ 9.13580247 27.86419753],0
b3,1,0.334895,0.929875,[ 9 35] ; [11 26],[10.86419753 33.13580247] ; [ 9.13580247 27.86419753],0
b4,1,0.349747,0.874375,[38 31] ; [33 37],[35.24460432 33.75539568] ; [35.75539568 34.24460432],0
n5,1,0.43808,0.601307,[53 16] ; [49 20],[51. 18.] ; [51. 18.],0
d2,1,0.447511,0.576948,[14 55] ; [18 52],[15.88489209 53.11510791] ; [16.11510791 53.88489209],0
s5,1,0.47989,0.499114,[17 50] ; [14 55],[15.27205882 51.72794118] ; [15.72794118 53.27205882],0
a7,1,0.482264,0.493739,[41 28] ; [45 24],[43. 26.] ; [43. 26.],0
p11,1,0.525125,0.403816,[50 19] ; [54 16],[51.62589928 17.37410072] ; [52.37410072 17.62589928],0
a5,1,0.546942,0.362825,[39 30] ; [36 34],[37.23021583 31.76978417] ; [37.76978417 32.23021583],0
a3,1,0.553079,0.35183,[33 36] ; [37 33],[34.74820144 34.25179856] ; [35.25179856 34.74820144],0
a6,1,0.556477,0.34584,[39 30] ; [43 27],[40.70503597 28.29496403] ; [41.29496403 28.70503597],0
v2,1,0.652295,0.203019,[27 39] ; [30 37],[28.28571429 37.71428571] ; [28.71428571 38.28571429],0
u1,1,0.660583,0.192816,[ 2 67] ; [ 3 67],[ 2.48201439 66.51798561] ; [ 2.51798561 67.48201439],0
p4,1,0.664332,0.188304,[39 30] ; [37 33],[37.72661871 31.27338129] ; [38.27338129 31.72661871],0
d1,1,0.683714,0.165975,[ 4 65] ; [ 3 67],[ 3.47482014 65.52517986] ; [ 3.52517986 66.47482014],0
a8,1,0.709542,0.138735,[ 8 54] ; [ 7 58],[ 7.32283465 54.67716535] ; [ 7.67716535 57.32283465],0
r1,1,0.722768,0.125856,[45 22] ; [45 25],[44.01459854 22.98540146] ; [45.98540146 24.01459854],0
d5,1,0.733451,0.115966,[34 35] ; [36 33],[35. 34.] ; [35. 34.],0
p5,1,0.770733,0.084923,[ 7 62] ; [ 6 63],[ 6.5 62.5] ; [ 6.5 62.5],0
p1,1,0.771394,0.084421,[ 9 60] ; [ 8 62],[ 8.43884892 60.56115108] ; [ 8.56115108 61.43884892],0
n1,1,0.780332,0.077778,[ 6 12] ; [ 9 15],[ 6.42857143 11.57142857] ; [ 8.57142857 15.42857143],0
u3,1,0.847705,0.036882,[15 21] ; [13 20],[14.60869565 21.39130435] ; [13.39130435 19.60869565],0
v1,1,0.898722,0.016199,[29 37] ; [30 40],[28.63235294 37.36764706] ; [30.36764706 39.63235294],0
v4,1,0.942651,0.005175,[62  5] ; [65  5],[62.10948905  4.89051095] ; [64.89051095  5.10948905],0
p7,1,0.94997,0.003937,[45 24] ; [44 24],[44.82481752 24.17518248] ; [44.17518248 23.82481752],0
p9,1,0.963916,0.002047,[54 15] ; [53 15],[53.89051095 15.10948905] ; [53.10948905 14.89051095],0
p3,1,0.980103,0.000622,[29 39] ; [30 40],[29.07246377 38.92753623] ; [29.92753623 40.07246377],0
