Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.501742,[125   8] ; [21 17],[113.55555556  19.44444444] ; [32.44444444  5.55555556],1
d3,1,2.1e-05,18.133592,[103  29] ; [16 22],[92.4 39.6] ; [26.6 11.4],1
r3,1,0.001038,10.758352,[127   6] ; [30  8],[122.11111111  10.88888889] ; [34.88888889  3.11111111],0
d1,1,0.002008,9.542411,[83 50] ; [13 25],[74.66666667 58.33333333] ; [21.33333333 16.66666667],0
s6,1,0.002225,9.35381,[112  19] ; [24 14],[105.42011834  25.57988166] ; [30.57988166  7.42011834],0
n4,1,0.005481,7.713563,[114  19] ; [25 13],[108.11111111  24.88888889] ; [30.88888889  7.11111111],0
r2,1,0.013945,6.045082,[127   6] ; [31  6],[123.61176471   9.38823529] ; [34.38823529  2.61176471],0
u1,1,0.01593,5.810573,[ 30 103] ; [ 2 36],[ 24.88888889 108.11111111] ; [ 7.11111111 30.88888889],0
s3,1,0.017821,5.613638,[102  30] ; [22 16],[96.28235294 35.71764706] ; [27.71764706 10.28235294],0
d5,1,0.022166,5.232731,[106  25] ; [24 14],[100.76923077  30.23076923] ; [29.23076923  8.76923077],0
a2,1,0.022663,5.194115,[38 95] ; [ 4 34],[ 32.66666667 100.33333333] ; [ 9.33333333 28.66666667],0
n6,1,0.025153,5.013326,[119  13] ; [29  9],[114.91764706  17.08235294] ; [33.08235294  4.91764706],0
v1,1,0.040885,4.180762,[57 73] ; [ 9 27],[51.68674699 78.31325301] ; [14.31325301 21.68674699],0
d4,1,0.060387,3.526711,[108  23] ; [26 12],[103.86982249  27.13017751] ; [30.13017751  7.86982249],0
s4,1,0.064607,3.414977,[35 97] ; [16 22],[39.6 92.4] ; [11.4 26.6],0
b1,1,0.083651,2.9925,[63 70] ; [12 26],[58.33333333 74.66666667] ; [16.66666667 21.33333333],0
p8,1,0.08481,2.970223,[77 56] ; [16 22],[72.33333333 60.66666667] ; [20.66666667 17.33333333],0
n5,1,0.091495,2.847865,[108  25] ; [26 12],[104.22222222  28.77777778] ; [29.77777778  8.22222222],0
p7,1,0.100119,2.70365,[86 44] ; [19 18],[81.73652695 48.26347305] ; [23.26347305 13.73652695],0
a4,1,0.101895,2.675638,[69 64] ; [14 24],[64.55555556 68.44444444] ; [18.44444444 19.55555556],0
a3,1,0.12316,2.37667,[103  29] ; [25 13],[99.38823529 32.61176471] ; [28.61176471  9.38823529],0
p10,1,0.137434,2.206452,[112  21] ; [28 10],[108.88888889  24.11111111] ; [31.11111111  6.88888889],0
p6,1,0.139745,2.180767,[63 69] ; [13 25],[59.01176471 72.98823529] ; [16.98823529 21.01176471],0
s2,1,0.163436,1.942147,[93 40] ; [22 16],[89.44444444 43.55555556] ; [25.55555556 12.44444444],0
s1,1,0.186738,1.743165,[ 12 120] ; [ 1 37],[ 10.09411765 121.90588235] ; [ 2.90588235 35.09411765],0
n3,1,0.195137,1.678403,[16 14] ; [13  5],[18.125 11.875] ; [10.875  7.125],0
p5,1,0.205035,1.606143,[ 26 105] ; [ 4 33],[ 23.39285714 107.60714286] ; [ 6.60714286 30.39285714],0
a7,1,0.20786,1.586271,[85 48] ; [20 18],[81.66666667 51.33333333] ; [23.33333333 14.66666667],0
p12,1,0.242171,1.367913,[ 11 122] ; [ 1 36],[  9.38823529 123.61176471] ; [ 2.61176471 34.38823529],0
