Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000367,12.692113,[ 96 147] ; [29 13],[106.57894737 136.42105263] ; [18.42105263 23.57894737],1
s2,1,0.000627,11.692996,[137 109] ; [38  8],[147.43150685  98.56849315] ; [27.56849315 18.43150685],1
v2,1,0.000831,11.169662,[187  55] ; [24 21],[177.91637631  64.08362369] ; [33.08362369 11.91637631],1
s6,1,0.000997,10.832501,[171  76] ; [41  3],[179.94501718  67.05498282] ; [32.05498282 11.94501718],1
s8,1,0.01364,6.084186,[128 118] ; [33 13],[135.6369863 110.3630137] ; [25.3630137 20.6369863],0
p6,1,0.014532,5.972348,[108 134] ; [29 16],[115.51916376 126.48083624] ; [21.48083624 23.51916376],0
v3,1,0.020531,5.366137,[138  97] ; [18 27],[130.92857143 104.07142857] ; [25.07142857 19.92857143],0
s3,1,0.030048,4.706557,[138 105] ; [34 12],[144.62283737  98.37716263] ; [27.37716263 18.62283737],0
u2,1,0.052613,3.756169,[32 16] ; [2 5],[29.67272727 18.32727273] ; [4.32727273 2.67272727],0
a8,1,0.053799,3.718919,[ 34 181] ; [ 2 41],[ 30. 185.] ; [ 6. 37.],0
s7,1,0.073352,3.206367,[127 110] ; [30 14],[132.41637011 104.58362989] ; [24.58362989 19.41637011],0
n2,1,0.164915,1.928571,[35 10] ; [5 4],[33.33333333 11.66666667] ; [6.66666667 2.33333333],0
p10,1,0.182647,1.775953,[211  34] ; [42  3],[213.74137931  31.25862069] ; [39.25862069  5.74137931],0
p4,1,0.189439,1.721977,[174  71] ; [37  9],[177.64604811  67.35395189] ; [33.35395189 12.64604811],0
p5,1,0.229429,1.444396,[ 36 209] ; [10 36],[ 38.72852234 206.27147766] ; [ 7.27147766 38.72852234],0
n4,1,0.279513,1.169455,[210  38] ; [36 10],[207.51020408  40.48979592] ; [38.48979592  7.51020408],0
p3,1,0.310342,1.029219,[145  99] ; [31 15],[148.08275862  95.91724138] ; [27.91724138 18.08275862],0
b5,1,0.319077,0.992727,[154  95] ; [32 14],[156.99661017  92.00338983] ; [29.00338983 16.99661017],0
v4,1,0.340737,0.907656,[243   5] ; [44  2],[242.0952381   5.9047619] ; [44.9047619  1.0952381],0
s1,1,0.348747,0.87801,[  5 240] ; [ 2 44],[  5.89347079 239.10652921] ; [ 1.10652921 44.89347079],0
p1,1,0.375923,0.783993,[ 22 226] ; [ 6 40],[ 23.61904762 224.38095238] ; [ 4.38095238 41.61904762],0
a6,1,0.379084,0.773669,[182  65] ; [31 15],[179.55972696  67.44027304] ; [33.44027304 12.55972696],0
p9,1,0.41316,0.669688,[218  26] ; [42  3],[219.51557093  24.48442907] ; [40.48442907  4.51557093],0
p8,1,0.426269,0.632967,[151  93] ; [30 14],[153.34722222  90.65277778] ; [27.65277778 16.34722222],0
r4,1,0.426328,0.632806,[230  19] ; [44  2],[231.27457627  17.72542373] ; [42.72542373  3.27457627],0
u1,1,0.427804,0.628779,[ 67 182] ; [15 31],[ 69.21355932 179.78644068] ; [12.78644068 33.21355932],0
n3,1,0.438578,0.6,[31 14] ; [5 4],[30. 15.] ; [6. 3.],0
p2,1,0.462291,0.540341,[218  28] ; [39  7],[216.51369863  29.48630137] ; [40.48630137  5.51369863],0
