Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.866337,[1 6] ; [100  12],[5.94117647 1.05882353] ; [95.05882353 16.94117647],1
p10,1,0.000682,11.537514,[2 5] ; [89 19],[5.53913043 1.46086957] ; [85.46086957 22.53913043],1
r2,1,0.000707,11.470126,[4 3] ; [105   7],[6.41176471 0.58823529] ; [102.58823529   9.41176471],1
r3,1,0.001046,10.745169,[5 2] ; [107   3],[6.7008547 0.2991453] ; [105.2991453   4.7008547],0
p9,1,0.001175,10.528853,[2 5] ; [86 20],[5.45132743 1.54867257] ; [82.54867257 23.45132743],0
p2,1,0.016379,5.761704,[3 4] ; [90 21],[5.51694915 1.48305085] ; [87.48305085 23.51694915],0
s1,1,0.019562,5.450609,[2 5] ; [  6 103],[0.48275862 6.51724138] ; [  7.51724138 101.48275862],0
d2,1,0.030688,4.67033,[4 3] ; [24 88],[1.64705882 5.35294118] ; [26.35294118 85.64705882],0
p7,1,0.035757,4.408664,[2 5] ; [71 34],[4.5625 2.4375] ; [68.4375 36.5625],0
p4,1,0.041137,4.170357,[1 6] ; [60 51],[3.61864407 3.38135593] ; [57.38135593 53.61864407],0
s8,1,0.060131,3.533758,[1 6] ; [57 55],[3.41176471 3.58823529] ; [54.58823529 57.41176471],0
r1,1,0.062784,3.462284,[3 4] ; [84 28],[5.11764706 1.88235294] ; [81.88235294 30.11764706],0
v1,1,0.077475,3.117099,[1 6] ; [53 56],[3.25862069 3.74137931] ; [50.74137931 58.25862069],0
s6,1,0.114903,2.485455,[4 3] ; [89 20],[5.61206897 1.38793103] ; [87.38793103 21.61206897],0
p8,1,0.121405,2.399104,[1 5] ; [54 56],[2.84482759 3.15517241] ; [52.15517241 57.84482759],0
p11,1,0.124819,2.35578,[3 4] ; [79 33],[4.82352941 2.17647059] ; [77.17647059 34.82352941],0
s5,1,0.2016,1.630746,[1 6] ; [41 66],[2.57894737 4.42105263] ; [39.42105263 67.57894737],0
p6,1,0.207372,1.589681,[1 6] ; [41 67],[2.55652174 4.44347826] ; [39.44347826 68.55652174],0
s7,1,0.215033,1.537215,[2 4] ; [62 43],[3.45945946 2.54054054] ; [60.54054054 44.45945946],0
n2,1,0.233613,1.418727,[1 1] ; [21  4],[1.62962963 0.37037037] ; [20.37037037  4.62962963],0
u3,1,0.237244,1.396896,[1 2] ; [40 20],[1.95238095 1.04761905] ; [39.04761905 20.95238095],0
u1,1,0.249279,1.327341,[1 6] ; [  5 107],[0.35294118 6.64705882] ; [  5.64705882 106.35294118],0
v3,1,0.324186,0.971985,[1 6] ; [34 72],[2.16814159 4.83185841] ; [32.83185841 73.16814159],0
n5,1,0.334186,0.932608,[4 3] ; [82 29],[5.10169492 1.89830508] ; [80.89830508 30.10169492],0
v2,1,0.426627,0.631989,[2 5] ; [47 60],[3.00877193 3.99122807] ; [45.99122807 61.00877193],0
d5,1,0.430635,0.621109,[4 3] ; [79 32],[4.92372881 2.07627119] ; [78.07627119 32.92372881],0
b1,1,0.431125,0.619792,[2 5] ; [49 63],[3. 4.] ; [48. 64.],0
b4,1,0.484873,0.487883,[5 2] ; [65 47],[4.11764706 2.88235294] ; [65.88235294 46.11764706],0
a7,1,0.545359,0.365698,[4 3] ; [75 35],[4.72649573 2.27350427] ; [74.27350427 35.72649573],0
a3,1,0.55013,0.357085,[4 3] ; [51 61],[3.23529412 3.76470588] ; [51.76470588 60.23529412],0
p3,1,0.591169,0.288523,[2 5] ; [43 68],[2.66949153 4.33050847] ; [42.33050847 68.66949153],0
d4,1,0.65727,0.196857,[5 2] ; [88 24],[5.47058824 1.52941176] ; [87.52941176 24.47058824],0
n4,1,0.666029,0.186282,[4 3] ; [73 39],[4.52941176 2.47058824] ; [72.47058824 39.52941176],0
n6,1,0.676884,0.173655,[5 2] ; [86 24],[5.44444444 1.55555556] ; [85.55555556 24.44444444],0
d3,1,0.716083,0.132277,[4 3] ; [71 40],[4.44915254 2.55084746] ; [70.55084746 40.44915254],0
d1,1,0.776749,0.080405,[3 4] ; [42 70],[2.64705882 4.35294118] ; [42.35294118 69.64705882],0
b5,1,0.776749,0.080405,[4 3] ; [70 42],[4.35294118 2.64705882] ; [69.64705882 42.35294118],0
a6,1,0.818424,0.052703,[3 4] ; [53 59],[3.29411765 3.70588235] ; [52.70588235 59.29411765],0
u2,1,0.844626,0.038408,[2 1] ; [36 23],[1.83870968 1.16129032] ; [36.16129032 22.83870968],0
b2,1,0.870592,0.026538,[1 3] ; [14 51],[0.86956522 3.13043478] ; [14.13043478 50.86956522],0
b3,1,0.870592,0.026538,[1 3] ; [14 51],[0.86956522 3.13043478] ; [14.13043478 50.86956522],0
s3,1,0.890165,0.019071,[6 1] ; [98 14],[6.11764706 0.88235294] ; [97.88235294 14.11764706],0
p1,1,0.897447,0.016612,[1 6] ; [14 97],[0.88983051 6.11016949] ; [14.11016949 96.88983051],0
s4,1,0.936207,0.006406,[2 5] ; [33 77],[2.09401709 4.90598291] ; [32.90598291 77.09401709],0
