Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,44.160182,[19  4] ; [12 78],[ 6.30973451 16.69026549] ; [24.69026549 65.30973451],1
s6,1,2e-06,22.244595,[17  6] ; [22 75],[ 7.475 15.525] ; [31.525 65.475],1
s2,1,3.7e-05,17.021311,[14  9] ; [18 79],[ 6.13333333 16.86666667] ; [25.86666667 71.13333333],1
p10,1,0.000357,12.744139,[19  3] ; [41 52],[11.47826087 10.52173913] ; [48.52173913 44.47826087],1
p9,1,0.000517,12.053568,[21  2] ; [48 45],[13.68103448  9.31896552] ; [55.31896552 37.68103448],1
s3,1,0.001394,10.213621,[14  8] ; [26 68],[ 7.5862069 14.4137931] ; [32.4137931 61.5862069],0
p11,1,0.001652,9.901347,[19  5] ; [42 55],[12.09917355 11.90082645] ; [48.90082645 48.09917355],0
p6,1,0.001911,9.633224,[ 9 14] ; [11 82],[ 3.96551724 19.03448276] ; [16.03448276 76.96551724],0
p2,1,0.002851,8.900638,[20  4] ; [46 47],[13.53846154 10.46153846] ; [52.46153846 40.53846154],0
p4,1,0.005866,7.59106,[14 10] ; [27 68],[ 8.26890756 15.73109244] ; [32.73109244 62.26890756],0
r3,1,0.014984,5.918302,[19  5] ; [48 45],[13.74358974 10.25641026] ; [53.25641026 39.74358974],0
n5,1,0.020489,5.369716,[19  4] ; [53 41],[14.15384615  8.84615385] ; [57.84615385 36.15384615],0
v1,1,0.029973,4.710816,[13  9] ; [32 62],[ 8.53448276 13.46551724] ; [36.46551724 57.53448276],0
v2,1,0.032408,4.576759,[14 10] ; [32 61],[ 9.43589744 14.56410256] ; [36.56410256 56.43589744],0
v3,1,0.037708,4.318139,[10 14] ; [20 75],[ 6.05042017 17.94957983] ; [23.94957983 71.05042017],0
n2,1,0.044045,4.054834,[11  2] ; [23 20],[7.89285714 5.10714286] ; [26.10714286 16.89285714],0
s5,1,0.048764,3.88346,[ 7 16] ; [13 84],[ 3.83333333 19.16666667] ; [16.16666667 80.83333333],0
p7,1,0.064379,3.420814,[12 11] ; [29 63],[ 8.2 14.8] ; [32.8 59.2],0
p8,1,0.067671,3.338626,[10 14] ; [22 73],[ 6.45378151 17.54621849] ; [25.54621849 69.45378151],0
n6,1,0.079821,3.068533,[17  6] ; [50 43],[13.28448276  9.71551724] ; [53.71551724 39.28448276],0
a3,1,0.086515,2.938061,[18  6] ; [53 42],[14.31932773  9.68067227] ; [56.68067227 38.31932773],0
