Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,71.50389,[303  79] ; [58 84],[263.17175573 118.82824427] ; [97.82824427 44.17175573],1
d2,1,0.0,42.590146,[209 171] ; [ 33 110],[175.83173996 204.16826004] ; [66.16826004 76.83173996],1
a4,1,0.0,42.499111,[193 188] ; [ 27 115],[160.26768642 220.73231358] ; [59.73231358 82.26768642],1
d1,1,0.0,34.301302,[240 142] ; [49 94],[210.28190476 171.71809524] ; [78.71809524 64.28190476],1
d4,1,1e-06,23.699872,[325  56] ; [94 48],[305.23709369  75.76290631] ; [113.76290631  28.23709369],1
a6,1,2e-06,23.137766,[290  91] ; [78 65],[267.57251908 113.42748092] ; [100.42748092  42.57251908],1
u1,1,3e-06,21.913944,[ 77 305] ; [  5 138],[ 59.6647619 322.3352381] ; [ 22.3352381 120.6647619],1
d5,1,3e-06,21.733697,[325  56] ; [96 47],[306.10877863  74.89122137] ; [114.89122137  28.10877863],1
r1,1,0.000102,15.09389,[337  42] ; [107  35],[322.9865643  56.0134357] ; [121.0134357  20.9865643],1
n4,1,0.000163,14.221227,[293  87] ; [86 56],[275.90038314 104.09961686] ; [103.09961686  38.90038314],1
v2,1,0.0004,12.532193,[216 149] ; [54 77],[198.68951613 166.31048387] ; [71.31048387 59.68951613],1
b3,1,0.000464,12.25372,[ 88 148] ; [11 61],[ 75.85714286 160.14285714] ; [23.14285714 48.85714286],1
b2,1,0.000464,12.25372,[ 88 148] ; [11 61],[ 75.85714286 160.14285714] ; [23.14285714 48.85714286],1
s7,1,0.001428,10.16879,[166 197] ; [40 94],[150.45875252 212.54124748] ; [55.54124748 78.45875252],0
n5,1,0.006901,7.298576,[283  97] ; [88 53],[270.5950096 109.4049904] ; [100.4049904  40.5950096],0
p8,1,0.007329,7.190502,[174 203] ; [47 95],[160.53371869 216.46628131] ; [60.46628131 81.53371869],0
v1,1,0.014193,6.013929,[190 180] ; [54 84],[177.71653543 192.28346457] ; [66.28346457 71.71653543],0
p3,1,0.017305,5.66519,[169 212] ; [47 96],[157.05343511 223.94656489] ; [58.94656489 84.05343511],0
p4,1,0.018564,5.542169,[195 185] ; [56 85],[183.07101727 196.92898273] ; [67.92898273 73.07101727],0
p2,1,0.019805,5.429011,[310  71] ; [103  40],[300.29198473  80.70801527] ; [112.70801527  30.29198473],0
v4,1,0.020696,5.352224,[374   7] ; [134   8],[370.07265774  10.92734226] ; [137.92734226   4.07265774],0
p10,1,0.023394,5.139009,[306  74] ; [99 40],[296.53179191  83.46820809] ; [108.46820809  30.53179191],0
s8,1,0.025664,4.978496,[157 222] ; [44 99],[145.93678161 233.06321839] ; [55.06321839 87.93678161],0
d3,1,0.026556,4.919475,[263 118] ; [84 59],[252.30343511 128.69656489] ; [94.69656489 48.30343511],0
s5,1,0.032352,4.57977,[115 256] ; [ 29 107],[105.37278107 265.62721893] ; [38.62721893 97.37278107],0
p11,1,0.047061,3.943207,[306  76] ; [103  40],[297.59619048  84.40380952] ; [111.40380952  31.59619048],0
s6,1,0.064315,3.422458,[248 128] ; [80 60],[239.00775194 136.99224806] ; [88.99224806 51.00775194],0
