Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,23.159662,[36  7] ; [39 59],[22.87234043 20.12765957] ; [52.12765957 45.87234043],1
s6,1,3e-06,21.790496,[38  5] ; [46 53],[25.43661972 17.56338028] ; [58.56338028 40.43661972],1
s8,1,5.5e-05,16.268172,[26 18] ; [24 75],[15.38461538 28.61538462] ; [34.61538462 64.38461538],1
s2,1,6.5e-05,15.949002,[30 14] ; [32 67],[19.07692308 24.92307692] ; [42.92307692 56.07692308],1
p9,1,0.00036,12.727273,[36  8] ; [48 48],[26.4 17.6] ; [57.6 38.4],1
s7,1,0.000364,12.709802,[28 12] ; [33 58],[18.6259542 21.3740458] ; [42.3740458 48.6259542],1
r4,1,0.002249,9.334013,[40  4] ; [66 33],[32.61538462 11.38461538] ; [73.38461538 25.61538462],0
s4,1,0.002258,9.326649,[12 32] ; [ 8 91],[ 6.15384615 37.84615385] ; [13.84615385 85.15384615],0
p4,1,0.007274,7.203985,[26 17] ; [35 62],[18.73571429 24.26428571] ; [42.26428571 54.73571429],0
d3,1,0.00738,7.17805,[35  9] ; [55 43],[27.88732394 16.11267606] ; [62.11267606 35.88732394],0
p2,1,0.010076,6.621437,[35  9] ; [56 42],[28.1971831 15.8028169] ; [62.8028169 35.1971831],0
s3,1,0.011397,6.402344,[28 16] ; [39 57],[21.05714286 22.94285714] ; [45.94285714 50.05714286],0
v4,1,0.013999,6.038234,[41  3] ; [75 24],[35.69230769  8.30769231] ; [80.30769231 18.69230769],0
v2,1,0.020448,5.37322,[26 18] ; [37 60],[19.65957447 24.34042553] ; [43.34042553 53.65957447],0
r1,1,0.023866,5.104368,[38  6] ; [67 31],[32.53521127 11.46478873] ; [72.46478873 25.53521127],0
p6,1,0.038719,4.273148,[19 25] ; [25 72],[13.73049645 30.26950355] ; [30.26950355 66.73049645],0
r3,1,0.040345,4.203301,[38  5] ; [72 27],[33.30985915  9.69014085] ; [76.69014085 22.30985915],0
a8,1,0.040437,4.199472,[ 9 28] ; [ 9 79],[ 5.328 31.672] ; [12.672 75.328],0
a1,1,0.058655,3.575,[ 1 43] ; [12 87],[ 4. 40.] ; [ 9. 90.],0
