Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.010691,6.516012,[ 1 10] ; [3 1],[2.93333333 8.06666667] ; [1.06666667 2.93333333],0
d4,1,0.064458,3.418803,[11  1] ; [2 2],[9.75 2.25] ; [3.25 0.75],0
p2,1,0.064458,3.418803,[11  1] ; [2 2],[9.75 2.25] ; [3.25 0.75],0
s8,1,0.073638,3.2,[9 3] ; [1 3],[7.5 4.5] ; [2.5 1.5],0
v1,1,0.073638,3.2,[9 3] ; [1 3],[7.5 4.5] ; [2.5 1.5],0
v3,1,0.145729,2.116402,[4 8] ; [3 1],[5.25 6.75] ; [1.75 2.25],0
b3,1,0.157299,2.0,[1 7] ; [2 2],[2. 6.] ; [1. 3.],0
b2,1,0.157299,2.0,[1 7] ; [2 2],[2. 6.] ; [1. 3.],0
d1,1,0.248213,1.333333,[7 5] ; [1 3],[6. 6.] ; [2. 2.],0
p7,1,0.248213,1.333333,[5 7] ; [3 1],[6. 6.] ; [2. 2.],0
a5,1,0.248213,1.333333,[7 5] ; [1 3],[6. 6.] ; [2. 2.],0
a7,1,0.350201,0.872727,[9 3] ; [2 2],[8.25 3.75] ; [2.75 1.25],0
d5,1,0.350201,0.872727,[9 3] ; [2 2],[8.25 3.75] ; [2.75 1.25],0
p1,1,0.550985,0.355556,[4 8] ; [2 2],[4.5 7.5] ; [1.5 2.5],0
p8,1,0.550985,0.355556,[8 4] ; [2 2],[7.5 4.5] ; [2.5 1.5],0
p3,1,0.550985,0.355556,[8 4] ; [2 2],[7.5 4.5] ; [2.5 1.5],0
a4,1,0.550985,0.355556,[5 7] ; [1 3],[4.5 7.5] ; [1.5 2.5],0
b5,1,0.550985,0.355556,[7 5] ; [3 1],[7.5 4.5] ; [2.5 1.5],0
b4,1,0.550985,0.355556,[8 4] ; [2 2],[7.5 4.5] ; [2.5 1.5],0
s7,1,0.550985,0.355556,[8 4] ; [2 2],[7.5 4.5] ; [2.5 1.5],0
s5,1,0.732678,0.116667,[4 6] ; [2 2],[4.28571429 5.71428571] ; [1.71428571 2.28571429],0
a6,1,0.755497,0.09697,[4 8] ; [1 3],[3.75 8.25] ; [1.25 2.75],0
p6,1,0.771084,0.084656,[5 7] ; [2 2],[5.25 6.75] ; [1.75 2.25],0
b1,1,0.771084,0.084656,[5 7] ; [2 2],[5.25 6.75] ; [1.75 2.25],0
s2,1,0.771084,0.084656,[7 5] ; [2 2],[6.75 5.25] ; [2.25 1.75],0
d2,1,0.771084,0.084656,[7 5] ; [2 2],[6.75 5.25] ; [2.25 1.75],0
a3,1,0.771084,0.084656,[5 7] ; [2 2],[5.25 6.75] ; [1.75 2.25],0
u3,1,0.857714,0.032143,[4 3] ; [1 1],[3.88888889 3.11111111] ; [1.11111111 0.88888889],0
u2,1,0.857714,0.032143,[4 3] ; [1 1],[3.88888889 3.11111111] ; [1.11111111 0.88888889],0
s3,1,1.0,0.0,[9 3] ; [3 1],[9. 3.] ; [3. 1.],0
v2,1,1.0,0.0,[3 9] ; [1 3],[3. 9.] ; [1. 3.],0
d3,1,1.0,0.0,[9 3] ; [3 1],[9. 3.] ; [3. 1.],0
u1,1,1.0,0.0,[3 9] ; [1 3],[3. 9.] ; [1. 3.],0
