Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.002838,8.908772,[30  7] ; [35 33],[22.9047619 14.0952381] ; [42.0952381 25.9047619],0
p3,1,0.026976,4.892329,[20 17] ; [21 45],[14.72815534 22.27184466] ; [26.27184466 39.72815534],0
s5,1,0.033931,4.498156,[ 3 30] ; [18 47],[ 7.07142857 25.92857143] ; [13.92857143 51.07142857],0
r1,1,0.067352,3.346414,[31  6] ; [45 22],[27.03846154  9.96153846] ; [48.96153846 18.03846154],0
p11,1,0.080615,3.052464,[24 13] ; [32 36],[19.73333333 17.26666667] ; [36.26666667 31.73333333],0
p2,1,0.101143,2.687421,[28  9] ; [40 27],[24.19230769 12.80769231] ; [43.80769231 23.19230769],0
a3,1,0.113059,2.51093,[26 11] ; [37 31],[22.2 14.8] ; [40.8 27.2],0
r4,1,0.141348,2.163219,[30  7] ; [46 22],[26.78095238 10.21904762] ; [49.21904762 18.78095238],0
b1,1,0.174439,1.84438,[22 15] ; [31 37],[18.67619048 18.32380952] ; [34.32380952 33.67619048],0
p8,1,0.202543,1.623941,[11 26] ; [28 38],[14.00970874 22.99029126] ; [24.99029126 41.00970874],0
a4,1,0.205293,1.604312,[16 21] ; [21 47],[13.03809524 23.96190476] ; [23.96190476 44.03809524],0
s2,1,0.246191,1.344792,[11 26] ; [28 40],[13.74285714 23.25714286] ; [25.25714286 42.74285714],0
d2,1,0.285164,1.142311,[17 20] ; [24 44],[14.44761905 22.55238095] ; [26.55238095 41.44761905],0
d5,1,0.306208,1.04696,[30  7] ; [49 19],[27.83809524  9.16190476] ; [51.16190476 16.83809524],0
s8,1,0.310637,1.027966,[ 8 29] ; [21 47],[10.21904762 26.78095238] ; [18.78095238 49.21904762],0
p10,1,0.324054,0.972513,[17 20] ; [37 29],[19.39805825 17.60194175] ; [34.60194175 31.39805825],0
p9,1,0.362314,0.829858,[19 18] ; [40 26],[21.19417476 15.80582524] ; [37.80582524 28.19417476],0
s6,1,0.393476,0.728174,[15 22] ; [33 34],[17.07692308 19.92307692] ; [30.92307692 36.07692308],0
v1,1,0.417485,0.657383,[13 24] ; [29 38],[14.94230769 22.05769231] ; [27.05769231 39.94230769],0
r3,1,0.452896,0.563394,[33  4] ; [57 11],[31.71428571  5.28571429] ; [58.28571429  9.71428571],0
d3,1,0.468146,0.526349,[26 11] ; [43 25],[24.31428571 12.68571429] ; [44.68571429 23.31428571],0
a7,1,0.493835,0.468159,[22 15] ; [45 23],[23.60952381 13.39047619] ; [43.39047619 24.60952381],0
u1,1,0.528252,0.397753,[ 2 35] ; [ 6 62],[ 2.81904762 34.18095238] ; [ 5.18095238 62.81904762],0
s1,1,0.528252,0.397753,[ 2 35] ; [ 6 62],[ 2.81904762 34.18095238] ; [ 5.18095238 62.81904762],0
n1,1,0.54955,0.358123,[4 6] ; [ 8 19],[3.24324324 6.75675676] ; [ 8.75675676 18.24324324],0
n2,1,0.549667,0.357914,[7 3] ; [16 11],[6.21621622 3.78378378] ; [16.78378378 10.21621622],0
b2,1,0.551772,0.354153,[ 8 14] ; [11 27],[ 6.96666667 15.03333333] ; [12.03333333 25.96666667],0
b3,1,0.551772,0.354153,[ 8 14] ; [11 27],[ 6.96666667 15.03333333] ; [12.03333333 25.96666667],0
p4,1,0.553566,0.350968,[16 21] ; [25 42],[14.58653846 22.41346154] ; [26.41346154 40.58653846],0
p6,1,0.582742,0.301822,[ 8 29] ; [11 53],[ 6.96039604 30.03960396] ; [12.03960396 51.96039604],0
p1,1,0.588288,0.293025,[ 3 33] ; [ 8 60],[ 3.80769231 32.19230769] ; [ 7.19230769 60.80769231],0
d1,1,0.588579,0.29257,[17 20] ; [35 33],[18.32380952 18.67619048] ; [33.67619048 34.32380952],0
b4,1,0.616795,0.250397,[21 16] ; [42 26],[22.2 14.8] ; [40.8 27.2],0
r2,1,0.621958,0.243125,[31  5] ; [56 12],[30.11538462  5.88461538] ; [56.88461538 11.11538462],0
p12,1,0.660282,0.193182,[ 1 35] ; [ 1 65],[ 0.70588235 35.29411765] ; [ 1.29411765 64.70588235],0
a2,1,0.67668,0.173887,[ 6 31] ; [ 9 59],[ 5.28571429 31.71428571] ; [ 9.71428571 58.28571429],0
d4,1,0.721692,0.126878,[30  7] ; [57 11],[30.65714286  6.34285714] ; [56.34285714 11.65714286],0
v3,1,0.733045,0.116334,[10 25] ; [16 47],[ 9.28571429 25.71428571] ; [16.71428571 46.28571429],0
v4,1,0.758284,0.0947,[30  6] ; [55 13],[29.42307692  6.57692308] ; [55.57692308 12.42307692],0
a1,1,0.819336,0.052166,[ 2 35] ; [ 3 65],[ 1.76190476 35.23809524] ; [ 3.23809524 64.76190476],0
u3,1,0.864967,0.028918,[8 3] ; [21  9],[7.7804878 3.2195122] ; [21.2195122  8.7804878],0
u2,1,0.864967,0.028918,[8 3] ; [21  9],[7.7804878 3.2195122] ; [21.2195122  8.7804878],0
p7,1,0.86687,0.028102,[16 21] ; [27 38],[15.59803922 21.40196078] ; [27.40196078 37.59803922],0
s3,1,0.898992,0.016112,[17 19] ; [33 35],[17.30769231 18.69230769] ; [32.69230769 35.30769231],0
b5,1,0.933534,0.006955,[22 15] ; [41 27],[22.2 14.8] ; [40.8 27.2],0
a6,1,0.949525,0.004007,[22 15] ; [40 28],[21.84761905 15.15238095] ; [40.15238095 27.84761905],0
s7,1,0.952027,0.003619,[10 22] ; [19 43],[ 9.87234043 22.12765957] ; [19.12765957 42.87234043],0
v2,1,0.979252,0.000676,[15 21] ; [26 36],[15.06122449 20.93877551] ; [25.93877551 36.06122449],0
s4,1,0.980236,0.000614,[ 7 30] ; [13 55],[ 7.04761905 29.95238095] ; [12.95238095 55.04761905],0
n3,1,1.0,0.0,[6 3] ; [18  9],[6. 3.] ; [18.  9.],0
