Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.017982,5.5979,[34 15] ; [25 29],[28.06796117 20.93203883] ; [30.93203883 23.06796117],0
s6,1,0.028989,4.76827,[40  6] ; [37 17],[35.42 10.58] ; [41.58 12.42],0
n5,1,0.03391,4.499227,[37 12] ; [30 24],[31.87378641 17.12621359] ; [35.12621359 18.87378641],0
v3,1,0.036924,4.353922,[23 26] ; [14 38],[17.95049505 31.04950495] ; [19.04950495 32.95049505],0
s8,1,0.042299,4.123214,[27 22] ; [19 35],[21.88349515 27.11650485] ; [24.11650485 29.88349515],0
s7,1,0.054014,3.712257,[30 15] ; [23 26],[25.37234043 19.62765957] ; [27.62765957 21.37234043],0
n6,1,0.061844,3.487238,[42  7] ; [38 16],[38.05825243 10.94174757] ; [41.94174757 12.05825243],0
p9,1,0.062254,3.476296,[39 11] ; [33 21],[34.61538462 15.38461538] ; [37.38461538 16.61538462],0
r4,1,0.072801,3.218706,[46  4] ; [43 11],[42.78846154  7.21153846] ; [46.21153846  7.78846154],0
v2,1,0.094332,2.798857,[29 21] ; [22 31],[24.75728155 25.24271845] ; [26.24271845 26.75728155],0
a7,1,0.103112,2.656742,[38 12] ; [33 21],[34.13461538 15.86538462] ; [36.86538462 17.13461538],0
p5,1,0.110366,2.548972,[ 9 41] ; [ 4 49],[ 6.31067961 43.68932039] ; [ 6.68932039 46.31067961],0
a2,1,0.112657,2.516543,[16 34] ; [10 44],[12.5 37.5] ; [13.5 40.5],0
d3,1,0.18209,1.780486,[40 10] ; [37 17],[37.01923077 12.98076923] ; [39.98076923 14.01923077],0
p2,1,0.192775,1.696282,[43  7] ; [41 13],[40.38461538  9.61538462] ; [43.61538462 10.38461538],0
n4,1,0.195813,1.673331,[35 14] ; [32 22],[31.87378641 17.12621359] ; [35.12621359 18.87378641],0
s5,1,0.214574,1.540295,[21 25] ; [17 34],[18.02061856 27.97938144] ; [19.97938144 31.02061856],0
r3,1,0.216915,1.524667,[47  3] ; [46  7],[45.14563107  4.85436893] ; [47.85436893  5.14563107],0
r2,1,0.216915,1.524667,[47  3] ; [46  7],[45.14563107  4.85436893] ; [47.85436893  5.14563107],0
b5,1,0.26492,1.242864,[34 16] ; [31 23],[31.25 18.75] ; [33.75 20.25],0
u4,1,0.27174,1.207941,[ 3 47] ; [ 1 53],[ 1.92307692 48.07692308] ; [ 2.07692308 51.92307692],0
p3,1,0.286731,1.134909,[32 18] ; [29 25],[29.32692308 20.67307692] ; [31.67307692 22.32692308],0
p7,1,0.296649,1.089196,[31 19] ; [28 26],[28.36538462 21.63461538] ; [30.63461538 23.36538462],0
s1,1,0.309906,1.031078,[ 2 46] ; [ 5 49],[ 3.29411765 44.70588235] ; [ 3.70588235 50.29411765],0
s2,1,0.31268,1.019322,[32 17] ; [30 24],[29.49514563 19.50485437] ; [32.50485437 21.49514563],0
p8,1,0.391611,0.733934,[24 26] ; [21 32],[21.84466019 28.15533981] ; [23.15533981 29.84466019],0
d5,1,0.448565,0.574276,[41  9] ; [41 13],[39.42307692 10.57692308] ; [42.57692308 11.42307692],0
n1,1,0.457459,0.552105,[3 6] ; [11 12],[3.9375 5.0625] ; [10.0625 12.9375],0
s4,1,0.508265,0.437638,[10 39] ; [14 40],[11.41747573 37.58252427] ; [12.58252427 41.41747573],0
a6,1,0.517297,0.419279,[30 20] ; [29 25],[28.36538462 21.63461538] ; [30.63461538 23.36538462],0
r1,1,0.534111,0.386564,[38 11] ; [39 15],[36.63106796 12.36893204] ; [40.36893204 13.63106796],0
u2,1,0.535899,0.383193,[ 8 12] ; [9 9],[ 8.94736842 11.05263158] ; [8.05263158 9.94736842],0
d2,1,0.550879,0.355744,[27 23] ; [26 28],[25.48076923 24.51923077] ; [27.51923077 26.48076923],0
a8,1,0.551162,0.355239,[ 5 37] ; [ 4 45],[ 4.15384615 37.84615385] ; [ 4.84615385 44.15384615],0
b3,1,0.589535,0.291071,[ 6 23] ; [ 8 22],[ 6.88135593 22.11864407] ; [ 7.11864407 22.88135593],0
b2,1,0.589535,0.291071,[ 6 23] ; [ 8 22],[ 6.88135593 22.11864407] ; [ 7.11864407 22.88135593],0
s3,1,0.633427,0.227443,[31 19] ; [31 23],[29.80769231 20.19230769] ; [32.19230769 21.80769231],0
v4,1,0.63654,0.223296,[45  5] ; [47  7],[44.23076923  5.76923077] ; [47.76923077  6.23076923],0
u1,1,0.658569,0.195267,[11 39] ; [10 44],[10.09615385 39.90384615] ; [10.90384615 43.09615385],0
d4,1,0.66063,0.192759,[38 12] ; [39 15],[37.01923077 12.98076923] ; [39.98076923 14.01923077],0
