Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.004255,8.17149,[51 10] ; [29 20],[44.36363636 16.63636364] ; [35.63636364 13.36363636],0
d5,1,0.004326,8.141602,[47 14] ; [25 24],[39.92727273 21.07272727] ; [32.07272727 16.92727273],0
a6,1,0.00509,7.847108,[40 21] ; [19 30],[32.71818182 28.28181818] ; [26.28181818 22.71818182],0
d3,1,0.012635,6.219471,[37 24] ; [18 31],[30.5 30.5] ; [24.5 24.5],0
v4,1,0.022372,5.216608,[51 10] ; [31 17],[45.88990826 15.11009174] ; [36.11009174 11.88990826],0
d4,1,0.022854,5.179556,[44 17] ; [25 24],[38.26363636 22.73636364] ; [30.73636364 18.26363636],0
r4,1,0.02403,5.092431,[45 16] ; [26 23],[39.37272727 21.62727273] ; [31.62727273 17.37272727],0
d1,1,0.024177,5.08192,[29 32] ; [13 36],[23.29090909 37.70909091] ; [18.70909091 30.29090909],0
a2,1,0.024719,5.043484,[13 48] ; [ 3 46],[ 8.87272727 52.12727273] ; [ 7.12727273 41.87272727],0
r1,1,0.025054,5.020183,[46 15] ; [27 22],[40.48181818 20.51818182] ; [32.51818182 16.48181818],0
a3,1,0.03283,4.554599,[38 22] ; [21 28],[32.47706422 27.52293578] ; [26.52293578 22.47706422],0
b5,1,0.03484,4.452994,[36 25] ; [19 30],[30.5 30.5] ; [24.5 24.5],0
u1,1,0.063678,3.438906,[ 9 52] ; [ 2 47],[ 6.1 54.9] ; [ 4.9 44.1],0
r2,1,0.06465,3.413891,[54  7] ; [36 12],[50.36697248 10.63302752] ; [39.63302752  8.36697248],0
p8,1,0.07859,3.093831,[20 40] ; [ 9 40],[15.96330275 44.03669725] ; [13.03669725 35.96330275],0
p2,1,0.091835,2.84191,[36 25] ; [21 28],[31.60909091 29.39090909] ; [25.39090909 23.60909091],0
p4,1,0.099025,2.72118,[25 35] ; [13 36],[20.91743119 39.08256881] ; [17.08256881 31.91743119],0
u3,1,0.111406,2.534161,[15  8] ; [12 16],[12.17647059 10.82352941] ; [14.82352941 13.17647059],0
s4,1,0.121311,2.400317,[ 9 51] ; [13 35],[12.22222222 47.77777778] ; [ 9.77777778 38.22222222],0
p10,1,0.127477,2.322967,[16 44] ; [ 7 41],[12.77777778 47.22222222] ; [10.22222222 37.77777778],0
n3,1,0.147142,2.101632,[16 10] ; [ 8 12],[13.56521739 12.43478261] ; [10.43478261  9.56521739],0
n1,1,0.178198,1.812587,[12 14] ; [ 6 16],[ 9.75 16.25] ; [ 8.25 13.75],0
a8,1,0.252145,1.311377,[ 6 53] ; [ 2 45],[ 4.45283019 54.54716981] ; [ 3.54716981 43.45283019],0
v1,1,0.274871,1.192278,[12 49] ; [14 35],[14.41818182 46.58181818] ; [11.58181818 37.41818182],0
p3,1,0.27849,1.174443,[14 46] ; [16 33],[16.51376147 43.48623853] ; [13.48623853 35.51376147],0
a5,1,0.293379,1.104048,[36 25] ; [24 25],[33.27272727 27.72727273] ; [26.72727273 22.27272727],0
b4,1,0.293379,1.104048,[36 25] ; [24 25],[33.27272727 27.72727273] ; [26.72727273 22.27272727],0
