Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.022106,5.237409,[32 31] ; [43 85],[24.7382199 38.2617801] ; [50.2617801 77.7382199],0
s5,1,0.043664,4.06952,[ 9 54] ; [34 90],[14.48663102 48.51336898] ; [28.51336898 95.48663102],0
p9,1,0.054776,3.688881,[50 12] ; [84 41],[44.42780749 17.57219251] ; [89.57219251 35.42780749],0
p11,1,0.061871,3.486519,[47 16] ; [78 50],[41.23036649 21.76963351] ; [83.76963351 44.23036649],0
a2,1,0.070512,3.271062,[13 50] ; [ 14 114],[ 8.90575916 54.09424084] ; [ 18.09424084 109.90575916],0
p10,1,0.072184,3.232651,[46 17] ; [74 50],[40.42780749 22.57219251] ; [79.57219251 44.42780749],0
n6,1,0.080162,3.061619,[44 19] ; [72 55],[38.46315789 24.53684211] ; [77.53684211 49.46315789],0
s7,1,0.085112,2.964481,[19 40] ; [25 97],[14.34254144 44.65745856] ; [29.65745856 92.34254144],0
d4,1,0.094481,2.796311,[42 20] ; [101  27],[46.66315789 15.33684211] ; [96.33684211 31.66315789],0
d3,1,0.099462,2.714147,[33 29] ; [84 44],[38.17894737 23.82105263] ; [78.82105263 49.17894737],0
s8,1,0.100075,2.704355,[22 41] ; [30 97],[17.24210526 45.75789474] ; [34.75789474 92.24210526],0
a7,1,0.103183,2.655639,[39 24] ; [94 34],[43.86910995 19.13089005] ; [89.13089005 38.86910995],0
d1,1,0.11882,2.43281,[23 40] ; [62 66],[28.03664921 34.96335079] ; [56.96335079 71.03664921],0
a6,1,0.131548,2.274144,[44 19] ; [75 53],[39.2513089 23.7486911] ; [79.7486911 48.2513089],0
a1,1,0.208041,1.585004,[ 1 62] ; [  7 121],[ 2.63874346 60.36125654] ; [  5.36125654 122.63874346],0
a3,1,0.226216,1.464498,[41 22] ; [71 56],[37.13684211 25.86315789] ; [74.86315789 52.13684211],0
v4,1,0.243518,1.360111,[58  4] ; [111  15],[55.73404255  6.26595745] ; [113.26595745  12.73404255],0
v1,1,0.260923,1.263855,[30 33] ; [48 75],[26.41935484 36.58064516] ; [51.58064516 71.41935484],0
b3,1,0.273193,1.200644,[13 22] ; [15 42],[10.65217391 24.34782609] ; [17.34782609 39.65217391],0
b2,1,0.273193,1.200644,[13 22] ; [15 42],[10.65217391 24.34782609] ; [17.34782609 39.65217391],0
n2,1,0.312045,1.022001,[17  6] ; [29 18],[15.11428571  7.88571429] ; [30.88571429 16.11428571],0
a8,1,0.34708,0.884103,[ 5 53] ; [  6 114],[ 3.58426966 54.41573034] ; [  7.41573034 112.58426966],0
p7,1,0.350437,0.871875,[35 27] ; [61 63],[32. 30.] ; [64. 60.],0
r2,1,0.385691,0.752484,[51 12] ; [109  18],[53.05263158  9.94736842] ; [106.94736842  20.05263158],0
r3,1,0.400635,0.706418,[54  9] ; [115  13],[55.7434555  7.2565445] ; [113.2565445  14.7434555],0
p4,1,0.440068,0.596104,[29 34] ; [51 76],[26.52631579 36.47368421] ; [53.47368421 73.52631579],0
p3,1,0.443165,0.588075,[23 40] ; [39 87],[20.66666667 42.33333333] ; [41.33333333 84.66666667],0
u1,1,0.451628,0.566563,[ 7 56] ; [ 10 118],[ 5.60732984 57.39267016] ; [ 11.39267016 116.60732984],0
v2,1,0.460153,0.545522,[31 29] ; [55 65],[28.66666667 31.33333333] ; [57.33333333 62.66666667],0
d5,1,0.463827,0.536643,[41 22] ; [90 38],[43.20942408 19.79057592] ; [87.79057592 40.20942408],0
u2,1,0.466479,0.530303,[14  8] ; [30 25],[12.57142857  9.42857143] ; [31.42857143 23.57142857],0
s1,1,0.481752,0.494894,[ 2 61] ; [  7 121],[ 2.96858639 60.03141361] ; [  6.03141361 121.96858639],0
b5,1,0.520224,0.41345,[39 24] ; [73 55],[36.94240838 26.05759162] ; [75.05759162 52.94240838],0
s3,1,0.530763,0.392931,[28 35] ; [50 76],[26. 37.] ; [52. 74.],0
p6,1,0.551968,0.353804,[13 50] ; [ 21 102],[11.51612903 51.48387097] ; [ 22.48387097 100.51612903],0
r4,1,0.591337,0.288261,[49 14] ; [95 33],[47.4973822 15.5026178] ; [96.5026178 31.4973822],0
b4,1,0.592801,0.285991,[38 25] ; [72 56],[36.28272251 26.71727749] ; [73.71727749 54.28272251],0
p1,1,0.602246,0.271622,[ 2 61] ; [  6 119],[ 2.68085106 60.31914894] ; [  5.31914894 119.68085106],0
a4,1,0.608151,0.262876,[21 42] ; [38 90],[19.46073298 43.53926702] ; [39.53926702 88.46073298],0
n3,1,0.676477,0.174119,[14  9] ; [31 16],[14.78571429  8.21428571] ; [30.21428571 16.78571429],0
d2,1,0.690496,0.158549,[23 40] ; [43 85],[21.76963351 41.23036649] ; [44.23036649 83.76963351],0
p8,1,0.701569,0.146845,[26 36] ; [57 70],[27.22751323 34.77248677] ; [55.77248677 71.22751323],0
r1,1,0.714053,0.134262,[42 21] ; [88 39],[43.10526316 19.89473684] ; [86.89473684 40.10526316],0
p12,1,0.792829,0.068979,[ 2 61] ; [  5 122],[ 2.32105263 60.67894737] ; [  4.67894737 122.32105263],0
p5,1,0.815759,0.05429,[ 4 58] ; [  7 118],[ 3.64705882 58.35294118] ; [  7.35294118 117.64705882],0
n1,1,0.836903,0.042377,[ 5 17] ; [12 36],[ 5.34285714 16.65714286] ; [11.65714286 36.34285714],0
v3,1,0.856273,0.032805,[16 46] ; [29 89],[15.5 46.5] ; [29.5 88.5],0
s2,1,0.880359,0.022654,[22 40] ; [44 84],[21.53684211 40.46315789] ; [44.46315789 83.53684211],0
u3,1,0.884596,0.021067,[12 10] ; [31 24],[12.28571429  9.71428571] ; [30.71428571 24.28571429],0
p2,1,0.936975,0.006252,[44 19] ; [88 37],[44.23404255 18.76595745] ; [87.76595745 37.23404255],0
a5,1,0.990945,0.000129,[35 28] ; [71 57],[34.96335079 28.03664921] ; [71.03664921 56.96335079],0
s6,1,1.0,0.0,[30 33] ; [60 66],[30. 33.] ; [60. 66.],0
